着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
10.0,1,2,モメン,牝3,55.0,松山,1:13.1,1,6,16.8,37.4,6-8,栗東高橋亮,456(+8),0,1200,ダート,曇,不
11.0,2,4,ハートオブザシーズ,牝3,55.0,北村友,1:13.6,3,10,46.0,38.3,2-2,栗東森田,436(-6),0,1200,ダート,曇,不
12.0,3,5,ソイジャガー,牝3,55.0,川須,1:13.7,クビ,12,117.8,37.8,8-11,栗東中尾,454(0),0,1200,ダート,曇,不
13.0,7,14,アルピナセブン,牝3,55.0,秋山稔,1:13.8,3/4,15,395.0,37.9,8-9,栗東北出,434(+2),0,1200,ダート,曇,不
14.0,3,6,キラメキダンサー,牝3,53.0,◇永島,1:15.4,10,13,131.2,38.6,15-14,栗東大根田,428(0),0,1200,ダート,曇,不
15.0,4,7,ダンツリーザ,牝3,55.0,菱田,1:15.7,1.1/2,14,154.4,39.1,13-14,栗東谷,422(+2),0,1200,ダート,曇,不
16.0,5,10,ソッフィオーネ,牝3,55.0,田村,1:16.6,5,16,413.9,38.1,16-16,栗東畑端,446(0),0,1200,ダート,曇,不
1.0,1,1,メイショウヤシマ,牡3,57.0,松山,1:51.6,,3,6.4,36.8,1-1-1-1,栗東高橋亮,464(+2),1,1800,ダート,曇,不
2.0,3,3,フランキーバローズ,牡3,57.0,レーン,1:51.9,1.1/2,2,3.1,36.9,2-2-2-2,栗東池江,468(-2),1,1800,ダート,曇,不
3.0,5,8,アイルランズコール,牡3,57.0,岩田望,1:52.6,4,6,11.3,37.3,4-4-4-3,栗東吉岡,504(-2),1,1800,ダート,曇,不
4.0,7,11,エイシンガウディ,牡3,57.0,ディー,1:52.8,1.1/2,4,9.0,37.5,6-6-4-3,栗東渡辺,474(-2),0,1800,ダート,曇,不
5.0,2,2,サントモナルカ,牡3,57.0,藤岡佑,1:54.1,8,5,9.6,38.4,8-8-8-6,栗東平田,460(+4),0,1800,ダート,曇,不
6.0,6,10,アメリカンバー,牡3,56.0,☆吉村,1:54.6,2.1/2,1,2.7,39.5,3-3-3-3,栗東宮地,512(-4),0,1800,ダート,曇,不
7.0,8,14,タイキフィアリーベ,牡3,56.0,☆西塚,1:54.6,クビ,7,27.2,39.0,7-6-6-6,栗東中尾,472(+8),0,1800,ダート,曇,不
8.0,6,9,ディープカインズ,牡3,53.0,★河原田,1:55.7,7,13,271.7,39.4,11-11-11-10,栗東本田,440(+6),0,1800,ダート,曇,不
9.0,3,4,ビッグバンドビート,牡3,57.0,幸,1:55.8,クビ,12,176.8,39.6,10-10-10-9,栗東清水久,496(-6),0,1800,ダート,曇,不
10.0,5,7,カフジジャワ,牡3,57.0,秋山稔,1:56.4,3.1/2,14,328.4,39.5,13-13-12-12,栗東杉山佳,458(+8),0,1800,ダート,曇,不
11.0,4,6,クラリヴィデンシア,牡3,56.0,☆高杉,1:57.0,3.1/2,8,53.1,41.2,8-8-9-8,栗東野中,444(-4),0,1800,ダート,曇,不
12.0,7,12,セプトラム,セ3,57.0,鮫島駿,1:57.9,5,10,64.3,39.7,12-12-13-13,栗東渡辺,450(-8),0,1800,ダート,曇,不
13.0,4,5,グラスビーチ,牡3,57.0,水口,1:58.9,6,11,126.4,43.0,4-4-6-11,栗東池江,478(-8),0,1800,ダート,曇,不
14.0,8,13,マルサーラ,牡3,57.0,北村友,2:03.7,大,9,54.1,41.5,14-14-14-14,栗東安田,550(0),0,1800,ダート,曇,不
1.0,7,14,ワンコールアウェイ,牝3,55.0,松山,1:22.0,,1,4.1,35.5,10-8,栗東杉山晴,450(-4),1,1400,芝,曇,重
2.0,5,9,ロイヤルウィル,牝3,55.0,ディー,1:22.1,1,6,10.6,36.2,2-2,栗東加藤公,462(+26),1,1400,芝,曇,重
3.0,5,10,フロンティエール,牡3,57.0,坂井,1:22.4,2,4,6.9,36.4,3-3,栗東池添,504(-4),1,1400,芝,曇,重
4.0,8,16,スピードイエロー,牡3,54.0,▲田山,1:22.5,クビ,9,46.8,35.5,13-14,栗東佐々木,432(+2),0,1400,芝,曇,重
5.0,1,2,エンベッカ,牝3,55.0,鮫島駿,1:22.6,3/4,10,59.7,35.7,15-11,栗東斉藤崇,432(0),0,1400,芝,曇,重
6.0,6,12,スマートサターン,牡3,57.0,川田,1:22.8,1,5,7.1,36.5,6-6,栗東小林,436(-2),0,1400,芝,曇,重
7.0,6,11,ダノンブランニュー,牡3,57.0,岩田望,1:22.9,3/4,3,4.4,36.5,8-8,栗東福永,488(-2),0,1400,芝,曇,重
8.0,3,5,ルージュカリーナ,牝3,55.0,幸,1:23.0,1/2,12,87.7,36.9,3-5,栗東東田,436(0),0,1400,芝,曇,重
9.0,4,7,キーブリーゼ,牡3,57.0,田口,1:23.4,2.1/2,2,4.2,37.2,6-6,栗東宮,488(-4),0,1400,芝,曇,重
10.0,8,17,ショウナンアイバ,牝3,55.0,菱田裕,1:23.6,3/4,18,257.7,36.0,17-17,栗東高橋忠,454(+2),0,1400,芝,曇,重
11.0,8,18,ベストファンタジー,牝3,55.0,北村友,1:23.9,1.3/4,11,87.5,37.1,11-11,栗東西園翔,490(+4),0,1400,芝,曇,重
12.0,4,8,ナムラブルータス,牡3,56.0,☆高杉,1:23.9,クビ,16,171.9,37.1,11-11,栗東大橋,484(+2),0,1400,芝,曇,重
13.0,1,1,パリコレジェンヌ,牝3,55.0,和田竜,1:23.9,ハナ,8,34.4,38.0,1-1,栗東鈴木孝,458(+2),0,1400,芝,曇,重
14.0,3,6,レッドエソール,牡3,57.0,泉谷,1:24.0,クビ,14,130.4,37.1,14-14,栗東杉山晴,492(0),0,1400,芝,曇,重
15.0,2,4,フリットフライ,牡3,56.0,☆吉村,1:24.1,1,13,115.6,37.7,8-8,栗東長谷川,518(0),0,1400,芝,曇,重
16.0,7,13,ソルレーヴ,牡3,57.0,秋山稔,1:24.2,3/4,7,22.9,38.2,3-3,栗東高橋忠,488(+2),0,1400,芝,曇,重
17.0,2,3,ブルーアロマ,牝3,55.0,太宰,1:24.4,3/4,17,229.8,36.6,18-18,栗東高橋亮,414(-2),0,1400,芝,曇,重
18.0,7,15,トリクシー,牝3,55.0,横山和,1:24.8,2.1/2,15,144.3,37.6,15-16,栗東飯田,524(-4),0,1400,芝,曇,重
1.0,7,12,ピエタンツァ,牝3,55.0,武豊,2:15.0,,2,8.0,35.9,12-12-9-6,栗東松永幹,476(+2),1,2200,芝,曇,重
2.0,1,1,ホウオウレイヴン,セ3,57.0,北村友,2:15.1,クビ,5,12.5,36.5,1-1-1-1,栗東矢作,452(-4),1,2200,芝,曇,重
3.0,5,9,ダノンジャガー,牡3,56.0,☆高杉,2:15.5,2.1/2,3,9.1,36.6,14-13-6-3,栗東池江,512(+2),1,2200,芝,曇,重
4.0,4,6,サイモンノーブル,牡3,57.0,川須,2:15.6,1/2,7,16.9,36.4,7-7-9-8,栗東梅田,446(+2),0,2200,芝,曇,重
5.0,8,14,エンスエーニョ,牝3,55.0,レーン,2:15.7,クビ,1,1.5,36.8,6-5-6-4,栗東斉藤崇,522(+16),0,2200,芝,曇,重
6.0,6,10,サミダレナイツ,牡3,57.0,戸崎圭,2:15.8,1,6,14.1,36.7,7-7-8-8,栗東谷,480(-2),0,2200,芝,曇,重
7.0,5,8,エンゲージプライド,牡3,54.0,▲田山,2:15.9,1/2,4,11.8,37.2,2-2-2-2,栗東新谷,500(+6),0,2200,芝,曇,重
8.0,2,3,マイネルイグザルト,牡3,57.0,横山武,2:15.9,クビ,8,25.9,36.6,11-10-12-11,栗東西園正,452(0),0,2200,芝,曇,重
9.0,6,11,タイセイルシエル,牡3,57.0,ディー,2:16.1,1,11,163.2,36.6,15-15-14-13,栗東松下,424(-2),0,2200,芝,曇,重
10.0,2,2,ドンファーラウェイ,牡3,57.0,和田竜,2:16.2,3/4,9,46.4,37.1,7-9-9-8,栗東庄野,450(0),0,2200,芝,曇,重
11.0,8,15,ルーメン,牝3,54.0,☆吉村,2:17.7,9,13,227.4,38.4,10-10-12-11,栗東前川,414(+2),0,2200,芝,曇,重
12.0,3,5,モルゲンゾンネ,牡3,57.0,鮫島克,2:18.0,2,10,72.7,39.1,4-4-3-4,栗東松下,458(+4),0,2200,芝,曇,重
13.0,4,7,ブルロッソ,牝3,55.0,幸,2:18.3,1.3/4,15,452.2,38.3,13-13-15-15,栗東森田,430(+4),0,2200,芝,曇,重
14.0,7,13,ヴェルトツィール,牡3,57.0,角田和,2:18.4,3/4,14,432.6,39.5,4-5-3-6,栗東東田,516(0),0,2200,芝,曇,重
15.0,3,4,ルージュキャルト,牝3,54.0,☆西塚,2:19.7,8,12,223.7,40.6,2-2-3-13,栗東矢作,458(-4),0,2200,芝,曇,重
1.0,2,2,サレジオ,牡2,55.0,ルメー,1:49.3,,1,1.7,34.0,1-1,美浦田中博,486(0),1,1800,芝,曇,重
2.0,4,4,ローベルクランツ,牡2,55.0,松山,1:49.4,クビ,3,6.8,33.5,4-5,栗東小林,468(0),1,1800,芝,曇,重
3.0,6,6,スマートプリエール,牝2,55.0,武豊,1:49.7,2,2,4.1,33.9,6-5,栗東大久保,464(0),1,1800,芝,曇,重
4.0,5,5,ユヴァスキュラ,牡2,54.0,☆高杉,1:50.1,2,8,124.8,33.8,7-8,栗東小椋,446(0),0,1800,芝,曇,重
5.0,8,8,ムスクレスト,牡2,55.0,戸崎圭,1:50.3,1.1/2,6,33.9,34.2,8-7,栗東安田,452(0),0,1800,芝,曇,重
6.0,1,1,カクウチ,牡2,55.0,岩田望,1:50.4,アタマ,7,38.8,34.8,2-3,栗東小崎,456(0),0,1800,芝,曇,重
7.0,3,3,ザタイムハズカム,牝2,55.0,川田,1:50.6,1.1/2,5,9.2,35.0,4-3,栗東福永,480(0),0,1800,芝,曇,重
8.0,7,7,ブラックコーラル,牡2,55.0,北村友,1:51.0,2.1/2,4,7.6,35.6,2-2,栗東清水久,504(0),0,1800,芝,曇,重
1.0,1,2,シャルクハフト,牡3,54.0,☆吉村,1:51.4,,3,4.5,37.9,5-5-4-3,栗東清水久,492(0),1,1800,ダート,曇,重
2.0,4,7,アカデミア,牡3,55.0,坂井,1:51.7,1.3/4,1,2.1,38.5,2-2-3-2,栗東杉山晴,532(+6),1,1800,ダート,曇,重
3.0,1,1,オーレアミスト,牡3,55.0,岩田望,1:52.1,2.1/2,8,41.6,38.1,9-9-8-8,栗東友道,496(+8),1,1800,ダート,曇,重
4.0,2,4,レッドボブ,牡3,55.0,北村友,1:52.7,3.1/2,2,3.9,39.0,7-7-6-4,栗東田中克,520(-8),0,1800,ダート,曇,重
5.0,7,14,イエスウィズキャン,牡5,58.0,川須,1:52.8,1/2,14,231.8,38.1,12-12-12-11,栗東羽月,554(+8),0,1800,ダート,曇,重
6.0,2,3,メイショウオグマ,セ6,58.0,国分恭,1:52.8,クビ,12,105.8,38.5,11-11-10-8,栗東安達,492(+2),0,1800,ダート,曇,重
7.0,3,5,エンマ,牡3,55.0,藤岡佑,1:52.9,1/2,5,18.0,40.0,9-9-1-1,栗東武英,470(+8),0,1800,ダート,曇,重
8.0,8,16,スマートクラビ,牡3,55.0,鮫島駿,1:53.2,1.3/4,10,49.7,39.9,1-1-2-4,栗東中村,490(-2),0,1800,ダート,曇,重
9.0,8,15,ショウナンサエッタ,牡3,55.0,松山弘,1:53.3,クビ,6,25.8,39.5,4-4-6-7,栗東渡辺,532(+12),0,1800,ダート,曇,重
10.0,6,11,リアルペガサス,牡4,58.0,田口,1:53.5,1,9,43.3,39.4,7-7-8-8,栗東大橋,454(+4),0,1800,ダート,曇,重
11.0,5,10,ニヒトツーゼーア,牡3,51.0,★河原田,1:53.5,クビ,13,115.9,38.8,13-13-13-11,栗東中竹,514(+2),0,1800,ダート,曇,重
12.0,7,13,ワールドキッス,牡3,55.0,戸崎圭,1:53.6,1/2,4,13.7,38.7,13-14-14-14,栗東河嶋,446(+2),0,1800,ダート,曇,重
13.0,5,9,ニホンピロゴルディ,牡4,58.0,幸,1:53.8,1,15,274.6,38.9,15-15-15-13,栗東安達,456(-4),0,1800,ダート,曇,重
14.0,3,6,ダノンペドロ,セ5,58.0,レーン,1:54.6,5,7,37.5,41.0,3-3-5-4,栗東寺島,474(-8),0,1800,ダート,曇,重
15.0,6,12,サーティファイド,牡6,58.0,ディー,1:55.7,7,16,343.0,39.5,15-16-16-16,栗東佐藤悠,482(0),0,1800,ダート,曇,重
,4,8,ウールデュボヌール,牡4,58.0,横山武,,,11,78.9,,5-6-11-15,栗東須貝,498(-2),0,1800,ダート,曇,重
1.0,3,3,エコロディノス,牡3,55.0,レーン,2:00.5,,1,1.6,35.2,1-1-1-1,栗東大久保,482(+18),1,2000,芝,曇,稍
2.0,1,1,オーシンエス,牡3,54.0,☆高杉,2:01.5,6,3,7.5,36.0,3-3-3-2,栗東宮,468(+2),1,2000,芝,曇,稍
3.0,5,5,サラダ,牝3,53.0,武豊,2:01.6,1,2,4.5,35.8,7-7-6-5,栗東武英,448(+4),1,2000,芝,曇,稍
4.0,7,8,オーサムユニバンス,牡4,58.0,和田竜,2:01.7,クビ,9,134.8,35.9,6-5-6-8,栗東平田,440(+4),0,2000,芝,曇,稍
5.0,6,6,ピエナオルフェ,牡4,58.0,城戸,2:01.7,クビ,10,195.7,35.4,10-10-10-10,栗東荒川,454(+4),0,2000,芝,曇,稍
6.0,7,7,キーパフォーマー,牝4,53.0,▲田山,2:01.8,クビ,5,12.6,36.0,5-5-6-5,栗東佐々木,464(+4),0,2000,芝,曇,稍
7.0,2,2,タマモランプ,牡4,57.0,☆吉村,2:01.8,クビ,4,11.8,36.2,2-3-3-5,栗東池添,460(-6),0,2000,芝,曇,稍
8.0,4,4,ナムラブーニン,牡4,58.0,松山,2:01.9,クビ,7,18.5,36.3,8-8-3-2,栗東高橋一,462(+6),0,2000,芝,曇,稍
9.0,8,9,キングピン,牡4,58.0,横山和,2:02.0,3/4,8,45.7,35.9,9-9-9-9,栗東四位,508(0),0,2000,芝,曇,稍
10.0,8,10,トリオンファルマン,牝5,56.0,角田和,2:03.5,9,6,17.6,38.1,3-2-2-2,栗東笹田,452(+2),0,2000,芝,曇,稍
1.0,5,9,タクシンイメル,牝4,56.0,高倉,1:51.7,,11,57.3,37.7,4-4-3-2,栗東武英,484(+12),1,1800,ダート,曇,重
2.0,8,16,パルクリチュード,牝5,56.0,松山,1:51.8,1/2,3,6.2,37.1,10-11-10-8,栗東松永幹,456(+6),1,1800,ダート,曇,重
3.0,2,4,ルフトクス,牝4,56.0,北村友,1:51.9,クビ,7,14.1,38.2,1-1-1-1,栗東杉山佳,468(-4),1,1800,ダート,曇,重
4.0,7,14,カプラローラ,牝6,56.0,横山和,1:52.5,4,6,11.4,37.6,13-13-13-13,美浦菊沢,482(-8),0,1800,ダート,曇,重
5.0,6,11,エーリアル,牝4,56.0,ルメー,1:52.6,1/2,2,4.2,38.4,6-6-4-4,美浦西田,508(-4),0,1800,ダート,曇,重
6.0,1,2,サクソンジェンヌ,牝4,56.0,川田,1:52.8,1,4,7.0,38.8,4-4-4-4,栗東高橋忠,470(+6),0,1800,ダート,曇,重
7.0,5,10,ノボリクレバー,牝5,56.0,武豊,1:52.9,1,1,3.6,38.3,10-10-10-8,栗東石橋,504(-6),0,1800,ダート,曇,重
8.0,3,6,タマモナポリ,牝4,56.0,岩田望,1:53.0,クビ,9,32.6,39.2,2-2-2-2,栗東河嶋,464(+2),0,1800,ダート,曇,重
9.0,2,3,クリノクリスタル,牝5,56.0,田口,1:53.1,1/2,15,143.5,38.4,12-11-10-11,栗東大橋,472(+6),0,1800,ダート,曇,重
10.0,4,8,キタノブライド,牝5,56.0,菱田,1:53.3,1.1/4,14,96.3,38.3,14-14-15-16,栗東坂口,434(+6),0,1800,ダート,曇,重
11.0,7,13,サイモンコーラル,牝5,56.0,高杉,1:53.4,1,12,80.7,38.3,15-16-16-13,栗東羽月,462(+2),0,1800,ダート,曇,重
12.0,3,5,コーラルハート,牝4,56.0,鮫島駿,1:53.5,クビ,16,155.4,38.9,9-8-8-8,栗東小林,506(+6),0,1800,ダート,曇,重
13.0,4,7,ハリウッドパーク,牝4,56.0,吉村,1:53.6,3/4,5,8.1,39.4,7-6-6-6,栗東長谷川,508(+4),0,1800,ダート,曇,重
14.0,8,15,アウロス,牝5,56.0,和田竜,1:54.3,4,13,85.2,39.4,16-15-13-11,栗東高橋一,462(+6),0,1800,ダート,曇,重
15.0,6,12,フローラルセント,牝4,56.0,坂井,1:54.9,3.1/2,8,24.3,40.5,8-8-8-7,栗東松下,476(+6),0,1800,ダート,曇,重
16.0,1,1,ミヤジレガリア,牝5,56.0,幸,1:56.7,大,10,42.4,42.3,2-3-6-13,栗東鈴木孝,496(-14),0,1800,ダート,曇,重
1.0,7,12,レイピア,牡3,55.0,北村友,1:09.5,,1,2.1,35.2,6-5,栗東中竹,502(+2),1,1200,芝,晴,稍
2.0,5,8,ソングオブライフ,牡4,58.0,幸,1:10.0,3,4,10.6,35.4,9-7,栗東森田,496(-6),1,1200,芝,晴,稍
3.0,8,15,インプロバイザー,牡6,58.0,松山,1:10.0,アタマ,9,28.4,35.8,4-4,栗東東田,492(-10),1,1200,芝,晴,稍
4.0,2,2,エコロマーズ,牡4,58.0,坂井,1:10.2,1,5,15.1,35.5,9-9,栗東牧浦,492(0),0,1200,芝,晴,稍
5.0,4,7,スカプラリオ,牝5,56.0,田山,1:10.4,1.1/2,12,127.1,35.8,6-9,栗東佐々木,476(+6),0,1200,芝,晴,稍
6.0,2,3,ロードトレゾール,牡4,58.0,吉村,1:10.5,1/2,3,10.2,35.7,9-11,栗東清水久,540(+2),0,1200,芝,晴,稍
7.0,8,14,カジュフェイス,牡6,58.0,鮫島駿,1:10.6,1/2,14,223.2,36.6,3-3,栗東森田,512(+8),0,1200,芝,晴,稍
8.0,3,5,アメリカンビキニ,牝3,53.0,戸崎圭,1:10.6,ハナ,2,3.1,37.1,1-1,栗東斉藤崇,496(+4),0,1200,芝,晴,稍
9.0,3,4,タイセイフェスタ,セ4,58.0,秋山稔,1:10.6,クビ,13,135.8,35.5,12-12,美浦森一,466(-4),0,1200,芝,晴,稍
10.0,6,10,ジュンゴールド,牡4,58.0,武豊,1:10.7,クビ,7,25.2,35.0,14-14,栗東友道,492(-2),0,1200,芝,晴,稍
11.0,1,1,コト,牝4,56.0,岩田望,1:10.7,ハナ,6,21.1,36.3,6-7,栗東野中,488(+6),0,1200,芝,晴,稍
12.0,6,11,ケイテンアイジン,牡3,55.0,永島,1:10.7,クビ,10,54.8,35.5,12-13,栗東谷,494(+14),0,1200,芝,晴,稍
13.0,7,13,モンシュマン,牡4,58.0,横山和,1:11.1,2.1/2,8,26.9,37.5,2-2,栗東上村,474(+4),0,1200,芝,晴,稍
14.0,4,6,プリンスノット,牡5,58.0,西塚,1:11.1,クビ,15,308.4,35.4,14-14,栗東小椋,482(+2),0,1200,芝,晴,稍
15.0,5,9,ゼンダンタカ,牝3,53.0,角田和,1:13.0,大,11,65.2,38.7,4-5,栗東角田,430(-4),0,1200,芝,晴,稍
1.0,3,5,ブルーミンデザイン,牡4,58.0,ルメー,1:32.6,,3,4.7,34.6,3-3,栗東宮本,490(-8),1,1600,芝,晴,稍
2.0,8,18,セブンマジシャン,牡5,58.0,横山武,1:32.8,1.1/4,7,25.5,33.9,8-8,栗東高野,504(+2),1,1600,芝,晴,稍
3.0,8,17,ベラジオボンド,牡4,58.0,川田,1:33.1,1.1/2,2,4.2,34.7,4-4,栗東上村,494(-6),1,1600,芝,晴,稍
4.0,8,16,ファーヴェント,牡4,58.0,松山,1:33.1,アタマ,5,10.4,35.5,2-1,栗東藤原,506(0),0,1600,芝,晴,稍
5.0,5,10,ミナデオロ,牡4,58.0,西塚,1:33.3,1.1/4,13,65.5,34.9,4-4,栗東藤原,504(+10),0,1600,芝,晴,稍
6.0,1,1,エポックヴィーナス,牝4,56.0,和田竜,1:33.3,クビ,15,84.9,34.1,11-10,栗東新谷,442(-2),0,1600,芝,晴,稍
7.0,2,4,ワンダイレクト,牡5,58.0,藤岡佑,1:33.4,3/4,8,27.6,34.4,9-8,栗東藤岡,456(-4),0,1600,芝,晴,稍
8.0,3,6,ガイアメンテ,牡4,58.0,レーン,1:33.5,クビ,1,3.2,34.9,6-6,栗東須貝,496(+2),0,1600,芝,晴,稍
9.0,6,12,グランデサラス,牡5,58.0,高杉,1:33.5,クビ,9,38.5,34.9,6-6,栗東池添,490(0),0,1600,芝,晴,稍
10.0,4,8,スイープアワーズ,牡5,58.0,岩田望,1:33.7,1.1/2,11,44.4,33.6,16-16,栗東友道,458(+8),0,1600,芝,晴,稍
11.0,7,13,マイネルティグレ,牡4,58.0,ディー,1:33.8,クビ,6,17.0,34.0,13-13,栗東西園正,476(0),0,1600,芝,晴,稍
12.0,6,11,ポルカリズム,牝5,56.0,武豊,1:33.8,アタマ,10,42.7,34.6,9-10,栗東中内田,490(+4),0,1600,芝,晴,稍
13.0,2,3,オープンファイア,牡5,58.0,吉村,1:33.8,クビ,12,51.1,34.4,12-12,栗東池江,488(-6),0,1600,芝,晴,稍
14.0,7,14,ライトバック,牝4,56.0,坂井,1:33.9,クビ,4,8.1,34.0,14-13,栗東茶木,484(0),0,1600,芝,晴,稍
15.0,4,7,ブリュットミレジメ,牡6,58.0,幸,1:34.1,1.1/4,16,91.7,33.7,18-18,栗東荒川,510(+2),0,1600,芝,晴,稍
16.0,5,9,エアミアーニ,セ7,58.0,田口,1:34.3,1.1/4,17,274.8,34.3,14-15,栗東笹田,448(-2),0,1600,芝,晴,稍
17.0,7,15,ディープリッチ,牡7,58.0,北村友,1:34.8,3,18,387.7,34.6,16-16,美浦小島,526(-4),0,1600,芝,晴,稍
18.0,1,2,カズゴルティス,牡4,58.0,鮫島克,1:40.4,大,14,72.4,42.8,1-2,栗東西園翔,502(-6),0,1600,芝,晴,稍
1.0,4,8,ムーヴ,牡6,57.0,坂井,1:10.4,,5,10.4,35.2,11-10,美浦池上,476(-4),1,1200,ダート,晴,重
2.0,8,15,ネグレスコ,牝4,52.0,秋山稔,1:10.6,3/4,11,65.1,36.8,2-2,栗東西園正,484(+4),1,1200,ダート,晴,重
3.0,1,2,ルディック,牡4,56.0,北村友,1:10.9,1.3/4,2,4.5,36.4,6-6,栗東高野,520(-6),1,1200,ダート,晴,重
4.0,8,16,ノボリショウリュウ,牡4,56.0,武豊,1:10.9,クビ,1,4.4,36.0,8-6,栗東石橋,468(+2),0,1200,ダート,晴,重
5.0,4,7,エンヤラヴフェイス,牡4,56.0,高杉,1:10.9,アタマ,9,34.2,34.9,16-16,栗東森田,510(+6),0,1200,ダート,晴,重
6.0,7,13,ナスノカンゲツ,牡5,54.0,川須,1:10.9,アタマ,13,87.5,36.6,4-4,美浦武井,524(+10),0,1200,ダート,晴,重
7.0,3,6,カミーロ,牡5,57.0,幸,1:11.1,1.1/4,7,13.7,35.5,14-14,栗東石橋,480(-10),0,1200,ダート,晴,重
8.0,7,14,アガシ,セ4,55.0,田口,1:11.3,3/4,8,19.8,36.5,8-10,栗東庄野,488(+2),0,1200,ダート,晴,重
9.0,6,11,サザンエルフ,牝6,55.0,横山和,1:11.4,3/4,4,5.6,37.3,3-3,美浦中川,476(-6),0,1200,ダート,晴,重
10.0,5,10,カフジエニアゴン,牝6,55.0,和田竜,1:11.5,3/4,6,10.5,37.2,4-4,栗東杉山佳,520(0),0,1200,ダート,晴,重
11.0,2,3,カネコメシスター,牝6,53.0,西塚,1:11.5,ハナ,15,176.9,36.1,12-12,栗東中尾,500(0),0,1200,ダート,晴,重
12.0,1,1,エレガントムーン,牝5,53.0,鮫島駿,1:11.9,2,14,105.9,37.1,8-9,栗東牧浦,446(+16),0,1200,ダート,晴,重
13.0,6,12,カンパニョーラ,牝6,53.0,永島,1:11.9,ハナ,10,48.6,36.3,14-14,美浦伊坂,462(+2),0,1200,ダート,晴,重
14.0,2,4,クールムーア,牡5,54.0,吉村,1:12.3,2.1/2,12,71.3,37.6,7-6,美浦矢野,484(-2),0,1200,ダート,晴,重
15.0,3,5,アメリカンマーチ,牡4,56.0,戸崎圭,1:12.3,クビ,3,4.9,38.5,1-1,栗東池江,492(+2),0,1200,ダート,晴,重
16.0,5,9,ベンダバリラビア,牡5,54.0,菱田裕,1:13.6,8,16,182.1,38.2,12-12,栗東寺島,534(-10),0,1200,ダート,晴,重
1.0,5,10,エルサトアナ,牝3,54.0,☆松本,1:07.8,,1,3.2,34.1,2-2,栗東本田,422(-6),1,1200,芝,曇,良
2.0,5,9,サマースピリット,牝3,55.0,浜中,1:08.0,1.1/4,3,6.2,34.2,3-2,美浦国枝,468(+10),1,1200,芝,曇,良
3.0,6,11,アークシャルダーム,牝3,55.0,丹内,1:08.1,1,2,4.5,34.2,4-4,栗東友道,466(+4),1,1200,芝,曇,良
4.0,1,1,ゴールドサニーデイ,牝3,55.0,斎藤,1:08.5,2,8,17.3,34.1,9-9,栗東渡辺,414(+2),0,1200,芝,曇,良
5.0,2,3,カルミネイション,牝3,55.0,中井,1:08.6,3/4,6,15.2,34.6,6-5,栗東緒方,442(-2),0,1200,芝,曇,良
6.0,7,13,クリアクォーツ,牡3,55.0,△長浜,1:08.7,1/2,11,29.3,33.7,14-13,美浦的場,464(-6),0,1200,芝,曇,良
7.0,2,4,ジンガー,牡3,57.0,川又,1:08.8,1/2,13,58.1,34.2,13-11,栗東吉村,488(+6),0,1200,芝,曇,良
8.0,4,8,エムティキング,牡3,57.0,佐々木,1:08.9,1/2,10,24.0,34.5,9-9,美浦小野,432(0),0,1200,芝,曇,良
9.0,4,7,ロアヴィヴィエンヌ,セ3,57.0,松岡,1:09.0,3/4,16,303.6,34.9,7-7,美浦本間,452(-4),0,1200,芝,曇,良
10.0,6,12,オルミラベル,牝3,52.0,▲舟山,1:09.1,1,4,8.5,34.6,9-11,栗東上村,474(+4),0,1200,芝,曇,良
11.0,7,14,タイニービキニ,牝3,55.0,吉田隼,1:09.2,クビ,15,159.4,35.3,4-5,栗東森田,416(+4),0,1200,芝,曇,良
12.0,3,6,イデアニポーテ,牡3,57.0,黛,1:09.3,1/2,14,156.9,34.1,15-16,美浦矢嶋,436(-10),0,1200,芝,曇,良
13.0,3,5,セイウンネルケ,牝3,51.0,★小林美,1:09.3,アタマ,5,11.2,34.2,15-13,美浦矢野,392(+2),0,1200,芝,曇,良
14.0,1,2,カネトシブレーブ,牡3,55.0,◇今村,1:09.4,1,9,22.0,36.0,1-1,栗東寺島,470(+2),0,1200,芝,曇,良
15.0,8,15,ウォーターカルミア,牝3,52.0,▲和田陽,1:09.7,1.1/2,7,16.6,35.5,7-7,栗東藤野,400(-2),0,1200,芝,曇,良
16.0,8,16,アメリータ,牝3,55.0,松若,1:09.8,3/4,12,51.4,35.3,9-13,栗東今野,426(+4),0,1200,芝,曇,良
1.0,8,14,ライフゲート,セ3,57.0,丹内,1:46.0,,1,2.2,38.6,1-1-1-1,美浦伊藤圭,512(+12),1,1700,ダート,晴,良
2.0,3,3,エポカリーナ,牡3,54.0,▲古川奈,1:46.5,3,12,136.6,38.2,13-13-9-8,美浦土田,454(-4),1,1700,ダート,晴,良
3.0,4,5,アスクガンバーレ,牡3,57.0,岩田康,1:46.6,1/2,3,5.7,38.1,10-10-11-10,栗東福永,442(-2),1,1700,ダート,晴,良
4.0,8,13,ピストルスター,牡3,54.0,▲和田陽,1:46.8,1.1/2,6,16.6,38.9,4-4-6-5,栗東高橋亮,494(0),0,1700,ダート,晴,良
5.0,6,9,ザハント,牡3,54.0,▲舟山,1:47.1,1.1/2,2,4.9,39.0,7-7-7-8,栗東田中克,490(0),0,1700,ダート,晴,良
