着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
5.0,1,1,マイネルアース,牡3,57.0,柴田大,1:37.3,1.3/4,13,171.3,36.5,11-9,美浦金成,474(+2),0,1600,ダート,曇,重
6.0,6,11,アリアルブラック,牡3,57.0,田辺,1:37.5,1.1/4,6,20.8,37.6,5-4,美浦久保田,500(+8),0,1600,ダート,曇,重
7.0,8,15,デルマアリエル,牡3,54.0,▲石神道,1:37.6,1/2,4,14.3,36.1,15-15,美浦深山,454(-2),0,1600,ダート,曇,重
8.0,4,7,トリプルバレル,牡3,57.0,団野,1:37.9,1.1/2,5,17.7,38.2,2-2,美浦稲垣,466(-10),0,1600,ダート,曇,重
9.0,5,10,ヨタロー,牡3,57.0,西村太,1:38.0,3/4,11,92.8,38.0,5-6,美浦堀内,434(-8),0,1600,ダート,曇,重
10.0,4,8,ミッキーアロット,牡3,57.0,吉田豊,1:38.1,3/4,7,23.5,36.8,14-12,美浦久保田,498(-2),0,1600,ダート,曇,重
11.0,7,13,ライジンシチー,牡3,57.0,岩部,1:38.2,クビ,16,410.1,36.5,16-16,美浦萱野,498(-4),0,1600,ダート,曇,重
12.0,2,4,フォルテッシモダイ,牡3,57.0,小林凌,1:39.2,6,8,30.7,38.4,8-9,美浦小西,494(+6),0,1600,ダート,曇,重
13.0,7,14,リラキトス,牡3,57.0,菊沢,1:40.4,7,10,39.6,40.6,4-4,美浦高木,476(-8),0,1600,ダート,曇,重
14.0,3,6,グレートシューター,牡3,54.0,▲遠藤,1:40.4,アタマ,14,185.1,40.8,2-2,美浦伊藤伸,448(+10),0,1600,ダート,曇,重
15.0,6,12,クインズガナッシュ,牝3,54.0,☆横山琉,1:41.2,5,15,252.1,39.8,13-14,美浦小島,412(-4),0,1600,ダート,曇,重
16.0,5,9,クロライナ,セ3,57.0,荻野極,1:48.4,大,12,117.9,47.2,8-12,美浦小笠,486(-8),0,1600,ダート,曇,重
1.0,1,1,ザカート,牝3,55.0,大野,1:23.6,,12,94.1,35.1,1-1,美浦高柳瑞,456(+8),1,1400,芝,曇,稍
2.0,8,18,アンダーザライト,牡3,57.0,丸山,1:23.7,クビ,3,5.8,34.2,12-11,美浦宮田,530(+6),1,1400,芝,曇,稍
3.0,6,11,ウインイザナミ,牝3,55.0,三浦,1:23.9,1.1/2,1,2.0,34.6,10-9,美浦上原博,500(+4),1,1400,芝,曇,稍
4.0,8,17,ララバニュルス,牡3,57.0,菅原明,1:24.0,クビ,2,3.9,34.7,9-9,美浦大竹,524(0),0,1400,芝,曇,稍
5.0,4,7,アンティジャミーラ,牝3,55.0,武藤,1:24.1,1/2,8,31.1,35.5,2-2,美浦中川,458(-2),0,1400,芝,曇,稍
6.0,2,3,オカゲサン,牡3,56.0,☆横山琉,1:24.1,アタマ,4,14.5,34.5,12-13,美浦尾形,504(+8),0,1400,芝,曇,稍
7.0,1,2,ジェイエルハーバー,牡3,57.0,吉田豊,1:24.4,2,5,19.3,35.5,3-5,美浦小西,412(+8),0,1400,芝,曇,稍
8.0,6,12,マーメイドスカート,牝3,55.0,田辺,1:24.5,1/2,6,22.3,35.8,3-3,美浦田村,480(0),0,1400,芝,曇,稍
9.0,5,10,トリクロマティック,牡3,57.0,津村,1:24.5,アタマ,10,56.9,34.9,14-13,美浦菊沢,468(-6),0,1400,芝,曇,稍
10.0,7,13,セイラダンサー,牝3,55.0,団野,1:24.7,1.1/2,11,72.5,35.7,5-6,美浦尾関,428(-4),0,1400,芝,曇,稍
11.0,3,5,オメガエクレール,牝3,55.0,横山典,1:25.1,2.1/2,7,30.7,35.2,18-16,美浦斎藤誠,424(0),0,1400,芝,曇,稍
12.0,3,6,ウェカピポ,牡3,57.0,石川,1:25.2,1,14,143.4,35.8,10-11,美浦矢嶋,500(0),0,1400,芝,曇,稍
13.0,2,4,ウインボニータ,牝3,52.0,▲遠藤,1:25.3,クビ,17,336.1,35.2,17-17,美浦奥平,486(0),0,1400,芝,曇,稍
14.0,8,16,デコピン,牡3,57.0,江田照,1:25.3,クビ,13,101.1,35.7,15-13,美浦村田,476(+4),0,1400,芝,曇,稍
15.0,5,9,フェリシアムーン,牝3,55.0,嶋田,1:25.4,クビ,16,309.7,36.2,7-8,美浦小野,422(0),0,1400,芝,曇,稍
16.0,7,14,ロジディーズ,牝3,52.0,▲石田,1:26.1,4,9,34.6,37.0,7-6,美浦新開,432(-18),0,1400,芝,曇,稍
17.0,4,8,レジリエント,牡3,57.0,野中,1:27.3,7,15,270.7,38.6,5-3,美浦大和田,432(+10),0,1400,芝,曇,稍
18.0,7,15,メイプルエイト,牡3,57.0,菊沢,1:28.2,5,18,442.5,38.1,16-17,美浦清水英,442(+12),0,1400,芝,曇,稍
1.0,5,5,リアライズシリウス,牡2,55.0,津村,1:35.7,,1,1.9,34.8,1-1,美浦手塚久,512(0),1,1600,芝,曇,稍
2.0,8,9,カムアップローゼス,牡2,55.0,三浦,1:36.9,7,5,20.0,35.6,6-4,栗東浜田,456(0),1,1600,芝,曇,稍
3.0,4,4,ハードシングス,牡2,55.0,団野,1:37.0,1/2,7,32.5,35.4,6-7,栗東小崎,450(0),1,1600,芝,曇,稍
4.0,7,8,サトノワーグナー,牡2,54.0,☆横山琉,1:37.7,4,2,3.5,36.1,8-7,美浦斎藤誠,480(0),0,1600,芝,曇,稍
5.0,3,3,ユマハム,牡2,55.0,横山典,1:38.4,4,3,3.9,37.1,4-4,美浦田中博,450(0),0,1600,芝,曇,稍
6.0,6,6,テイクザスローン,牡2,55.0,菅原明,1:38.4,クビ,4,14.5,37.0,4-6,栗東武英,460(0),0,1600,芝,曇,稍
7.0,8,10,ヘイマー,牡2,52.0,▲遠藤,1:39.0,3.1/2,6,32.3,37.9,3-2,美浦伊藤伸,498(0),0,1600,芝,曇,稍
8.0,1,1,ホーリーデイ,牡2,55.0,石橋脩,1:39.3,1.1/2,10,122.0,37.4,10-9,美浦牧,420(0),0,1600,芝,曇,稍
9.0,2,2,モリインビクタス,牡2,55.0,小林脩,1:40.0,4,9,95.4,38.1,8-9,美浦伊藤大,468(0),0,1600,芝,曇,稍
10.0,7,7,ミスターエヌ,牡2,55.0,木幡巧,1:43.4,大,8,89.9,42.3,2-2,美浦牧,480(0),0,1600,芝,曇,稍
1.0,3,6,トゥーザムーン,牝3,52.0,☆横山琉,2:09.3,,9,27.3,36.0,2-2-2-2,美浦辻,486(+2),1,2100,ダート,曇,重
2.0,3,5,プレシャスデイ,牡3,55.0,荻野極,2:09.6,1.1/2,2,3.8,35.9,7-6-7-6,美浦伊坂,504(+6),1,2100,ダート,曇,重
3.0,1,1,ファイアトリック,牡3,55.0,丸山元,2:09.8,1.1/4,5,15.8,36.4,4-4-4-3,美浦伊坂,442(-2),1,2100,ダート,曇,重
4.0,2,4,ダカラフェスティヴ,牝3,53.0,小林脩,2:10.3,3,6,17.3,36.4,10-10-10-10,美浦奥平,454(-2),0,2100,ダート,曇,重
5.0,7,13,タケルゴールド,牡4,58.0,津村,2:10.5,1.1/4,10,28.1,37.1,4-6-5-3,美浦加藤征,470(+2),0,2100,ダート,曇,重
6.0,6,11,スマートクオーレ,牡3,55.0,木幡初,2:10.5,ハナ,15,119.6,36.8,8-8-7-6,美浦粕谷,492(0),0,2100,ダート,曇,重
7.0,2,3,エドワードバローズ,牡3,55.0,菅原明,2:10.5,クビ,3,4.0,36.5,12-12-12-11,美浦奥村武,474(-4),0,2100,ダート,曇,重
8.0,1,2,ネイチャーズロウ,牡3,55.0,木幡巧,2:10.6,1/2,4,9.9,37.5,1-1-1-1,美浦大竹,488(+2),0,2100,ダート,曇,重
9.0,7,14,キタノブレイク,牡3,55.0,石橋脩,2:10.7,1/2,12,90.2,36.4,14-14-14-14,美浦本間,474(+4),0,2100,ダート,曇,重
10.0,8,15,コトブキヘスペラス,牡5,58.0,菊沢,2:10.8,1/2,13,97.0,37.1,8-8-7-6,美浦金成,470(0),0,2100,ダート,曇,重
11.0,4,8,ポップスター,セ4,58.0,丸田,2:10.8,ハナ,14,106.6,35.9,16-16-16-16,美浦南田,502(+16),0,2100,ダート,曇,重
12.0,6,12,タイセイデクスター,牡3,55.0,三浦,2:10.9,1/2,8,26.5,36.9,11-10-10-11,美浦伊藤圭,492(+8),0,2100,ダート,曇,重
13.0,5,9,コーリンカルベラ,牡4,58.0,吉田豊,2:11.1,1.1/2,7,26.2,36.9,12-12-12-13,美浦小野,490(0),0,2100,ダート,曇,重
14.0,5,10,オブシディアン,牡5,58.0,大野,2:11.6,3,16,168.7,37.3,15-15-15-14,美浦石栗,538(+6),0,2100,ダート,曇,重
15.0,8,16,ファミーユウルーズ,牡3,55.0,武藤,2:11.6,ハナ,11,37.5,38.2,3-3-2-3,美浦武藤,530(+8),0,2100,ダート,曇,重
16.0,4,7,バタール,牡3,55.0,団野,2:13.9,大,1,3.2,40.2,4-4-5-6,美浦鹿戸,538(-6),0,2100,ダート,曇,重
1.0,5,7,ダンツファイター,牡3,55.0,三浦,2:01.9,,5,18.4,34.6,1-1-1,美浦蛯名正,554(-6),1,2000,芝,曇,稍
2.0,4,6,トリプルコーク,牡3,55.0,団野,2:02.4,3,1,1.6,34.3,10-7-8,美浦黒岩,458(0),1,2000,芝,曇,稍
3.0,5,8,ディヴァインスター,牡3,55.0,菅原明,2:02.5,1/2,4,8.3,35.0,2-2-2,美浦林,486(+10),1,2000,芝,曇,稍
4.0,4,5,ウインドラート,牡4,58.0,木幡巧,2:02.5,クビ,6,22.6,34.8,3-4-3,美浦水野,466(+2),0,2000,芝,曇,稍
5.0,1,1,リアンベーレ,牡3,55.0,津村,2:02.6,クビ,2,6.5,34.5,8-7-8,美浦手塚久,498(+4),0,2000,芝,曇,稍
6.0,8,14,カレンラップスター,牡3,55.0,小崎綾,2:02.7,1,3,6.7,35.1,3-2-3,栗東小林,508(+6),0,2000,芝,曇,稍
7.0,2,2,フォーグッド,セ6,58.0,荻野極,2:02.8,クビ,7,23.4,35.1,3-4-3,美浦国枝,508(+2),0,2000,芝,曇,稍
8.0,3,3,オルソビアンコ,牝5,53.0,▲土田,2:03.4,3.1/2,13,330.0,35.4,6-7-6,美浦田村,396(-10),0,2000,芝,曇,稍
9.0,6,9,ミッキーストライク,牡4,57.0,☆横山琉,2:03.5,1/2,10,72.1,35.1,12-11-10,栗東矢作,526(+14),0,2000,芝,曇,稍
10.0,3,4,ヒットアンドロール,牡4,55.0,▲石田,2:03.7,1.1/4,11,108.3,35.3,10-11-10,美浦田中勝,444(-2),0,2000,芝,曇,稍
11.0,6,10,フイノマジワリ,牝4,56.0,木幡初,2:04.4,4,12,319.7,36.4,6-6-6,美浦竹内,440(-2),0,2000,芝,曇,稍
12.0,7,12,オウケンヴィーナス,牝4,53.0,▲佐藤,2:04.7,1.3/4,8,39.0,36.3,12-11-10,美浦松永康,402(-6),0,2000,芝,曇,稍
13.0,8,13,シーズオブホープ,牡5,58.0,菊沢,2:04.8,クビ,9,63.7,35.9,14-14-14,美浦武市,488(+4),0,2000,芝,曇,稍
14.0,7,11,マーゴットメネス,牡4,55.0,▲水沼,2:04.8,クビ,14,367.9,36.2,8-10-13,美浦伊坂,484(+2),0,2000,芝,曇,稍
1.0,6,12,グレイスザクラウン,セ3,55.0,木幡巧,1:35.8,,2,3.6,35.9,4-3,美浦上原博,508(+2),1,1600,ダート,曇,重
2.0,2,4,クニノハッピー,牡3,54.0,☆横山琉,1:36.1,2,6,20.9,35.8,8-8,美浦田中剛,470(+4),1,1600,ダート,曇,重
3.0,4,8,ドラミモン,牡7,58.0,丸田,1:36.2,1/2,8,31.4,35.2,14-14,美浦田村,454(-6),1,1600,ダート,曇,重
4.0,8,15,スナイチゴールド,牡5,58.0,吉田豊,1:36.3,1/2,14,156.0,35.5,13-13,美浦加藤和,540(+4),0,1600,ダート,曇,重
5.0,1,1,ブリスキー,セ5,58.0,三浦,1:36.3,アタマ,3,6.5,36.6,1-1,美浦堀,470(-6),0,1600,ダート,曇,重
6.0,4,7,ボルトテソーロ,牡3,55.0,菅原明,1:36.5,1,1,2.2,36.7,2-2,美浦栗田,484(0),0,1600,ダート,曇,重
7.0,5,10,ガンハンマー,牡3,55.0,津村,1:36.5,クビ,5,12.5,36.5,4-5,美浦加藤征,428(0),0,1600,ダート,曇,重
8.0,7,14,セザンワールド,セ5,58.0,小林脩,1:36.6,1/2,15,173.9,36.3,8-8,美浦蛯名利,492(-20),0,1600,ダート,曇,重
9.0,5,9,ポッドコンティ,牡4,58.0,藤懸,1:36.8,1.1/4,16,180.1,36.1,11-11,美浦畠山,494(+4),0,1600,ダート,曇,重
10.0,2,3,フリッパー,牡5,58.0,大野,1:37.5,4,9,45.9,36.5,14-14,美浦戸田,498(0),0,1600,ダート,曇,重
11.0,3,5,エースアビリティ,牡4,58.0,石川,1:37.7,3/4,11,61.7,36.0,16-16,美浦堀内,498(0),0,1600,ダート,曇,重
12.0,7,13,カイトグート,牝4,56.0,柴田大,1:37.7,クビ,4,11.7,37.6,7-5,美浦和田雄,474(-2),0,1600,ダート,曇,重
13.0,6,11,ブリスフル,牡4,58.0,菊沢,1:38.0,2,13,140.8,37.9,4-5,美浦武市,502(0),0,1600,ダート,曇,重
14.0,8,16,ファーレンジョー,牡5,58.0,小林凌,1:38.1,クビ,7,27.7,38.2,2-3,美浦蛯名利,462(0),0,1600,ダート,曇,重
15.0,1,2,ゴールドモーション,牡4,58.0,田辺,1:38.2,1/2,10,46.9,37.9,8-8,美浦村田,470(-2),0,1600,ダート,曇,重
16.0,3,6,ディアマイサン,牡5,58.0,荻野極,1:38.2,クビ,12,77.8,37.6,11-11,美浦浅利,544(+2),0,1600,ダート,曇,重
1.0,8,9,グーテンベルク,牡3,55.0,Ｍデム,1:34.5,,2,3.7,34.4,9-9,美浦金成,478(+4),1,1600,芝,曇,稍
2.0,2,2,ストレイトトーカー,牡3,55.0,大野,1:34.5,クビ,3,4.7,35.5,2-2,美浦岩戸,470(-2),1,1600,芝,曇,稍
3.0,6,6,アスクセクシーモア,牡3,55.0,田辺,1:34.8,1.3/4,1,2.4,35.4,5-4,栗東福永,482(-4),1,1600,芝,曇,稍
4.0,3,3,ファビュラススター,牡4,58.0,菅原明,1:35.0,1,4,10.4,35.7,4-4,美浦萩原,496(-10),0,1600,芝,曇,稍
5.0,7,7,ホウオウシェリー,牝4,56.0,原,1:35.0,ハナ,7,25.3,36.1,1-1,美浦池上,444(+2),0,1600,芝,曇,稍
6.0,1,1,デファイ,牝4,56.0,団野,1:35.2,1,10,46.4,35.6,6-6,美浦斎藤誠,466(+6),0,1600,芝,曇,稍
7.0,4,4,ホウオウプレミア,牡6,58.0,石川,1:35.3,3/4,6,19.9,35.2,10-9,美浦奥村武,484(+2),0,1600,芝,曇,稍
8.0,5,5,タイキラフター,牡5,58.0,荻野極,1:35.5,1.1/4,8,26.8,35.8,6-6,美浦大竹,526(+4),0,1600,芝,曇,稍
9.0,8,10,オーシャントライブ,セ5,58.0,三浦,1:36.2,4,5,10.8,36.3,8-8,栗東高柳大,454(0),0,1600,芝,曇,稍
10.0,7,8,コスモスプモーニ,牡5,58.0,木幡巧,1:36.4,1.1/4,9,33.3,37.3,3-2,美浦松山,484(-2),0,1600,芝,曇,稍
1.0,1,1,カフェグランデ,牡4,58.0,横山典,2:27.1,,2,3.8,36.2,9-9-11-10,美浦嘉藤,470(+2),1,2400,芝,曇,稍
2.0,2,2,ヴォランテ,牡5,58.0,菅原明,2:27.3,1.1/2,4,9.4,36.5,11-11-9-7,栗東羽月,466(0),1,2400,芝,曇,稍
3.0,4,7,エンドロール,牡6,58.0,原,2:27.3,クビ,9,40.0,37.3,9-9-3-2,美浦青木,468(+4),1,2400,芝,曇,稍
4.0,6,11,メイテソーロ,牡5,58.0,横山琉,2:27.7,2.1/2,10,42.7,36.7,11-11-11-10,美浦武市,504(+6),0,2400,芝,曇,稍
5.0,8,15,シンハナーダ,牡4,58.0,三浦,2:27.8,1/2,3,6.3,36.6,13-13-13-12,美浦国枝,454(0),0,2400,芝,曇,稍
6.0,8,14,シリアルノヴェル,セ5,58.0,木幡巧,2:28.0,1.1/4,13,72.7,37.6,5-5-6-5,美浦伊藤圭,484(-2),0,2400,芝,曇,稍
7.0,3,5,タイセイフェリーク,牝5,56.0,大野,2:28.2,1,5,12.1,36.7,14-14-14-13,栗東田中克,424(-6),0,2400,芝,曇,稍
8.0,5,9,アドマイヤサジー,牝5,56.0,団野,2:28.4,1.1/2,8,14.1,38.2,3-3-3-3,美浦宮田,444(0),0,2400,芝,曇,稍
9.0,7,12,アームブランシュ,牡5,58.0,吉田豊,2:28.7,2,15,129.6,37.1,15-15-15-14,美浦竹内,460(-4),0,2400,芝,曇,稍
10.0,5,8,リミットバスター,牡5,58.0,荻野極,2:28.9,3/4,12,48.3,38.5,3-3-5-5,栗東杉山晴,520(-4),0,2400,芝,曇,稍
11.0,6,10,ルドヴィクス,牡7,58.0,石橋脩,2:29.5,4,14,84.6,39.5,2-2-2-1,美浦久保田,514(0),0,2400,芝,曇,稍
12.0,2,3,ミスタージーティー,牡4,58.0,津村,2:30.2,4,1,3.3,39.4,5-6-7-7,栗東矢作,466(-4),0,2400,芝,曇,稍
13.0,4,6,ギャンブルルーム,牡4,58.0,Ｍデム,2:33.9,大,7,13.4,43.1,7-8-9-7,栗東大久保,490(-14),0,2400,芝,曇,稍
14.0,7,13,ウィープディライト,セ4,58.0,石川,2:34.9,6,6,12.2,43.3,7-7-8-14,栗東池添,508(+12),0,2400,芝,曇,稍
15.0,3,4,ショーマンフリート,牡4,58.0,丸山,2:34.9,クビ,11,45.1,44.7,1-1-1-3,美浦手塚久,510(+12),0,2400,芝,曇,稍
1.0,8,16,ルグランヴァン,牡3,55.0,原,1:34.4,,1,2.1,35.4,3-2,美浦高木,486(0),1,1600,ダート,晴,重
2.0,8,15,スペイドアン,牡4,58.0,田辺,1:34.7,2,2,5.3,35.9,1-1,美浦加藤士,498(-12),1,1600,ダート,晴,重
3.0,7,13,ピコニ,牡4,58.0,木幡巧,1:35.4,4,6,19.6,36.1,6-6,美浦牧,490(-4),1,1600,ダート,晴,重
4.0,2,3,アルドール,牝4,56.0,石川,1:35.6,1.1/4,5,10.3,35.5,12-12,美浦手塚久,514(-2),0,1600,ダート,晴,重
5.0,3,6,ジューンポンポン,牝6,56.0,大野,1:35.8,1.1/4,8,25.1,36.6,3-4,美浦和田勇,498(+8),0,1600,ダート,晴,重
6.0,6,12,サンドオブエテル,牡4,55.0,▲石神道,1:35.9,1/2,3,8.0,36.8,3-4,美浦蛯名正,482(-4),0,1600,ダート,晴,重
7.0,3,5,アパイシュナール,牝4,56.0,団野,1:36.0,3/4,13,74.3,36.5,8-7,美浦田村,460(+2),0,1600,ダート,晴,重
8.0,5,9,エイブラムス,牡4,57.0,☆横山琉,1:36.0,ハナ,7,20.0,35.7,13-13,美浦鈴木慎,474(+2),0,1600,ダート,晴,重
9.0,4,7,サトミノマロン,牡6,58.0,横山典,1:36.1,クビ,11,63.4,35.5,14-14,美浦鈴木伸,520(-8),0,1600,ダート,晴,重
10.0,4,8,サイモンソーラン,牡6,58.0,吉田豊,1:36.2,3/4,9,27.2,36.4,10-11,美浦勢司,490(0),0,1600,ダート,晴,重
11.0,1,2,ノーブルラン,牡5,55.0,▲石田,1:36.2,ハナ,15,213.1,36.5,10-10,美浦尾形,470(-4),0,1600,ダート,晴,重
12.0,5,10,モンタナアゲート,牡6,58.0,菅原明,1:36.4,3/4,10,29.3,36.8,9-9,美浦和田郎,538(-2),0,1600,ダート,晴,重
13.0,1,1,フィフティシェビー,牡6,58.0,江田照,1:36.6,1.1/4,14,112.7,35.9,14-14,美浦黒岩,512(-22),0,1600,ダート,晴,重
14.0,6,11,プチボヌール,牝5,56.0,柴田大,1:36.8,1.1/2,12,68.3,37.3,6-7,美浦畠山,440(-6),0,1600,ダート,晴,重
15.0,7,14,フィリップバローズ,牡3,55.0,荻野極,1:37.8,6,4,10.2,38.9,2-2,美浦森一,468(0),0,1600,ダート,晴,重
16.0,2,4,マーシヴィガラス,牡5,55.0,▲佐藤,1:38.8,6,16,261.1,36.4,16-16,美浦的場,520(+4),0,1600,ダート,晴,重
1.0,2,3,メイショウドライブ,牝3,55.0,幸,1:11.9,,2,3.8,36.7,1-1,栗東鈴木孝,442(+4),1,1200,ダート,曇,不
2.0,7,13,ニネンエフグミ,牝3,55.0,長岡,1:12.0,3/4,4,7.9,36.5,5-4,栗東茶木,470(-10),1,1200,ダート,曇,不
3.0,8,16,ヴィヴァシャス,牝3,55.0,岩田望,1:12.3,1.1/2,1,2.8,36.5,8-6,栗東笹田,432(0),1,1200,ダート,曇,不
4.0,8,15,セガンティーニ,牝3,54.0,☆高杉,1:12.3,クビ,8,30.6,36.4,8-9,栗東坂口,470(+2),0,1200,ダート,曇,不
5.0,5,9,ミトノキャット,牝3,54.0,☆吉村,1:12.3,ハナ,5,9.5,36.9,3-2,栗東前川,442(0),0,1200,ダート,曇,不
6.0,1,1,メイショウセツゲツ,牝3,55.0,田口,1:12.5,1,3,5.3,37.1,3-4,栗東高橋忠,480(0),0,1200,ダート,曇,不
7.0,4,8,オッシレイション,牝3,52.0,▲田山,1:12.8,1.3/4,9,34.0,36.6,12-11,栗東四位,424(0),0,1200,ダート,曇,不
8.0,6,11,エナドライブ,牝3,55.0,岡田,1:12.9,3/4,7,26.7,37.2,7-6,栗東吉田,442(-2),0,1200,ダート,曇,不
9.0,6,12,スマートアリスター,牝3,55.0,内田博,1:13.0,1/2,11,102.9,36.7,13-11,栗東畑端,458(0),0,1200,ダート,曇,不
