着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
9.0,3,5,セレーノ,牝2,55.0,武豊,1:10.3,1,5,9.4,34.6,11-11,栗東高橋亮,444(0),0,1200,芝,曇,良
10.0,8,15,ラインカシウス,牝2,55.0,武藤,1:10.6,1.1/2,8,28.7,34.9,11-11,美浦水野,388(0),0,1200,芝,曇,良
11.0,7,13,トーセンライティア,牝2,55.0,原田和,1:11.0,2.1/2,14,148.4,35.7,10-10,美浦上原博,442(0),0,1200,芝,曇,良
12.0,7,12,ハチハチローズ,牝2,52.0,▲川端,1:11.0,ハナ,13,141.1,36.9,4-4,美浦松永康,366(0),0,1200,芝,曇,良
13.0,1,1,ワンインザスカイ,牝2,55.0,横山武,1:11.0,クビ,9,33.1,35.9,9-9,栗東松永幹,474(0),0,1200,芝,曇,良
14.0,4,7,モルトカリーナ,牝2,55.0,柴田大,1:14.1,大,15,206.5,38.2,13-14,美浦粕谷,422(0),0,1200,芝,曇,良
15.0,2,3,アルティオーラ,牝2,53.0,△長浜,1:16.1,大,12,81.4,38.1,15-15,美浦浅利,406(0),0,1200,芝,曇,良
1.0,1,1,スターオブロンドン,牡2,52.0,▲古川奈,0:59.6,,2,4.4,35.9,4-4,栗東矢作,476(0),1,1000,ダート,曇,良
2.0,4,4,タイセイガナール,牡2,53.0,△長浜,0:59.7,クビ,3,4.6,36.2,1-1,美浦伊藤圭,476(0),1,1000,ダート,曇,良
3.0,3,3,リオマダムレッド,牝2,51.0,★小林美,1:00.8,7,4,8.0,36.4,6-6,栗東前川,446(0),1,1000,ダート,曇,良
4.0,7,7,ワイドアルバ,牡2,55.0,丹内,1:00.9,1/2,5,9.1,37.3,2-2,栗東藤野,472(0),0,1000,ダート,曇,良
5.0,5,5,トーセンクリステル,牝2,55.0,原田和,1:01.1,1.1/4,7,14.4,37.5,2-2,美浦杉浦,462(0),0,1000,ダート,曇,良
6.0,2,2,ジェム,牝2,55.0,鮫島駿,1:01.6,3,8,19.1,37.7,5-5,栗東杉山佳,394(0),0,1000,ダート,曇,良
7.0,8,9,ウレシイゴサン,牡2,55.0,佐々木,1:02.1,3,1,2.7,36.9,7-7,美浦伊藤大,476(0),0,1000,ダート,曇,良
8.0,6,6,ラブミーヘンリー,牝2,55.0,古川吉,1:02.2,1,9,61.3,36.7,9-9,栗東宮,426(0),0,1000,ダート,曇,良
9.0,8,8,ディオスデルマール,牝2,55.0,荻野琢,1:02.6,2,6,12.2,37.3,7-8,栗東秋山,462(0),0,1000,ダート,曇,良
1.0,2,4,ハートメテオ,牝3,55.0,鮫島駿,1:46.9,,1,1.9,35.0,5-5-5-4,栗東笹田,442(-4),1,1800,芝,曇,良
2.0,6,12,パーフェクトパール,牝3,55.0,佐々木,1:47.5,4,3,8.1,35.7,4-4-2-2,栗東中内田,476(0),1,1800,芝,曇,良
3.0,3,5,デルマケセラセラ,牝3,55.0,横山和,1:47.6,1/2,2,4.0,36.1,1-1-1-1,美浦小野,432(0),1,1800,芝,曇,良
4.0,1,2,スイートフェアリー,牝3,52.0,▲鷲頭,1:47.9,1.3/4,8,29.4,35.7,10-10-8-9,栗東佐々木,434(0),0,1800,芝,曇,良
5.0,3,6,グラツィオーソ,牝3,55.0,柴田大,1:47.9,クビ,5,13.2,35.9,5-6-6-7,美浦田中剛,464(-8),0,1800,芝,曇,良
6.0,7,13,ホウオウハナビ,牝3,53.0,△長浜,1:48.0,3/4,7,26.0,35.9,7-7-6-6,美浦奥村武,480(0),0,1800,芝,曇,良
7.0,5,10,ディアイライザ,牝3,52.0,▲上里,1:48.1,クビ,15,271.3,35.7,11-11-11-11,美浦加藤和,422(+6),0,1800,芝,曇,良
8.0,5,9,ピースオブライツ,牝3,55.0,藤岡佑,1:48.1,アタマ,13,84.7,35.3,14-14-13-11,栗東武英,418(+4),0,1800,芝,曇,良
9.0,4,7,サトノビエント,牝3,55.0,北村友,1:48.4,2,9,45.8,36.6,2-2-2-4,栗東上村,414(+16),0,1800,芝,曇,良
10.0,1,1,オントゥザステージ,牝3,52.0,▲舟山,1:48.5,1/2,10,78.4,36.2,8-7-10-7,栗東藤原,434(+20),0,1800,芝,曇,良
11.0,4,8,ユナホークパワー,牝3,55.0,黛,1:48.6,3/4,12,82.6,35.5,12-12-14-14,美浦小西,450(+6),0,1800,芝,曇,良
12.0,8,15,ソレエスピアージャ,牝3,55.0,武豊,1:48.9,1.1/2,4,9.4,36.5,12-12-11-11,栗東松永幹,458(+14),0,1800,芝,曇,良
13.0,2,3,エムティヒララ,牝3,52.0,▲柴田裕,1:49.4,3,16,277.1,36.0,16-15-15-15,栗東千田,418(0),0,1800,芝,曇,良
14.0,7,14,ピンクパラダイス,牝3,55.0,荻野琢,1:49.4,クビ,11,79.4,37.7,2-2-2-2,栗東大久保,438(-6),0,1800,芝,曇,良
15.0,8,16,フューチャーファン,牝3,55.0,横山武,1:49.4,ハナ,6,25.8,37.2,8-9-8-9,美浦国枝,446(0),0,1800,芝,曇,良
16.0,6,11,シフグナーデ,牝3,51.0,★小林美,1:50.9,9,14,170.7,37.3,15-16-16-16,美浦松永康,420(+24),0,1800,芝,曇,良
1.0,8,12,テイエムタリスマ,牡4,54.0,★小林美,0:58.8,,3,4.4,35.8,2-2,栗東高橋一,470(-2),1,1000,ダート,曇,良
2.0,2,2,サウンドモリアーナ,牝3,53.0,武豊,0:58.9,1/2,2,3.6,35.8,3-2,栗東武英,436(+4),1,1000,ダート,曇,良
3.0,6,7,モンシェリ,牝4,56.0,鮫島駿,0:59.1,1.1/2,1,3.2,34.7,9-9,栗東牧田,462(+2),1,1000,ダート,曇,良
4.0,4,4,スイッチオン,牡5,56.0,△長浜,0:59.2,1/2,8,55.7,35.1,8-7,美浦小手川,490(0),0,1000,ダート,曇,良
5.0,3,3,オンマガトオル,牝6,56.0,横山和,0:59.3,1/2,5,7.7,35.9,5-4,美浦土田,528(+2),0,1000,ダート,曇,良
6.0,5,6,ナリノエンブレム,牝3,53.0,丹内,0:59.5,1.1/4,4,7.0,36.7,1-1,美浦加藤征,474(-4),0,1000,ダート,曇,良
7.0,1,1,ヒメカミノイタダキ,牡6,55.0,▲和田陽,0:59.7,1,9,73.8,36.3,5-4,美浦武市,506(-4),0,1000,ダート,曇,良
8.0,7,10,ホーリーブライト,牝4,56.0,川又,0:59.8,1,7,18.4,34.7,11-11,美浦竹内,458(+4),0,1000,ダート,曇,良
9.0,5,5,レジュークレール,牝5,56.0,原,0:59.9,1/2,10,76.2,35.3,10-10,美浦青木,448(-4),0,1000,ダート,曇,良
10.0,8,11,ゲッティン,牝5,53.0,▲古川奈,1:00.1,1.1/2,11,83.2,36.2,7-7,美浦加藤征,490(-4),0,1000,ダート,曇,良
11.0,6,8,タミゼ,牝4,56.0,荻野琢,1:00.1,ハナ,12,129.1,34.8,12-12,栗東平田,490(+2),0,1000,ダート,曇,良
12.0,7,9,ブルドッグキング,牡3,52.0,▲舟山,1:00.7,3.1/2,6,17.0,37.5,3-4,美浦斎藤誠,502(-4),0,1000,ダート,曇,良
1.0,4,4,カウスリップ,牝3,53.0,横山和,1:08.4,,1,2.5,34.6,1-1,美浦中舘,528(+4),1,1200,芝,曇,良
2.0,8,9,マキシマムドライブ,牡3,55.0,丹内,1:08.4,クビ,2,2.8,34.6,2-2,地方田中淳,528(-4),1,1200,芝,曇,良
3.0,7,7,ミクストベリーズ,牡3,55.0,横山武,1:08.7,1.1/2,3,5.5,34.7,3-3,美浦伊藤圭,476(-4),1,1200,芝,曇,良
4.0,8,10,ヒラボクカレラ,牡3,55.0,岩田康,1:08.8,1/2,5,16.1,34.7,3-3,栗東奥村豊,464(-2),0,1200,芝,曇,良
5.0,5,5,ラブディーヴァ,牝4,56.0,武豊,1:09.1,2,4,5.6,34.6,8-7,美浦田中勝,452(+2),0,1200,芝,曇,良
6.0,1,1,ナムラトロム,牡3,55.0,吉田隼,1:09.1,クビ,6,24.7,34.8,5-5,美浦石栗,446(-4),0,1200,芝,曇,良
7.0,3,3,ブラヴィーノ,牡6,58.0,長浜,1:09.2,3/4,10,238.1,34.5,10-10,美浦天間,468(0),0,1200,芝,曇,良
8.0,7,8,スプリングデイ,牝4,56.0,黛,1:09.2,ハナ,7,46.5,34.7,8-7,美浦伊藤大,424(+8),0,1200,芝,曇,良
9.0,2,2,アルマロクザン,牝5,56.0,松岡,1:09.3,クビ,8,70.8,35.0,5-5,美浦伊藤伸,480(+12),0,1200,芝,曇,良
10.0,6,6,ジーティーポライト,牝4,56.0,上里,1:11.9,大,9,134.1,37.6,5-7,美浦加藤和,456(-6),0,1200,芝,曇,良
1.0,5,5,マイファミリー,牡4,58.0,黛,2:41.6,,3,4.8,35.3,2-2-2-1,美浦深山,446(-2),1,2600,芝,曇,良
2.0,4,4,ローレルオーブ,牡3,54.0,鮫島駿,2:41.6,ハナ,6,10.9,34.8,6-6-6-5,栗東杉山佳,456(+4),1,2600,芝,曇,良
3.0,1,1,ペリプルス,牡5,58.0,柴田大,2:41.8,1.1/2,8,19.1,35.3,5-4-3-3,美浦佐藤吉,446(-2),1,2600,芝,曇,良
4.0,3,3,ビッグベルーガ,牡5,58.0,松岡,2:41.9,クビ,5,9.6,35.0,7-7-6-7,栗東牧浦,470(+4),0,2600,芝,曇,良
5.0,2,2,イゾレエオリア,牝5,56.0,佐々木,2:42.2,2,1,3.3,35.7,3-4-3-3,美浦伊藤大,464(+8),0,2600,芝,曇,良
6.0,6,6,マハートマーベル,牡3,54.0,丹内,2:42.3,クビ,7,15.6,35.1,8-7-8-8,栗東西村,468(+14),0,2600,芝,曇,良
7.0,8,8,オールデュスヴラン,牡4,58.0,北村友,2:43.3,6,4,6.2,36.8,3-2-3-5,栗東池江,498(+10),0,2600,芝,曇,良
8.0,7,7,オロスコピオ,牝3,52.0,原,2:43.6,1.3/4,2,3.7,37.3,1-1-1-2,美浦青木,438(+16),0,2600,芝,曇,良
1.0,3,5,ゴールドサーベル,牡4,58.0,武豊,1:08.9,,8,20.0,33.8,9-9,栗東大久保,472(-2),1,1200,芝,曇,良
2.0,5,9,ゴキゲンサン,牝5,56.0,岩田康,1:09.0,1/2,2,5.2,34.4,4-5,美浦伊藤大,504(0),1,1200,芝,曇,良
3.0,4,7,エヴァンスウィート,牝4,56.0,鮫島駿,1:09.1,クビ,3,7.3,34.3,7-7,栗東友道,460(+22),1,1200,芝,曇,良
4.0,3,4,スクルプトーリス,牝5,56.0,泉谷,1:09.1,クビ,6,16.9,34.7,2-3,栗東松下,478(-6),0,1200,芝,曇,良
5.0,7,12,アップストローク,セ6,58.0,浜中,1:09.1,クビ,7,18.1,33.8,12-12,美浦杉浦,462(-8),0,1200,芝,曇,良
6.0,2,2,タイキエクセロン,牡6,58.0,国分恭,1:09.2,クビ,10,40.5,34.8,2-2,栗東西園翔,508(0),0,1200,芝,曇,良
7.0,6,11,アイオブザストーム,牝5,56.0,古川吉,1:09.3,3/4,14,126.3,33.9,13-12,栗東岡田,486(+6),0,1200,芝,曇,良
8.0,2,3,マルプリ,牝5,56.0,原,1:09.3,ハナ,5,8.9,34.6,4-5,美浦青木,476(-2),0,1200,芝,曇,良
9.0,6,10,スミレファースト,牝4,56.0,丹内,1:09.3,クビ,4,7.7,34.3,9-9,美浦加藤征,452(-4),0,1200,芝,曇,良
10.0,7,13,ファイツオン,牡4,58.0,藤岡佑,1:09.4,アタマ,1,2.5,35.2,1-1,栗東藤岡,512(-4),0,1200,芝,曇,良
11.0,4,6,マイネルビジョン,牡5,58.0,松岡,1:09.4,ハナ,12,87.8,34.5,7-7,美浦伊藤大,470(+2),0,1200,芝,曇,良
12.0,1,1,シックザイン,牡6,58.0,武藤,1:09.5,3/4,13,99.9,34.9,4-3,美浦水野,482(-2),0,1200,芝,曇,良
13.0,5,8,ルージュシュエット,牝4,56.0,吉田隼,1:09.6,1/2,11,72.2,34.6,9-9,栗東矢作,442(-14),0,1200,芝,曇,良
14.0,8,15,ディージェーサン,牝6,56.0,黛,1:09.6,クビ,15,143.5,34.1,13-14,美浦堀内,432(-6),0,1200,芝,曇,良
15.0,8,14,ラホーヤストーム,牝5,56.0,佐々木,1:10.6,6,9,22.5,34.7,15-15,栗東藤野,470(-16),0,1200,芝,曇,良
1.0,2,2,サムシャイン,牡3,55.0,横山和,1:45.1,,1,1.2,35.9,1-1-1-1,美浦鈴木慎,480(+8),1,1700,ダート,小雨,良
2.0,1,1,リーゼノアール,セ5,58.0,北村友,1:46.1,6,6,21.4,36.6,4-4-3-3,美浦国枝,490(-4),1,1700,ダート,小雨,良
3.0,5,5,サンダーロード,牡3,55.0,鮫島駿,1:46.1,クビ,5,17.9,36.7,2-2-2-2,栗東杉山晴,534(-14),1,1700,ダート,小雨,良
4.0,7,7,ロングウェイホーム,牡3,55.0,武豊,1:46.3,1.1/4,2,5.1,36.6,7-6-5-4,美浦伊坂,524(0),0,1700,ダート,小雨,良
5.0,4,4,トモジャザーン,牡4,58.0,古川吉,1:46.5,1.1/2,3,12.1,36.7,6-6-7-5,栗東大根田,502(-2),0,1700,ダート,小雨,良
6.0,3,3,タマモネモフィラ,牝5,52.0,★小林美,1:47.0,3,8,97.8,36.9,8-8-8-8,栗東大橋,466(-2),0,1700,ダート,小雨,良
7.0,8,8,メレカリキマカ,牡7,56.0,△長浜,1:47.6,3.1/2,7,65.2,37.9,5-5-5-5,美浦小島,496(-2),0,1700,ダート,小雨,良
8.0,6,6,ガラスノブルース,牡4,58.0,丹内,1:47.8,1,4,17.0,38.3,3-3-3-5,美浦田村,456(+8),0,1700,ダート,小雨,良
