着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
11.0,8,16,ジャスパーバローズ,牡5,58.0,浜中,1:24.6,1/2,4,11.6,37.1,3-3,栗東清水久,504(-6),0,1400,ダート,晴,良
12.0,8,15,モズナイスバディー,牡4,58.0,Ｍデム,1:24.8,1.1/2,3,7.7,36.3,16-14,栗東飯田,494(0),0,1400,ダート,晴,良
13.0,6,11,トウカイファクター,セ6,58.0,佐々木,1:25.1,1.3/4,15,347.9,37.4,6-6,美浦菊川,468(-4),0,1400,ダート,晴,良
14.0,7,14,アポロプラネット,牡6,58.0,内田博,1:25.2,クビ,16,353.9,37.0,10-10,美浦伊藤圭,498(-2),0,1400,ダート,晴,良
15.0,5,10,タイセイレスポンス,セ4,58.0,横山和,1:25.4,1.1/4,5,11.7,37.5,3-7,栗東安田,488(-10),0,1400,ダート,晴,良
16.0,2,3,バンブトンプロ,牡5,58.0,柴田大,1:25.6,1.1/2,13,174.4,37.3,11-12,美浦粕谷,490(0),0,1400,ダート,晴,良
1.0,7,11,ゴールデンオスカー,牡4,58.0,石川,1:35.9,,7,17.2,35.3,9-10,美浦堀内,498(-2),1,1600,ダート,曇,良
2.0,7,12,サノノワンダー,牡3,55.0,横山和,1:36.2,2,1,2.3,35.5,12-11,美浦栗田,516(+2),1,1600,ダート,曇,良
3.0,6,9,トーホウキザン,牡5,58.0,橋木,1:36.8,3.1/2,13,191.3,35.8,12-14,栗東高橋康,484(-2),1,1600,ダート,曇,良
4.0,2,2,マンダリンボレロ,牡5,58.0,松岡,1:37.0,3/4,3,9.1,37.3,3-2,美浦伊藤伸,508(0),0,1600,ダート,曇,良
5.0,3,4,グラヴィス,牡4,58.0,坂井,1:37.0,ハナ,8,30.3,37.3,3-2,栗東矢作,490(0),0,1600,ダート,曇,良
6.0,1,1,アイファーバトル,牡4,58.0,長浜,1:37.1,1/2,9,36.1,36.3,12-11,美浦根本,464(+4),0,1600,ダート,曇,良
7.0,8,13,ベルブリエ,牝4,56.0,三浦,1:37.2,1/2,4,11.6,37.1,5-5,美浦尾関,462(+4),0,1600,ダート,曇,良
8.0,6,10,テーオードラッカー,牡4,58.0,佐々木,1:37.6,2.1/2,6,14.1,38.2,1-1,栗東高柳大,514(-8),0,1600,ダート,曇,良
9.0,4,5,レッドダンルース,牡5,58.0,川田,1:37.7,1/2,2,3.0,37.6,5-5,栗東福永,474(0),0,1600,ダート,曇,良
10.0,5,8,ハリウッドブルース,牡4,58.0,松山,1:37.7,ハナ,5,13.1,37.2,7-7,栗東浜田,462(+2),0,1600,ダート,曇,良
11.0,4,6,ロミオボス,牡5,58.0,丹内,1:37.8,クビ,12,151.6,37.0,11-11,美浦加藤征,482(-6),0,1600,ダート,曇,良
12.0,5,7,アイズ,牡4,58.0,菊沢,1:37.9,1/2,10,68.8,38.3,2-2,美浦菊沢,492(-10),0,1600,ダート,曇,良
13.0,8,14,ファイヴレター,牡8,58.0,木幡巧,1:38.2,2,14,222.0,37.7,9-7,美浦佐藤吉,480(-2),0,1600,ダート,曇,良
14.0,3,3,ジャスパージェット,牡6,58.0,菅原明,1:38.6,2.1/2,11,144.5,38.1,7-7,栗東森秀,510(-8),0,1600,ダート,曇,良
1.0,6,6,サンダーアラート,セ4,60.0,上野,3:20.8,,2,3.8,13.5,4-4-4-4,美浦田中博,470(0),1,2970,芝,曇,良
2.0,7,9,タマモエース,牡6,60.0,小野寺,3:21.3,3,1,2.4,13.6,4-4-3-3,栗東宮地,492(0),1,2970,芝,曇,良
3.0,2,2,ゴールデンスロープ,セ4,60.0,大江圭,3:22.4,7,9,88.2,13.6,2-2-2-2,美浦小笠,436(-2),1,2970,芝,曇,良
4.0,1,1,イグニス,牡4,60.0,石神深,3:22.8,2.1/2,6,19.7,13.7,1-1-1-1,美浦久保田,450(-4),0,2970,芝,曇,良
