着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
9.0,1,2,サウンドリアン,牝3,55.0,横山武,1:25.9,1.1/4,3,5.3,38.6,1-1,美浦和田郎,426(0),0,1400,ダート,晴,重
10.0,6,11,アイビーガオー,牡3,57.0,佐々木,1:26.1,1.1/2,7,59.4,37.3,8-8,美浦青木,438(+2),0,1400,ダート,晴,重
11.0,2,3,トラストギャロップ,牡3,55.0,△長浜,1:26.3,1,9,87.5,37.6,9-8,美浦高橋文,500(+2),0,1400,ダート,晴,重
12.0,3,5,ヨチヨチモンスター,牝3,51.0,★谷原,1:27.2,5,8,74.6,38.1,10-11,美浦伊藤圭,490(-2),0,1400,ダート,晴,重
13.0,1,1,アルフィー,セ3,57.0,菊沢,1:27.9,4,11,106.6,37.9,15-15,美浦勢司,436(0),0,1400,ダート,晴,重
14.0,3,6,エスポワールドロワ,牝3,55.0,菅原明,1:27.9,クビ,14,254.8,39.9,3-3,美浦小手川,466(-13),0,1400,ダート,晴,重
15.0,5,10,ダークスピリット,牡3,57.0,木幡巧,1:28.5,3.1/2,15,381.2,39.4,12-11,美浦的場,464(+10),0,1400,ダート,晴,重
,8,16,ヘイケ,牡3,57.0,田辺,,,,,,,美浦尾形,512(+6),0,1400,ダート,晴,重
1.0,1,2,セブンメデュラス,牡3,57.0,ルメー,1:36.4,,1,1.5,35.9,1-1,美浦木村,508(-4),1,1600,ダート,晴,重
2.0,8,15,サトミノエンジェル,牡3,57.0,横山典,1:37.0,3.1/2,2,3.8,35.9,5-6,美浦鈴木伸,514(+8),1,1600,ダート,晴,重
3.0,6,12,デュピュイドローム,牡3,57.0,内田博,1:37.1,クビ,7,27.8,36.2,3-4,美浦宮田,528(-2),1,1600,ダート,晴,重
4.0,7,13,マルターズヴェロス,牡3,55.0,△長浜,1:37.1,クビ,3,8.0,35.7,9-9,美浦手塚久,468(+4),0,1600,ダート,晴,重
5.0,5,9,ブランディストック,セ3,57.0,菅原明,1:37.1,アタマ,4,23.3,36.0,5-6,美浦辻,488(-4),0,1600,ダート,晴,重
6.0,7,14,ゴールドパートナー,牡3,57.0,横山和,1:37.1,クビ,5,24.3,35.3,13-13,美浦嘉藤,470(-8),0,1600,ダート,晴,重
7.0,4,8,ティアップマッハ,牝3,55.0,江田照,1:37.2,1/2,10,137.8,36.6,2-2,美浦奥平,454(+2),0,1600,ダート,晴,重
8.0,2,4,ダイタエリュシオン,牡3,57.0,ディー,1:37.3,1/2,6,24.8,35.8,13-9,美浦土田,464(-8),0,1600,ダート,晴,重
9.0,5,10,ショージージョ,セ3,57.0,武藤,1:37.9,3.1/2,15,359.8,37.1,3-3,美浦小笠,510(0),0,1600,ダート,晴,重
10.0,4,7,グレーターバーチュ,牡3,57.0,北村宏,1:38.1,1.1/4,9,57.8,37.2,5-4,美浦高柳瑞,500(-1),0,1600,ダート,晴,重
11.0,2,3,デルマサターン,牡3,57.0,菊沢,1:38.6,3,8,57.7,36.6,15-15,美浦菊沢,506(-2),0,1600,ダート,晴,重
12.0,3,5,ネオディヤマンテ,牡3,57.0,田辺,1:39.2,3.1/2,13,294.0,38.0,9-6,美浦小西,496(0),0,1600,ダート,晴,重
13.0,3,6,リンガスマイル,牡3,54.0,▲水沼,1:39.2,クビ,12,285.3,37.7,9-9,美浦西田,498(-2),0,1600,ダート,晴,重
14.0,8,16,ロイヤルカスタマー,牡3,54.0,▲上里,1:39.4,1,14,345.2,37.9,8-9,美浦加藤和,480(-8),0,1600,ダート,晴,重
15.0,1,1,キスメット,牡3,57.0,丸田,1:40.2,5,11,268.9,38.2,15-15,美浦大和田,466(-2),0,1600,ダート,晴,重
16.0,6,11,ランブータン,牡3,57.0,菅原隆,1:40.3,3/4,16,575.2,38.4,9-13,美浦的場,478(+2),0,1600,ダート,晴,重
1.0,3,4,ダノンエンブレム,牡3,57.0,ルメー,1:34.7,,3,5.8,34.4,2-2,美浦宮田,440(0),1,1600,芝,晴,稍
2.0,1,1,テンフレッシュ,牝3,55.0,佐々木,1:34.9,1.1/4,6,12.5,34.8,1-1,美浦田村,468(0),1,1600,芝,晴,稍
3.0,8,14,ノーブルライナー,牡3,57.0,丹内,1:35.1,1,1,3.0,34.5,5-5,美浦中川,484(-4),1,1600,芝,晴,稍
4.0,5,8,ポタリング,セ3,57.0,武藤,1:35.3,1.1/4,8,49.0,34.5,7-7,美浦武藤,430(-8),0,1600,芝,晴,稍
5.0,4,7,アルガムベイ,牡3,57.0,岩田望,1:35.6,2,4,6.3,34.5,9-9,美浦鹿戸,440(0),0,1600,芝,晴,稍
6.0,8,15,コンヴァージョン,牡3,57.0,丸田,1:35.6,クビ,7,16.5,34.3,11-11,美浦上原博,462(+2),0,1600,芝,晴,稍
7.0,7,13,ムコリッタ,牝3,55.0,水口,1:35.7,1/2,10,107.7,34.6,9-9,美浦和田勇,410(0),0,1600,芝,晴,稍
8.0,2,3,ウーバーミッション,牝3,53.0,△長浜,1:35.8,3/4,14,354.9,35.1,5-5,美浦小西,430(-4),0,1600,芝,晴,稍
9.0,6,10,ソナタン,牡3,57.0,横山武,1:36.0,1,2,3.5,35.6,4-4,美浦和田勇,470(+20),0,1600,芝,晴,稍
10.0,3,5,バットスティンガー,牡3,57.0,横山和,1:36.1,1,5,8.3,34.4,13-13,美浦嘉藤,460(-2),0,1600,芝,晴,稍
11.0,7,12,カゼニナッテル,牝3,55.0,木幡初,1:36.6,3,11,155.2,35.1,12-12,美浦竹内,474(+8),0,1600,芝,晴,稍
12.0,2,2,エントロピー,牝3,52.0,▲石神道,1:36.8,1.1/4,13,344.4,36.0,7-7,美浦武藤,390(+2),0,1600,芝,晴,稍
13.0,5,9,ストラティファイド,牝3,55.0,ディー,1:37.4,3.1/2,9,73.8,37.1,2-2,栗東矢作,436(-4),0,1600,芝,晴,稍
14.0,4,6,アストロマーチ,牝3,51.0,★小林美,1:40.0,大,12,247.0,37.3,14-14,美浦尾形,448(+10),0,1600,芝,晴,稍
,6,11,ロジアンドモルタル,牡3,57.0,野中,,,,,,,美浦大竹,482(0),0,1600,芝,晴,稍
1.0,7,8,トリリオンボーイ,牡3,57.0,吉田豊,1:23.0,,4,9.5,34.3,9-9,美浦武井,476(+2),1,1400,ダート,晴,重
2.0,3,3,レーティッシュ,牡3,57.0,レーン,1:23.1,1,2,3.1,35.4,1-1,栗東高橋一,500(-4),1,1400,ダート,晴,重
3.0,8,10,ドントゥザムーン,牡3,57.0,菅原明,1:23.3,1.1/4,8,33.2,35.5,2-2,美浦高木,460(+8),1,1400,ダート,晴,重
4.0,6,7,メルシージュテーム,牝3,55.0,岩田望,1:23.3,クビ,5,16.3,35.1,6-5,美浦西田,454(0),0,1400,ダート,晴,重
5.0,5,5,セレジェイラ,牝3,55.0,北村友,1:23.5,3/4,6,19.3,34.5,10-11,栗東西村,474(-2),0,1400,ダート,晴,重
6.0,7,9,ドラゴン,牡3,57.0,武豊,1:23.5,アタマ,1,2.2,35.0,7-7,栗東松永幹,496,0,1400,ダート,晴,重
7.0,4,4,マーズオデッセイ,牡3,57.0,横山典,1:23.6,1/2,3,6.0,35.1,7-7,美浦田中勝,506(+6),0,1400,ダート,晴,重
8.0,1,1,パシーヴ,牡3,57.0,三浦,1:24.0,2.1/2,7,27.4,35.2,10-10,美浦上原博,466(-4),0,1400,ダート,晴,重
9.0,2,2,ピーチマカロン,牝3,55.0,水口,1:24.7,4,11,187.4,36.7,3-3,栗東大根田,470(+6),0,1400,ダート,晴,重
10.0,8,11,スマイルディシー,牝3,55.0,原,1:24.7,ハナ,10,58.7,36.7,3-3,美浦中川,462(+2),0,1400,ダート,晴,重
11.0,6,6,ジーティーエンジン,牡3,57.0,横山武,1:25.1,2.1/2,9,45.7,36.9,5-5,美浦伊藤圭,512(-6),0,1400,ダート,晴,重
1.0,7,14,ニシノティアモ,牝4,56.0,津村,1:45.8,,1,3.7,34.0,4-2-2,美浦上原佑,440(+12),1,1800,芝,晴,稍
2.0,4,8,アドミラルシップ,牡4,58.0,石川,1:46.2,2.1/2,4,4.8,33.5,12-10-10,美浦相沢,460(0),1,1800,芝,晴,稍
3.0,1,2,アンドローゼス,牝4,56.0,ルメー,1:46.3,1/2,2,3.9,34.0,4-5-5,美浦加藤士,456(+2),1,1800,芝,晴,稍
4.0,3,6,イージーブリージー,牝4,56.0,北村友,1:46.4,クビ,6,13.1,33.9,6-8-8,美浦伊坂,448(+4),0,1800,芝,晴,稍
5.0,2,3,パストラーレ,牡4,58.0,横山武,1:46.8,2.1/2,3,4.7,34.8,2-3-3,美浦武市,508(-2),0,1800,芝,晴,稍
6.0,5,9,ジャズ,牡4,58.0,浜中,1:46.8,アタマ,5,11.2,34.4,7-7-7,栗東辻野,476(0),0,1800,芝,晴,稍
7.0,1,1,ツインクルステージ,牝4,53.0,▲舟山,1:46.9,1/2,11,112.6,35.2,1-1-1,美浦高木,486(-4),0,1800,芝,晴,稍
8.0,6,12,ドリームクルーズ,牝4,56.0,ディー,1:46.9,クビ,8,33.8,34.7,3-5-5,美浦戸田,492(+2),0,1800,芝,晴,稍
9.0,2,4,ネイサン,牡4,56.0,△長浜,1:47.1,1,10,68.2,34.5,9-8-8,美浦粕谷,474(+6),0,1800,芝,晴,稍
10.0,7,13,オルソビアンコ,牝5,52.0,★小林美,1:47.4,1.3/4,12,151.3,35.4,7-3-3,美浦田村,406(+6),0,1800,芝,晴,稍
11.0,5,10,クラッチプレイヤー,牡4,58.0,戸崎圭,1:48.7,8,7,16.5,35.6,13-12-12,美浦国枝,528(+8),0,1800,芝,晴,稍
12.0,4,7,ロードアフェット,牡4,58.0,横山和,1:48.8,1/2,9,44.9,34.7,16-16-16,美浦高柳瑞,462(+8),0,1800,芝,晴,稍
13.0,6,11,ユキノフルマチ,牝4,53.0,▲佐藤,1:49.0,1.1/2,15,461.3,35.9,9-12-12,美浦杉浦,476(+8),0,1800,芝,晴,稍
14.0,8,16,サンマルソムニア,牝6,56.0,宮崎,1:49.4,2,16,549.5,36.7,9-10-10,美浦佐藤吉,478(+6),0,1800,芝,晴,稍
15.0,3,5,フリューゲルホルン,牡6,58.0,丸山,1:49.4,クビ,13,399.8,36.0,15-14-14,美浦和田郎,526(-2),0,1800,芝,晴,稍
16.0,8,15,メンドロントット,牡4,55.0,▲遠藤,1:49.4,アタマ,14,453.2,36.0,14-14-14,美浦杉浦,552(-4),0,1800,芝,晴,稍
1.0,4,8,ノルドヴェスト,牡5,58.0,レーン,1:23.3,,1,1.8,36.0,3-3,美浦萩原,472(+2),1,1400,ダート,晴,重
2.0,3,5,ヘレンキムゼー,牡6,58.0,田辺,1:23.8,3,2,5.3,36.1,8-7,美浦古賀,504(-6),1,1400,ダート,晴,重
3.0,7,13,キミハスコール,牡4,58.0,丹内,1:24.0,1.1/2,3,7.4,35.9,10-11,美浦加藤征,462(-2),1,1400,ダート,晴,重
4.0,5,9,エコロヴァルム,牡4,58.0,佐々木,1:24.3,1.3/4,14,151.0,36.8,7-5,美浦小西,438(+8),0,1400,ダート,晴,重
5.0,6,12,ブエナディオサ,牝6,56.0,津村,1:24.4,3/4,6,17.7,37.3,2-2,美浦奥平,468(0),0,1400,ダート,晴,重
6.0,8,15,ノーブルミステリー,牝5,53.0,▲舟山,1:24.6,1,12,103.6,36.4,12-12,美浦菊川,454(0),0,1400,ダート,晴,重
7.0,5,10,サイモンカーチス,牡6,58.0,丸山,1:24.7,1/2,11,99.4,36.7,10-9,美浦根本,498(+8),0,1400,ダート,晴,重
8.0,7,14,ボエーム,牡4,55.0,▲水沼,1:24.8,3/4,7,22.5,37.3,5-5,美浦石栗,438(-1),0,1400,ダート,晴,重
9.0,3,6,グリントリッター,セ4,55.0,▲石神道,1:25.1,1.1/2,10,38.7,36.7,14-13,美浦深山,430(+4),0,1400,ダート,晴,重
10.0,4,7,ロンドンアームズ,牝4,56.0,横山和,1:25.1,クビ,4,11.4,38.1,1-1,美浦伊坂,456(+8),0,1400,ダート,晴,重
11.0,2,4,スーパーバイザー,牡4,58.0,黛,1:25.1,クビ,5,14.1,37.5,5-7,美浦菊沢,480(+12),0,1400,ダート,晴,重
12.0,1,2,ネオゴールド,牡4,58.0,横山武,1:25.2,1/2,8,32.3,35.7,15-15,美浦鈴木伸,514(0),0,1400,ダート,晴,重
13.0,6,11,リヤンドゥミラクル,牝4,56.0,大野,1:25.4,1.1/2,9,34.2,37.4,9-9,美浦和田勇,446(+10),0,1400,ダート,晴,重
14.0,1,1,フラムブランシュ,牡4,58.0,石川,1:26.0,3.1/2,15,182.6,35.5,16-16,美浦稲垣,510(+26),0,1400,ダート,晴,重
15.0,2,3,ツィスカリーゼ,牡5,58.0,的場,1:26.7,4,16,381.3,39.4,3-3,美浦的場,460(+4),0,1400,ダート,晴,重
16.0,8,16,アークレアル,牝4,56.0,野中,1:27.1,2.1/2,13,138.1,38.2,12-14,美浦根本,488(+1),0,1400,ダート,晴,重
1.0,8,16,デュアルウィルダー,牡4,58.0,レーン,2:23.8,,1,2.1,34.5,3-4-5-5,美浦堀,508(-10),1,2400,芝,晴,稍
2.0,3,5,ジオセントリック,牡4,58.0,ルメー,2:23.9,クビ,2,4.7,34.8,3-3-3-3,美浦手塚久,498(+12),1,2400,芝,晴,稍
3.0,1,1,プリズマジコ,牡4,58.0,秋山稔,2:24.3,2.1/2,9,29.0,34.8,6-6-6-6,栗東高橋忠,448(+4),1,2400,芝,晴,稍
4.0,8,15,イクリール,牡4,58.0,原,2:24.3,アタマ,7,17.1,35.4,1-1-1-1,美浦青木,504(-16),0,2400,芝,晴,稍
5.0,6,11,アバンデル,牡4,58.0,武豊,2:24.3,アタマ,6,16.7,34.3,13-13-13-13,美浦金成,446(-2),0,2400,芝,晴,稍
6.0,3,6,クロシェットノエル,牝4,56.0,ディー,2:24.5,1,4,11.3,34.8,10-9-9-8,美浦戸田,458(+4),0,2400,芝,晴,稍
7.0,7,14,ジュンツバメガエシ,牡5,58.0,川田,2:24.6,1/2,5,14.5,35.5,5-5-3-3,栗東友道,512(+4),0,2400,芝,晴,稍
8.0,6,12,ダノンホイットニー,牝4,56.0,松山,2:24.7,3/4,8,23.3,34.8,9-9-9-11,美浦大竹,438(+4),0,2400,芝,晴,稍
9.0,5,10,トロピカルライト,牝5,56.0,丸田,2:24.7,クビ,10,40.6,34.7,11-11-11-13,美浦武藤,490(+6),0,2400,芝,晴,稍
10.0,1,2,ヴァイザーバルコ,セ5,58.0,松岡,2:24.8,クビ,11,62.0,34.7,14-14-15-15,美浦水野,472(+2),0,2400,芝,晴,稍
11.0,7,13,ノーブルクライ,牡5,58.0,田辺,2:24.9,1,15,214.7,35.5,8-7-6-6,美浦田村,508(+2),0,2400,芝,晴,稍
12.0,5,9,ボクラヲツナグモノ,牡4,58.0,丹内,2:25.0,1/2,12,117.9,35.3,11-11-11-8,美浦清水英,460(+12),0,2400,芝,晴,稍
13.0,4,8,クルミナーレ,牡4,58.0,戸崎圭,2:25.1,3/4,3,6.2,35.5,7-7-8-8,栗東池江,508(0),0,2400,芝,晴,稍
14.0,4,7,タイラーテソーロ,牡6,58.0,菅原明,2:26.5,8,16,283.3,36.3,14-14-15-15,美浦栗田,472(+10),0,2400,芝,晴,稍
15.0,2,3,ローレルキャニオン,牡5,58.0,北村友,2:26.5,クビ,13,156.2,36.7,16-16-13-11,栗東加藤公,562(-12),0,2400,芝,晴,稍
16.0,2,4,ニシノレバンテ,牡6,58.0,津村,2:27.2,4,14,209.8,38.3,2-2-2-2,美浦栗田,496(+4),0,2400,芝,晴,稍
1.0,8,15,ダノンザボルケーノ,牡4,58.0,横山典,1:35.2,,2,4.2,35.1,3-3,美浦菊沢,476(+2),1,1600,ダート,晴,稍
2.0,6,11,テリフィックプラン,牡4,58.0,レーン,1:35.3,クビ,4,7.0,35.4,2-2,美浦萩原,490(+2),1,1600,ダート,晴,稍
3.0,4,8,リバートゥルー,牝5,56.0,吉田豊,1:35.6,1.3/4,6,20.8,34.7,11-11,美浦久保田,462(-2),1,1600,ダート,晴,稍
4.0,3,5,ラタフォレスト,牡4,58.0,津村,1:35.6,クビ,3,5.0,35.0,7-9,美浦加藤征,510(-4),0,1600,ダート,晴,稍
5.0,5,9,ターコイズフリンジ,牡4,58.0,ルメー,1:35.6,アタマ,1,2.4,35.2,7-6,美浦田中博,522(0),0,1600,ダート,晴,稍
6.0,5,10,グラウンドビート,セ4,58.0,丹内,1:35.9,1.1/2,8,49.6,35.7,3-3,美浦田村,492(-8),0,1600,ダート,晴,稍
7.0,1,1,オレデイイノカ,牡7,58.0,内田博,1:35.9,ハナ,12,76.9,35.4,7-8,美浦古賀,502(-4),0,1600,ダート,晴,稍
8.0,2,3,トップオブジェラス,牡6,58.0,横山武,1:35.9,アタマ,7,35.6,36.0,1-1,美浦高木,538(-12),0,1600,ダート,晴,稍
9.0,8,16,コブラ,牡6,58.0,菊沢,1:36.1,1.1/4,10,58.4,35.8,6-6,美浦菊沢,492(0),0,1600,ダート,晴,稍
10.0,3,6,グロバーテソーロ,牡4,58.0,戸崎圭,1:36.3,1.1/4,9,55.3,35.7,10-9,美浦高木,506(-2),0,1600,ダート,晴,稍
11.0,1,2,ホウオウスーペリア,牡5,58.0,菅原明,1:36.4,1/2,5,16.6,36.2,3-3,栗東吉岡,488(+4),0,1600,ダート,晴,稍
12.0,7,13,ジャスリー,牡5,58.0,木幡巧,1:36.4,クビ,15,107.3,35.2,14-13,美浦田島,532(0),0,1600,ダート,晴,稍
13.0,6,12,グランツアーテム,牡7,58.0,横山和,1:36.4,ハナ,14,79.8,34.7,15-15,美浦中川,516(+4),0,1600,ダート,晴,稍
14.0,4,7,サイモンブーケ,牝5,56.0,シュタ,1:36.5,クビ,13,77.1,35.4,12-12,栗東梅田,516(+2),0,1600,ダート,晴,稍
15.0,7,14,ワンパット,牡4,58.0,松山,1:36.5,ハナ,11,66.2,35.3,12-13,栗東高橋亮,486(0),0,1600,ダート,晴,稍
16.0,2,4,フジマサテイオー,牡4,58.0,佐々木,1:37.1,3.1/2,16,248.3,35.1,16-16,美浦菊川,512(+2),0,1600,ダート,晴,稍
1.0,4,7,メリオーレム,牡4,57.0,川田,1:44.6,,1,3.8,34.7,6-6-6,栗東友道,494(-6),1,1800,芝,晴,良
2.0,6,12,ショウナンラピダス,牡4,56.0,三浦,1:44.6,クビ,3,5.7,35.1,4-4-4,美浦国枝,490(-4),1,1800,芝,晴,良
3.0,1,2,ニシノライコウ,牡5,57.0,池添,1:44.9,1.3/4,6,10.1,34.7,10-8-8,美浦古賀,496(0),1,1800,芝,晴,良
4.0,6,11,ニューステソーロ,牝4,52.0,菅原明,1:45.0,クビ,7,17.5,35.7,3-3-3,美浦高木,488(+2),0,1800,芝,晴,良
5.0,2,3,パワーホール,セ4,57.0,田辺,1:45.0,クビ,4,7.0,36.1,2-2-2,栗東昆,490(+4),0,1800,芝,晴,良
6.0,7,15,バロネッサ,牝4,53.0,坂井,1:45.3,1.3/4,5,9.7,34.9,10-11-11,美浦田中博,512(+4),0,1800,芝,晴,良
7.0,8,17,マルチャン,牡5,56.0,丸田,1:45.4,クビ,10,26.3,34.5,12-15-15,美浦武市,476(-2),0,1800,芝,晴,良
8.0,2,4,ディープリッチ,牡7,53.0,吉田豊,1:45.4,クビ,18,243.5,35.0,12-11-11,美浦小島,530(-6),0,1800,芝,晴,良
9.0,3,5,スパークリシャール,セ4,54.0,横山和,1:45.6,1.1/4,13,53.6,34.6,16-16-15,美浦小島,472(+2),0,1800,芝,晴,良
10.0,4,8,ヴルカーノ,牡7,54.0,松岡,1:45.8,1.1/4,16,131.8,35.6,9-8-8,美浦稲垣,488(-4),0,1800,芝,晴,良
11.0,7,14,アンリーロード,牝5,53.0,北村友,1:45.9,クビ,9,23.9,35.9,6-6-6,栗東茶木,482(+4),0,1800,芝,晴,良
12.0,7,13,コスモシャングリラ,牝5,52.0,柴田大,1:45.9,ハナ,14,56.7,34.7,16-17-18,美浦水野,442(+2),0,1800,芝,晴,良
13.0,8,16,ウインオーディン,牡5,56.0,岩田望,1:46.0,3/4,8,20.5,35.1,16-17-15,美浦鹿戸,486(-8),0,1800,芝,晴,良
14.0,5,9,サウンドウォリアー,牡7,54.0,津村,1:46.1,クビ,17,212.9,37.6,1-1-1,栗東高橋康,510(-6),0,1800,芝,晴,良
15.0,3,6,マイネルニコラス,牡6,55.0,丹内,1:46.1,クビ,12,42.0,35.4,12-14-13,美浦畠山,516(-8),0,1800,芝,晴,良
16.0,1,1,ロジマンボ,牡6,53.0,北村宏,1:46.3,1.1/2,15,115.5,36.8,4-4-4,美浦古賀,494(+4),0,1800,芝,晴,良
17.0,8,18,ブラックシールド,牡6,54.0,内田博,1:46.7,2,11,37.6,36.5,8-8-8,栗東小栗,460(-10),0,1800,芝,晴,良
18.0,5,10,テウメッサ,牝4,55.0,戸崎圭,1:50.8,大,2,5.7,40.1,12-13-13,美浦金成,472(+4),0,1800,芝,晴,良
1.0,7,13,ペンテリコン,牝3,55.0,藤岡佑,1:12.3,,2,3.7,36.6,3-3,栗東武幸,482(-2),1,1200,ダート,晴,良
2.0,6,12,フラッシュケリー,牝3,55.0,小沢,1:12.8,3.1/2,7,12.4,37.4,2-2,栗東緒方,454(-2),1,1200,ダート,晴,良
3.0,1,1,メイショウホダワラ,牝3,55.0,団野,1:12.9,クビ,5,7.4,37.7,1-1,栗東荒川,476(+4),1,1200,ダート,晴,良
4.0,4,7,ヴィヴァシャス,牝3,53.0,◇今村,1:13.0,1/2,3,6.2,36.6,7-7,栗東笹田,432(+16),0,1200,ダート,晴,良
5.0,3,6,ミトノキャット,牝3,55.0,幸,1:13.6,3.1/2,6,11.0,37.7,4-4,栗東前川,442(+4),0,1200,ダート,晴,良
6.0,1,2,タマモペルリーナ,牝3,54.0,☆吉村,1:14.0,2.1/2,8,26.7,38.0,5-4,栗東池添,502(0),0,1200,ダート,晴,良
7.0,5,9,チムニーパイプ,牝3,55.0,菱田,1:14.2,1.1/2,4,6.5,38.2,5-6,栗東岡田,414(+2),0,1200,ダート,晴,良
8.0,8,16,メイショウアキカゼ,牝3,54.0,☆高杉,1:14.4,1.1/2,1,3.5,37.9,7-8,栗東角田,458(0),0,1200,ダート,晴,良
9.0,2,4,メイショウロンド,牝3,52.0,▲森田,1:14.7,2,10,113.4,37.3,12-11,栗東千田,422(0),0,1200,ダート,晴,良
10.0,7,14,ウィンビュー,牝3,52.0,▲川端,1:14.9,1.1/4,13,208.0,37.0,14-12,栗東畑端,446(0),0,1200,ダート,晴,良
11.0,4,8,スマートピリカ,牝3,51.0,★河原田,1:15.0,1/2,14,239.6,38.1,9-9,栗東渡辺,474(-4),0,1200,ダート,晴,良
12.0,6,11,グレースサンライズ,牝3,55.0,荻野琢,1:15.8,5,9,57.6,38.6,11-12,栗東小林,470(0),0,1200,ダート,晴,良
13.0,2,3,ウインクルホープ,牝3,55.0,長岡,1:15.9,3/4,11,157.8,39.0,10-9,栗東高橋亮,422(+6),0,1200,ダート,晴,良
14.0,3,5,ワンダーフレックス,牝3,55.0,中井,1:16.7,5,15,447.1,39.0,13-14,栗東森田,412(+8),0,1200,ダート,晴,良
15.0,8,15,クリノクイーン,牝3,52.0,▲和田陽,1:17.1,2.1/2,12,167.7,39.2,14-15,栗東荒川,432(+8),0,1200,ダート,晴,良
,5,10,ファータビアンカ,牝3,52.0,▲鷲頭,,,,,,,栗東佐々木,430(-8),0,1200,ダート,晴,良
1.0,8,14,マテンロウシルビア,牝3,55.0,太宰,2:01.5,,6,18.4,38.1,12-13-10-9,栗東四位,428(-10),1,1900,ダート,晴,良
