着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
4.0,4,8,デルマエアロール,牝3,55.0,石橋脩,1:26.3,2,3,4.1,38.1,4-3,美浦大和田,462(+12),0,1400,ダート,晴,良
5.0,5,9,コオリナラグーン,牝3,55.0,レーン,1:26.4,1/2,4,6.2,38.3,2-2,美浦古賀,424(+2),0,1400,ダート,晴,良
6.0,4,7,カフェスカーレット,牝3,55.0,北村宏,1:26.5,1/2,14,245.5,36.8,16-16,美浦古賀,470(0),0,1400,ダート,晴,良
7.0,5,10,スーパーキティ,牝3,55.0,丹内,1:26.5,ハナ,11,156.0,38.2,7-3,美浦菊川,494(-2),0,1400,ダート,晴,良
8.0,3,5,サンマルレーヴ,牝3,55.0,岩部,1:26.5,ハナ,16,355.5,37.2,14-13,美浦和田勇,432(0),0,1400,ダート,晴,良
9.0,1,1,クリナッチ,牝3,55.0,伊藤,1:26.6,アタマ,9,66.1,37.3,15-13,美浦金成,476(0),0,1400,ダート,晴,良
10.0,2,3,コットンフラワー,牝3,55.0,木幡育,1:26.9,1.3/4,15,246.3,37.6,13-13,美浦松永康,434(0),0,1400,ダート,晴,良
11.0,3,6,ステラマテュティナ,牝3,55.0,内田博,1:27.4,3.1/2,6,24.4,38.8,4-7,美浦高柳瑞,434(+4),0,1400,ダート,晴,良
12.0,8,15,シアワセデスカ,牝3,53.0,△長浜,1:27.5,1/2,10,102.9,39.3,4-3,美浦蛯名正,432(0),0,1400,ダート,晴,良
13.0,2,4,ジェイエルライナー,牝3,55.0,小林凌,1:28.0,3,7,28.9,39.0,10-10,美浦小西,454(-2),0,1400,ダート,晴,良
14.0,6,12,フジルバーブ,牝3,55.0,松岡,1:28.4,2.1/2,12,216.2,39.6,8-9,美浦西田,464(-2),0,1400,ダート,晴,良
15.0,7,14,インレット,牝3,55.0,津村,1:29.7,8,8,31.9,41.5,3-3,美浦鈴木慎,452(-2),0,1400,ダート,晴,良
16.0,6,11,ユラジスティック,牝3,52.0,▲舟山,1:29.9,1.1/4,13,222.2,41.0,10-10,美浦嘉藤,436(-10),0,1400,ダート,晴,良
1.0,3,5,ファリーザ,牝3,53.0,△長浜,1:37.5,,1,1.5,36.8,3-3,美浦千葉,432(-2),1,1600,ダート,晴,良
2.0,6,11,コーシューパンジャ,牡3,57.0,横山和,1:38.4,5,5,14.9,36.0,15-15,美浦勢司,488(0),1,1600,ダート,晴,良
3.0,8,16,ベネスピラ,牡3,57.0,荻野極,1:38.5,1/2,2,6.4,37.7,5-3,美浦鹿戸,454(+4),1,1600,ダート,晴,良
4.0,2,4,ルシャルムール,セ3,57.0,菅原明,1:38.6,3/4,3,9.8,37.7,5-6,美浦萩原,462(-14),0,1600,ダート,晴,良
5.0,5,10,ノブレスジャン,牡3,57.0,丹内,1:38.9,1.3/4,4,11.3,37.0,10-12,美浦和田勇,494(0),0,1600,ダート,晴,良
6.0,7,14,ナイトダンサー,牡3,57.0,木幡巧,1:38.9,アタマ,7,24.2,37.6,7-7,美浦佐藤吉,446(0),0,1600,ダート,晴,良
7.0,7,13,サラニキケン,牝3,55.0,木幡初,1:39.2,2,10,82.6,37.7,8-8,美浦竹内,426(+4),0,1600,ダート,晴,良
8.0,8,15,アオイハナミチ,牝3,55.0,吉田豊,1:39.4,1.1/4,6,24.2,37.9,10-8,美浦高橋文,430(-8),0,1600,ダート,晴,良
9.0,2,3,マードラド,牡3,57.0,内田博,1:40.1,4,12,156.0,38.4,10-11,美浦鈴木慎,472(-6),0,1600,ダート,晴,良
10.0,1,2,ミヤビアミーラ,牝3,52.0,▲石田,1:40.1,クビ,11,139.3,38.1,13-12,美浦小島,504(0),0,1600,ダート,晴,良
11.0,6,12,ジーティーラピッド,牡3,57.0,津村,1:40.2,3/4,16,355.4,38.7,8-8,美浦奥平,462(-8),0,1600,ダート,晴,良
12.0,5,9,レベチアミーゴ,牡3,57.0,原,1:40.3,1/2,13,213.9,38.2,14-14,美浦千葉,498(0),0,1600,ダート,晴,良
13.0,1,1,サイモンカクタス,牡3,56.0,☆横山琉,1:40.5,1.1/4,15,352.2,37.7,16-16,美浦稲垣,448(+2),0,1600,ダート,晴,良
14.0,3,6,ダブルドラゴン,牡3,57.0,嶋田,1:40.7,1,14,282.5,40.2,1-1,美浦伊藤大,518(+10),0,1600,ダート,晴,良
15.0,4,7,シャイニーヒル,牡3,57.0,ディー,1:41.1,2.1/2,9,38.6,40.5,2-2,美浦尾関,476(+6),0,1600,ダート,晴,良
16.0,4,8,アルデスト,牡3,57.0,江田照,1:41.5,2.1/2,8,28.0,40.8,3-3,美浦田中剛,506(-8),0,1600,ダート,晴,良
1.0,8,13,エポナ,牝3,55.0,ルメー,1:59.9,,1,1.4,34.0,2-2-2,美浦木村,500(0),1,2000,芝,晴,良
2.0,5,7,バッキンガムパレス,牝3,55.0,大野,2:00.1,1.1/2,4,17.3,34.3,1-1-1,美浦辻,490(-6),1,2000,芝,晴,良
3.0,6,10,ストレートブラック,牝3,55.0,松岡,2:00.3,1.1/2,2,5.4,34.3,3-3-3,美浦奥平,432(+4),1,2000,芝,晴,良
4.0,3,4,ホウオウヌーヴォー,牝3,55.0,戸崎圭,2:00.7,2.1/2,3,7.0,34.6,3-3-3,美浦田島,470(0),0,2000,芝,晴,良
5.0,4,6,イサゴールド,牝3,53.0,△長浜,2:00.9,1,10,85.3,34.5,6-6-6,美浦奥村武,412(+4),0,2000,芝,晴,良
6.0,2,2,ラッキーロジータ,牝3,54.0,☆横山琉,2:01.0,3/4,6,30.7,34.3,12-10-10,美浦相沢,468(-2),0,2000,芝,晴,良
7.0,1,1,パルピタシオン,牝3,55.0,田辺,2:01.2,3/4,9,64.3,34.8,6-6-6,美浦天間,422(+4),0,2000,芝,晴,良
8.0,7,11,スタニングヴュー,牝3,55.0,伊藤,2:01.2,クビ,5,26.7,34.8,9-6-6,美浦金成,448(+6),0,2000,芝,晴,良
9.0,7,12,タイショウロマン,牝3,55.0,小林脩,2:01.3,1/2,14,327.3,34.3,13-13-13,美浦南田,430(-4),0,2000,芝,晴,良
10.0,3,3,ガーンディーヴァ,牝3,55.0,丹内,2:01.8,3,11,117.9,35.1,9-10-10,美浦柄崎,420(+10),0,2000,芝,晴,良
11.0,5,8,アンビアンス,牝3,55.0,三浦,2:02.2,2,8,36.2,35.2,13-13-13,栗東清水久,444(-8),0,2000,芝,晴,良
12.0,4,5,ゴダルティチェコ,牝3,55.0,丸田,2:02.4,1,12,220.8,35.6,9-10-10,美浦武市,420(+8),0,2000,芝,晴,良
13.0,6,9,ランスオブフェイス,牝3,55.0,菅原明,2:02.4,ハナ,7,35.0,36.3,3-3-3,栗東奥村豊,482(+6),0,2000,芝,晴,良
14.0,8,14,マルリンモンロー,牝3,55.0,原,2:03.1,4,13,320.1,36.6,6-6-9,美浦青木,506(-3),0,2000,芝,晴,良
1.0,7,7,ディバインウインド,牡2,55.0,レーン,1:34.4,,2,3.1,34.0,2-2,美浦堀,472(0),1,1600,芝,晴,良
2.0,2,2,ゾロアストロ,牡2,55.0,ルメー,1:35.0,3.1/2,1,1.6,34.2,5-5,美浦宮田,468(0),1,1600,芝,晴,良
3.0,4,4,ベルバード,牝2,55.0,横山武,1:35.5,3,3,8.4,35.4,1-1,美浦武井,438(0),1,1600,芝,晴,良
4.0,8,9,ステラスペース,牡2,55.0,江田照,1:35.5,クビ,8,96.4,34.7,5-5,美浦武藤,472(0),0,1600,芝,晴,良
5.0,6,6,マイネルマスター,牡2,55.0,丹内,1:35.9,2.1/2,7,63.1,35.3,3-3,美浦青木,430(0),0,1600,芝,晴,良
6.0,8,10,フィールドアピール,牝2,55.0,菅原明,1:36.1,1.1/4,6,48.6,35.5,3-3,美浦竹内,472(0),0,1600,芝,晴,良
7.0,5,5,テンユウ,牡2,55.0,岩田康,1:36.3,1.1/4,4,10.1,35.2,8-7,美浦奥村武,474(0),0,1600,芝,晴,良
8.0,1,1,ダイヤテソーロ,牝2,55.0,木幡巧,1:38.0,10,5,21.3,36.9,7-7,美浦牧,430(0),0,1600,芝,晴,良
9.0,3,3,アドレニコル,牝2,54.0,☆横山琉,1:38.3,1.1/2,9,138.7,36.2,9-9,美浦尾形,454(0),0,1600,芝,晴,良
,7,8,スタートレイン,牝2,55.0,佐々木,,,,,,,美浦黒岩,,0,1600,芝,晴,良
1.0,8,15,ナムラペルル,牝3,55.0,戸崎圭,1:18.5,,3,7.0,37.1,4-1,美浦石栗,470(+4),1,1300,ダート,晴,良
2.0,2,4,アイドル,牝3,55.0,津村,1:18.8,1.3/4,9,63.1,37.4,1-2,美浦上原佑,494(+6),1,1300,ダート,晴,良
3.0,3,5,シルフレイ,牝3,55.0,横山武,1:18.9,1/2,1,1.7,36.9,4-5,美浦千葉,424(+2),1,1300,ダート,晴,良
4.0,7,14,シルバードン,牡3,57.0,石橋脩,1:19.1,1.1/4,11,98.8,36.2,16-15,美浦牧,478(-2),0,1300,ダート,晴,良
5.0,1,2,マイラブユキチャン,牡3,57.0,菊沢,1:19.1,クビ,15,257.5,36.7,10-10,美浦小野,470(-2),0,1300,ダート,晴,良
6.0,5,9,ブラヴォケラトプス,牡3,57.0,佐々木,1:19.6,3,5,13.8,37.2,10-10,美浦辻,510(-2),0,1300,ダート,晴,良
7.0,2,3,サツマノカゼ,セ3,57.0,丸田,1:19.8,1.1/4,14,255.6,37.5,7-8,美浦高橋文,422(+8),0,1300,ダート,晴,良
8.0,8,16,ヒルビリーエレジー,牝3,55.0,吉田豊,1:19.9,1/2,7,31.8,37.0,15-15,美浦戸田,438(+2),0,1300,ダート,晴,良
9.0,6,11,グルナルーフス,牡3,57.0,宮崎,1:20.0,クビ,8,42.8,38.6,2-2,美浦中川,490(-6),0,1300,ダート,晴,良
10.0,7,13,ジョイナーテソーロ,牝3,55.0,レーン,1:20.1,3/4,2,4.5,37.4,13-14,美浦畠山,428(-4),0,1300,ダート,晴,良
11.0,6,12,リッスンクロース,牝3,55.0,丹内,1:20.2,1/2,10,70.4,37.6,13-13,美浦林,448(+2),0,1300,ダート,晴,良
12.0,4,8,パーティーガール,牝3,53.0,△長浜,1:20.4,1.1/4,6,27.4,38.3,7-7,美浦根本,460(-4),0,1300,ダート,晴,良
13.0,1,1,タイセイルヴァン,牡3,57.0,大野,1:20.8,2,4,10.9,39.1,4-4,美浦新開,494(+2),0,1300,ダート,晴,良
14.0,4,7,エーデルムート,牝3,55.0,原,1:22.3,9,12,183.5,40.0,7-8,美浦矢野,448(+6),0,1300,ダート,晴,良
15.0,5,10,シプレーノート,牝3,54.0,☆横山琉,1:22.7,2,16,261.3,40.8,2-5,美浦堀内,440(+14),0,1300,ダート,晴,良
16.0,3,6,キャンディリボン,牝3,52.0,▲上里,1:23.6,5,13,228.6,41.1,10-10,美浦清水英,466(+14),0,1300,ダート,晴,良
1.0,1,1,キューティリップ,牝3,55.0,横山武,1:33.5,,2,3.7,34.4,9-8,美浦戸田,454(-2),1,1600,芝,晴,良
2.0,6,11,スタンピー,牝3,55.0,内田博,1:33.5,クビ,5,20.5,34.9,3-3,美浦深山,456(-6),1,1600,芝,晴,良
3.0,7,15,パヴェリング,牝3,55.0,ルメー,1:33.9,2,1,1.8,35.2,3-4,美浦蛯名正,470(0),1,1600,芝,晴,良
4.0,3,6,マンゲタック,牝3,55.0,菅原明,1:34.1,1.1/2,4,10.6,35.9,1-1,美浦古賀,456(+8),0,1600,芝,晴,良
5.0,2,3,アユツリー,牝3,55.0,田辺,1:34.4,1.3/4,6,23.9,35.5,6-5,美浦久保田,426(0),0,1600,芝,晴,良
6.0,2,4,チェンジオブハート,牡3,57.0,戸崎圭,1:34.5,クビ,3,5.8,35.3,9-10,美浦田中博,474(-6),0,1600,芝,晴,良
7.0,4,7,アクアジェット,牡3,57.0,丸山,1:34.5,ハナ,7,33.8,35.3,9-10,美浦岩戸,452(+6),0,1600,芝,晴,良
8.0,5,10,マロンカラノテガミ,牝3,55.0,丹内,1:34.9,2.1/2,9,87.4,35.8,6-8,美浦清水英,418(+4),0,1600,芝,晴,良
9.0,7,14,コウソクグルーヴ,牝3,55.0,横山和,1:35.0,1/2,8,45.3,36.1,6-5,美浦中舘,432(-2),0,1600,芝,晴,良
10.0,6,12,リュウジンマル,牡3,54.0,▲舟山,1:35.0,クビ,13,351.8,35.4,12-14,美浦村田,522(+4),0,1600,芝,晴,良
11.0,7,13,マジョレル,牝3,52.0,▲遠藤,1:35.3,1.3/4,17,520.1,36.9,2-2,美浦黒岩,416(0),0,1600,芝,晴,良
12.0,8,17,シェーンルスカ,牝3,55.0,大野,1:35.7,2,14,400.3,36.7,5-7,美浦田村,454(+2),0,1600,芝,晴,良
13.0,8,16,カシンフウ,牝3,53.0,△長浜,1:35.9,1.1/2,15,444.5,35.3,12-15,美浦西田,444(+2),0,1600,芝,晴,良
14.0,8,18,フレンドビーチ,牝3,55.0,吉田豊,1:36.1,1,11,163.3,36.7,12-12,美浦南田,406(-16),0,1600,芝,晴,良
15.0,5,9,マイネルライゼン,牡3,57.0,柴田大,1:36.2,3/4,16,511.0,36.8,15-12,美浦和田勇,404(-2),0,1600,芝,晴,良
16.0,4,8,ノブエイト,セ3,57.0,岩田康,1:36.9,4,12,179.8,35.7,17-17,美浦小島,450(0),0,1600,芝,晴,良
17.0,1,2,ジーティーアムール,牡3,54.0,▲水沼,1:37.1,3/4,18,523.8,36.3,16-16,美浦加藤和,446(+6),0,1600,芝,晴,良
18.0,3,5,ヤサカエトワール,牝3,51.0,★小林美,1:40.0,大,10,151.6,37.4,18-18,美浦水野,506(0),0,1600,芝,晴,良
1.0,8,15,バランスダンサー,牝4,56.0,田辺,1:36.9,,3,11.6,36.9,1-1,美浦久保田,476(-4),1,1600,ダート,晴,良
2.0,7,13,キョウエイフロイデ,牝4,56.0,原,1:37.0,1,7,37.1,35.2,15-15,美浦中川,478(+6),1,1600,ダート,晴,良
3.0,6,11,ロフティーイデアル,牝5,56.0,レーン,1:37.2,3/4,2,4.1,37.0,2-2,美浦林,476(+4),1,1600,ダート,晴,良
4.0,2,4,パイシャオピン,牝3,53.0,横山武,1:37.2,アタマ,1,1.5,36.2,9-9,美浦鈴木伸,462(-2),0,1600,ダート,晴,良
5.0,4,8,カルネヴァーレ,牝4,56.0,菊沢,1:37.4,1.1/2,11,95.1,36.6,7-7,美浦菊沢,520(0),0,1600,ダート,晴,良
6.0,3,5,コンアフェット,牝3,53.0,丹内,1:37.6,1,6,21.1,37.3,3-2,美浦斎藤誠,476(+8),0,1600,ダート,晴,良
7.0,6,12,サンキャメロン,牝4,56.0,吉田豊,1:37.6,クビ,12,103.0,36.8,8-7,美浦上原博,460(0),0,1600,ダート,晴,良
8.0,5,9,シルヴァティカ,牝5,56.0,北村宏,1:37.9,1.1/2,13,146.0,36.4,14-14,美浦古賀,470(+6),0,1600,ダート,晴,良
9.0,3,6,ルルシュシュ,牝5,56.0,佐々木,1:37.9,アタマ,9,78.7,37.3,5-4,美浦金成,498(-4),0,1600,ダート,晴,良
10.0,1,1,グランコネクシオン,牝4,54.0,△長浜,1:37.9,ハナ,10,80.9,35.5,16-16,美浦畠山,432(+6),0,1600,ダート,晴,良
11.0,5,10,ルーフオブヘヴン,牝4,56.0,内田博,1:37.9,ハナ,8,41.3,37.4,3-4,美浦武藤,476(+22),0,1600,ダート,晴,良
12.0,8,16,シルバーニース,牝5,56.0,大野,1:38.0,1,15,355.9,36.7,13-12,美浦田村,454(-6),0,1600,ダート,晴,良
13.0,7,14,ベルフィーヌ,牝4,53.0,▲遠藤,1:38.5,3,5,17.5,37.5,9-9,美浦堀内,518(+8),0,1600,ダート,晴,良
14.0,2,3,ビップレーヌ,牝4,56.0,ルメー,1:39.2,4,4,16.6,37.9,11-12,美浦高柳瑞,478(+4),0,1600,ダート,晴,良
15.0,1,2,ペイシャアンジェロ,牝5,56.0,松岡,1:39.3,1/2,16,449.7,38.3,11-9,美浦伊藤伸,460(-2),0,1600,ダート,晴,良
16.0,4,7,バーニングフレーム,牝3,52.0,☆横山琉,1:40.5,7,14,259.0,39.8,5-6,美浦鈴木慎,464(+12),0,1600,ダート,晴,良
1.0,6,7,レッドバンデ,牡3,54.0,佐々木,2:24.3,,1,1.5,34.0,3-3-3-3,美浦大竹,484(+4),1,2400,芝,晴,良
2.0,7,9,サトノパトリオット,牡3,54.0,ルメー,2:25.1,5,2,5.7,34.9,2-2-2-2,美浦木村,490(+2),1,2400,芝,晴,良
3.0,6,8,サンセットビュー,牝4,56.0,レーン,2:25.4,2,3,6.6,35.1,3-4-3-3,栗東新谷,456(-4),1,2400,芝,晴,良
4.0,8,12,ズイウンゴサイ,牡4,58.0,丹内,2:26.0,3.1/2,6,19.2,34.3,10-10-10-10,美浦武市,458(-8),0,2400,芝,晴,良
5.0,8,11,コーチェラバレー,牡3,54.0,ディー,2:26.3,1.3/4,4,8.9,34.2,12-12-12-11,栗東安田,430(-2),0,2400,芝,晴,良
6.0,5,6,ニヴルヘイム,牡3,54.0,戸崎圭,2:26.3,クビ,5,11.9,34.8,8-8-8-8,美浦栗田,444(-4),0,2400,芝,晴,良
7.0,4,4,ユイノレクター,牡3,54.0,吉田豊,2:26.8,3,8,101.6,35.6,7-7-7-5,美浦竹内,488(0),0,2400,芝,晴,良
8.0,5,5,スノーディーヴァ,牝4,56.0,長浜,2:27.3,3,9,208.3,36.1,5-5-5-5,美浦深山,452(0),0,2400,芝,晴,良
9.0,2,2,クラッシファイド,牡4,58.0,石川,2:27.6,1.1/2,7,40.8,37.6,1-1-1-1,美浦黒岩,484(+16),0,2400,芝,晴,良
10.0,7,10,アースブレイブ,セ8,58.0,丸田,2:27.6,ハナ,10,230.0,36.4,5-5-6-5,美浦粕谷,480(+10),0,2400,芝,晴,良
11.0,3,3,タイセイアーサー,牡7,58.0,原,2:27.8,1.1/2,11,274.2,36.2,8-8-8-9,美浦青木,484(-6),0,2400,芝,晴,良
12.0,1,1,リーゼントジャンボ,牡7,58.0,上野,2:32.3,大,12,319.3,39.6,11-10-11-12,美浦小手川,516(-12),0,2400,芝,晴,良
1.0,7,12,アームテイル,牝5,53.0,大野,1:21.0,,9,39.1,33.3,6-7,美浦和田勇,468(+2),1,1400,芝,晴,良
2.0,4,6,サダメ,牝4,53.0,三浦,1:21.3,1.1/2,4,8.8,33.9,5-4,栗東畑端,462(0),1,1400,芝,晴,良
3.0,2,3,ハクサンイーグル,牡4,55.0,菅原明,1:21.3,アタマ,6,10.9,34.1,3-2,美浦土田,474(-2),1,1400,芝,晴,良
4.0,6,11,ソーダーンライト,牝3,52.0,横山武,1:21.5,1.1/4,1,3.2,34.6,1-1,美浦鹿戸,450(0),0,1400,芝,晴,良
5.0,4,7,マンウォル,牝4,53.0,吉田豊,1:21.5,クビ,5,10.7,33.7,8-8,美浦菊沢,426(-6),0,1400,芝,晴,良
6.0,8,14,ラテラルシンキング,牡5,55.0,石川,1:21.5,ハナ,14,95.1,33.3,13-11,美浦黒岩,424(-4),0,1400,芝,晴,良
7.0,7,13,ヤマニンアドホック,牡4,57.0,津村,1:21.8,1.3/4,3,5.4,33.6,11-11,美浦辻,460(-6),0,1400,芝,晴,良
8.0,6,10,カラヴァジェスティ,牡3,54.0,戸崎圭,1:21.9,アタマ,2,3.9,33.7,11-11,美浦奥村武,466(+6),0,1400,芝,晴,良
9.0,5,8,エールレヴリー,牝5,54.0,ルメー,1:21.9,ハナ,8,20.7,34.0,10-10,栗東武英,482(-2),0,1400,芝,晴,良
10.0,3,4,シュヴァルツリーベ,牝5,52.0,伊藤,1:21.9,ハナ,13,89.7,34.1,9-8,美浦林,452(-2),0,1400,芝,晴,良
11.0,8,15,ソレントフレイバー,牡6,55.0,田辺,1:22.0,1/2,12,68.7,33.6,15-14,美浦久保田,474(-6),0,1400,芝,晴,良
12.0,1,1,ガールズレジェンド,牝5,53.0,荻野極,1:22.0,クビ,7,20.3,34.9,2-2,美浦上原佑,466(-6),0,1400,芝,晴,良
13.0,3,5,ニコラウス,牡4,55.0,横山琉,1:22.2,1.1/4,10,40.0,33.7,14-14,美浦上原佑,456(-8),0,1400,芝,晴,良
14.0,5,9,ベルダイナフェロー,牝4,52.0,高倉,1:22.2,ハナ,11,42.2,34.8,3-4,栗東東田,476(+4),0,1400,芝,晴,良
15.0,2,2,アサギリ,牝4,52.0,小林美,1:22.2,ハナ,15,98.1,34.7,6-4,美浦尾形,448(+2),0,1400,芝,晴,良
1.0,8,15,サフランヒーロー,牡4,55.0,黛,1:22.7,,5,8.7,35.9,1-1,美浦森一,452(0),1,1400,ダート,曇,良
2.0,8,16,ペプチドタイガー,牡5,57.0,横山武,1:22.7,アタマ,4,8.0,35.8,2-2,栗東吉村,452(+2),1,1400,ダート,曇,良
3.0,2,4,ドンレパルス,牡6,57.0,菅原明,1:23.1,2.1/2,6,9.3,35.9,4-4,美浦高木,518(0),1,1400,ダート,曇,良
4.0,4,7,スタンリーテソーロ,牡4,56.0,戸崎圭,1:23.2,クビ,7,11.9,35.7,8-8,美浦稲垣,432(0),0,1400,ダート,曇,良
5.0,5,10,プロミシングスター,牡4,56.0,荻野極,1:23.4,1.1/2,1,4.5,36.1,7-7,栗東高橋忠,454(-6),0,1400,ダート,曇,良
6.0,1,2,キュムロンニンバス,牡7,55.0,内田博,1:23.6,3/4,9,32.6,35.9,11-11,美浦南田,512(0),0,1400,ダート,曇,良
7.0,3,6,ナッカーフェイス,牡6,54.0,高倉,1:23.7,1,11,40.4,36.3,8-8,栗東北出,470(+12),0,1400,ダート,曇,良
8.0,6,11,アイファースキャン,牡5,52.0,丸山,1:23.8,1/2,15,199.6,35.7,13-13,美浦根本,496(+4),0,1400,ダート,曇,良
9.0,4,8,ハードワイヤード,牡5,57.0,津村,1:24.0,1,10,36.6,36.2,12-12,美浦加藤征,516(-2),0,1400,ダート,曇,良
10.0,5,9,ヒルノドゴール,牡4,56.0,岩田康,1:24.1,1,2,4.5,36.9,4-4,栗東北出,514(-2),0,1400,ダート,曇,良
11.0,7,13,ホワイトガーベラ,牡6,55.0,大野,1:24.5,2,13,104.3,36.2,15-15,美浦千葉,508(+2),0,1400,ダート,曇,良
12.0,1,1,パーティーベル,牡6,55.0,ディー,1:24.7,1.1/4,14,120.8,37.3,8-8,栗東松永幹,462(+2),0,1400,ダート,曇,良
13.0,6,12,ヘルモーズ,牡4,56.0,レーン,1:24.7,クビ,3,4.6,36.4,15-15,栗東小林,514(-2),0,1400,ダート,曇,良
14.0,3,5,メイショウオーギシ,牡8,54.0,石橋脩,1:25.4,4,16,337.8,37.3,13-13,栗東飯田,496(+8),0,1400,ダート,曇,良
15.0,2,3,スクーバー,牡5,55.0,丹内,1:26.1,4,8,29.9,39.0,4-4,美浦武藤,498(-14),0,1400,ダート,曇,良
16.0,7,14,エコロアレス,牡5,55.0,田辺,1:28.7,大,12,40.8,41.7,2-2,栗東森秀,486(+2),0,1400,ダート,曇,良
1.0,8,15,ロッシニアーナ,牡3,55.0,ルメー,1:36.7,,1,1.5,37.1,2-2,美浦木村,518(+2),1,1600,ダート,曇,良
2.0,4,6,サトノシャムロック,牡3,55.0,原,1:37.0,1.3/4,2,6.1,36.7,7-7,美浦田中博,502(-4),1,1600,ダート,曇,良
3.0,5,8,ゴットランド,牡3,54.0,☆横山琉,1:37.0,ハナ,5,20.1,36.9,5-5,美浦斎藤誠,504(+6),1,1600,ダート,曇,良
4.0,3,5,キョウエイカンセ,牡4,55.0,▲遠藤,1:37.3,1.1/2,10,99.1,36.3,13-12,美浦萱野,498(+8),0,1600,ダート,曇,良
5.0,2,3,メッエフアパラ,牡4,58.0,大野,1:37.3,クビ,9,46.6,37.1,6-5,美浦辻,458(-4),0,1600,ダート,曇,良
6.0,4,7,キャストロププ,牡3,55.0,丹内,1:37.3,クビ,6,20.6,36.8,8-8,美浦尾形,496(+8),0,1600,ダート,曇,良
7.0,7,13,フォローウィンド,牡4,58.0,菊沢,1:37.6,1.1/2,3,7.3,36.8,11-10,美浦岩戸,524(+4),0,1600,ダート,曇,良
8.0,1,1,オブシディアン,牡5,58.0,内田博,1:37.7,3/4,14,249.2,36.5,14-15,美浦石栗,532(+4),0,1600,ダート,曇,良
9.0,5,9,チェイスザウィンド,牡4,55.0,▲水沼,1:38.3,3.1/2,11,151.1,37.6,8-10,美浦石栗,500(-6),0,1600,ダート,曇,良
10.0,8,14,ユニヴェール,セ4,58.0,荻野極,1:38.3,クビ,8,46.3,39.0,1-1,美浦高木,468(-2),0,1600,ダート,曇,良
11.0,6,11,エリム,牝5,56.0,吉田豊,1:38.9,3.1/2,15,277.2,37.8,14-14,美浦上原博,450(-4),0,1600,ダート,曇,良
