着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
2.0,8,14,パワーオブドリーム,セ3,57.0,石川,1:47.3,1/2,9,60.3,39.7,5-4-3-3,美浦上原佑,448(0),1,1700,ダート,晴,良
3.0,6,10,ヤマニンエボルブ,牡3,57.0,伊藤,1:47.3,クビ,5,13.3,38.9,8-8-8-7,美浦千葉,460(-8),1,1700,ダート,晴,良
4.0,5,9,メイショウコウベ,牡3,57.0,大野,1:47.6,2,1,2.8,39.3,7-7-7-5,美浦和田勇,470(-6),0,1700,ダート,晴,良
5.0,2,3,マルターズヴェロス,牡3,57.0,田辺,1:47.7,クビ,3,3.7,39.3,13-12-8-5,美浦手塚久,466(-2),0,1700,ダート,晴,良
6.0,6,11,ユウオウマイシン,牡3,57.0,武藤,1:47.8,1,7,19.4,39.3,10-10-8-9,美浦松永康,460(-2),0,1700,ダート,晴,良
7.0,7,13,オロパタジン,牡3,56.0,☆横山琉,1:47.8,ハナ,8,58.4,40.8,2-2-2-2,美浦相沢,472(-2),0,1700,ダート,晴,良
8.0,3,5,ピンキースウェア,牝3,55.0,ルメー,1:48.0,1,4,11.3,39.9,6-6-5-4,美浦鹿戸,480(-2),0,1700,ダート,晴,良
9.0,2,2,テルケンレンスター,牡3,57.0,原,1:48.5,3,6,13.8,39.7,12-11-12-10,美浦高柳瑞,474(0),0,1700,ダート,晴,良
10.0,4,6,フルボーグ,牡3,57.0,菅原明,1:49.4,5,10,71.0,39.7,15-15-14-14,美浦高木,510(+8),0,1700,ダート,晴,良
11.0,5,8,コッチャン,牡3,57.0,木幡初,1:49.4,ハナ,11,79.7,40.1,10-12-13-13,美浦武市,474(-8),0,1700,ダート,晴,良
12.0,1,1,ベネディクティオ,牡3,54.0,▲石神道,1:49.8,2.1/2,14,290.1,42.1,2-4-4-7,美浦加藤士,498(-2),0,1700,ダート,晴,良
13.0,3,4,メイショウナナカゼ,牝3,52.0,▲佐藤,1:50.0,3/4,13,251.2,40.1,14-14-15-15,美浦和田勇,416(-8),0,1700,ダート,晴,良
14.0,8,15,レオネッサ,牝3,55.0,津村,1:50.5,3,12,106.2,42.0,8-8-8-11,美浦池上,460(-8),0,1700,ダート,晴,良
15.0,4,7,アンヘルカイド,牡3,57.0,荻野極,1:52.0,9,15,299.7,44.0,2-3-5-11,美浦清水英,492(0),0,1700,ダート,晴,良
1.0,1,2,サトノシャルレーヌ,牝3,55.0,荻野極,1:48.2,,1,3.0,35.7,5-5-5-3,美浦国枝,448(+6),1,1800,芝,晴,良
2.0,4,7,ディフューズ,牝3,55.0,木幡育,1:48.6,2.1/2,9,50.6,35.8,7-7-7-7,美浦勢司,408(-6),1,1800,芝,晴,良
3.0,5,9,サルーポルティ,牝3,55.0,菅原明,1:48.9,1.1/2,3,4.9,36.4,6-5-5-3,美浦国枝,406(0),1,1800,芝,晴,良
4.0,2,4,イサゴールド,牝3,55.0,原,1:48.9,ハナ,8,43.0,36.0,9-9-9-11,美浦奥村武,410(-2),0,1800,芝,晴,良
5.0,1,1,ヴィアトル,牝3,55.0,戸崎圭,1:49.1,1.1/2,2,4.0,36.2,9-9-9-10,美浦上原佑,424(-2),0,1800,芝,晴,良
6.0,8,16,ジェノヴィーノ,牝3,55.0,津村,1:49.2,3/4,6,14.8,37.0,2-2-2-2,美浦中舘,404(-2),0,1800,芝,晴,良
7.0,6,11,ハットメリリー,牝3,55.0,菊沢,1:49.3,クビ,7,33.5,36.4,13-13-9-7,美浦菊沢,438(-2),0,1800,芝,晴,良
8.0,7,14,ミライヘノハナ,牝3,55.0,田辺,1:49.4,3/4,5,9.6,36.6,7-7-7-7,美浦伊藤大,436(-4),0,1800,芝,晴,良
9.0,3,5,フォーエリーゼ,牝3,55.0,国分恭,1:49.5,1/2,15,205.3,35.8,16-15-15-15,美浦本間,458(-10),0,1800,芝,晴,良
10.0,8,15,アットザホップ,牝3,52.0,▲石田,1:49.6,クビ,14,192.1,37.6,1-1-1-1,美浦新開,420(+2),0,1800,芝,晴,良
11.0,3,6,ダノンブロッサム,牝3,55.0,三浦,1:49.7,1/2,4,5.7,36.3,13-13-14-14,美浦尾関,444(+12),0,1800,芝,晴,良
12.0,2,3,ラブフォルテッシモ,牝3,55.0,丸田,1:50.0,1.3/4,11,100.7,36.8,11-11-12-11,美浦田村,416(0),0,1800,芝,晴,良
13.0,7,13,レイーナアスール,牝3,55.0,武藤,1:50.1,1,16,234.0,37.8,4-4-3-3,美浦武藤,482(+13),0,1800,芝,晴,良
14.0,6,12,プリティパール,牝3,54.0,☆横山琉,1:50.3,3/4,13,169.1,36.6,15-15-15-16,美浦大和田,416(0),0,1800,芝,晴,良
15.0,5,10,ラベルエラベット,牝3,55.0,柴田大,1:50.3,ハナ,12,157.6,37.1,11-11-12-13,美浦畠山,416(+2),0,1800,芝,晴,良
16.0,4,8,モズアンドモズ,牝3,55.0,大野,1:50.5,1.1/4,10,81.3,38.2,3-3-3-3,美浦栗田,436(+2),0,1800,芝,晴,良
1.0,6,6,メーゼ,牝2,55.0,菊沢,1:09.7,,2,2.9,35.0,3-3,美浦菊沢,444(0),1,1200,芝,晴,良
2.0,2,2,イイクニパッション,牡2,55.0,内田博,1:09.7,アタマ,3,4.1,35.7,1-1,美浦深山,486(0),1,1200,芝,晴,良
3.0,7,7,ヘリテージブルーム,牡2,55.0,戸崎圭,1:10.5,5,1,2.6,35.1,5-4,美浦伊藤圭,446(0),1,1200,芝,晴,良
4.0,3,3,カイトヴァイター,牡2,55.0,丸田,1:10.9,2.1/2,5,19.3,36.5,2-2,美浦武市,434(0),0,1200,芝,晴,良
5.0,5,5,セイウンヤオヨロズ,牡2,55.0,大野,1:11.2,2,4,5.2,36.4,3-5,美浦上原博,476(0),0,1200,芝,晴,良
6.0,8,8,ニシノガンリキ,牡2,52.0,▲佐藤,1:13.0,大,6,49.5,37.1,6-6,美浦杉浦,448(0),0,1200,芝,晴,良
7.0,4,4,ピーエムキンチャン,牡2,55.0,石川,1:14.1,7,7,52.9,38.0,7-7,美浦和田郎,448(0),0,1200,芝,晴,良
8.0,1,1,イントゥゴールデン,牡2,52.0,▲石神道,1:14.4,1.1/2,8,54.2,37.5,8-8,美浦和田雄,458(0),0,1200,芝,晴,良
1.0,7,8,セイカミナミホリエ,牡2,54.0,☆横山琉,1:10.4,,3,4.0,38.1,1-1,美浦相沢,468(0),1,1150,ダート,晴,良
2.0,7,9,グラティアム,牝2,55.0,三浦,1:10.5,1/2,1,2.6,37.8,4-4,美浦嘉藤,460(0),1,1150,ダート,晴,良
3.0,8,10,チュラヴェール,牝2,55.0,大野,1:10.9,2.1/2,6,16.1,38.5,2-2,美浦松山,440(0),1,1150,ダート,晴,良
4.0,8,11,ヴィビーム,牝2,55.0,菊沢,1:10.9,クビ,5,12.6,38.5,2-3,美浦岩戸,436(0),0,1150,ダート,晴,良
5.0,6,6,アシャカバッハ,牡2,52.0,▲石神道,1:11.2,1.3/4,7,36.5,38.5,4-4,美浦小笠,460(0),0,1150,ダート,晴,良
6.0,3,3,ドナソール,牝2,55.0,荻野極,1:13.0,大,8,44.6,39.4,9-9,美浦畠山,466(0),0,1150,ダート,晴,良
7.0,4,4,ニャンキニーズ,牡2,55.0,石橋脩,1:13.3,2,9,45.7,40.1,6-6,美浦勢司,444(0),0,1150,ダート,晴,良
8.0,5,5,ニシノグラシアス,牝2,55.0,戸崎圭,1:13.6,1.1/2,4,7.7,40.4,6-6,美浦伊藤圭,496(0),0,1150,ダート,晴,良
9.0,1,1,フクノエルデ,牡2,55.0,江田照,1:13.7,3/4,10,69.3,39.0,10-9,美浦田中剛,458(0),0,1150,ダート,晴,良
10.0,6,7,ドリームスマッシュ,牡2,52.0,▲石田,1:13.9,3/4,11,93.4,40.7,6-8,美浦清水英,488(0),0,1150,ダート,晴,良
,2,2,オテンバプリンセス,牝2,55.0,津村,,,2,3.8,,,美浦加藤士,476(0),0,1150,ダート,晴,良
1.0,6,6,オストラヴァ,牡3,54.0,津村,2:40.9,,1,1.8,34.3,3-3-3-2,美浦林,470(-8),1,2600,芝,晴,良
2.0,1,1,ルークスヘリオス,牡6,57.0,☆西塚,2:41.0,1/2,5,35.2,34.7,1-1-1-1,美浦中川,488(-2),1,2600,芝,晴,良
3.0,2,2,エデルクローネ,牡3,54.0,ルメー,2:41.2,3/4,2,2.8,34.8,2-2-2-2,美浦手塚久,474(+2),1,2600,芝,晴,良
4.0,7,7,プルミエソルティ,牡3,54.0,戸崎圭,2:41.6,2.1/2,3,4.1,34.4,6-6-6-6,美浦斎藤誠,480(+10),0,2600,芝,晴,良
5.0,5,5,クラッチプレイヤー,牡4,58.0,菅原明,2:42.0,2.1/2,4,17.7,35.0,5-5-4-4,美浦国枝,532(+4),0,2600,芝,晴,良
6.0,3,3,ウインユアソング,牡5,58.0,丸山,2:42.4,2.1/2,6,75.3,35.4,4-4-4-4,美浦根本,482(+5),0,2600,芝,晴,良
7.0,4,4,エバーグリーン,牡3,51.0,▲石田,2:43.2,5,7,89.9,35.4,7-7-7-7,美浦青木,426(-6),0,2600,芝,晴,良
1.0,2,4,バシレイア,牝3,55.0,武藤,1:08.9,,2,5.2,35.6,3-3,美浦西田,450(-10),1,1200,芝,晴,良
2.0,1,1,ルシェロアズーリ,牝3,55.0,津村,1:09.0,1/2,4,6.8,35.9,1-1,美浦鈴木伸,428(+2),1,1200,芝,晴,良
3.0,8,15,リケアコンパンナ,牡3,57.0,菊沢,1:09.1,3/4,1,3.6,35.5,6-5,美浦村田,472(+10),1,1200,芝,晴,良
4.0,4,8,ペタルブランシュ,牝3,55.0,横山典,1:09.2,1,3,5.8,35.5,8-7,美浦村田,404(-2),0,1200,芝,晴,良
5.0,7,14,マリノテレージア,牝3,55.0,石橋脩,1:09.5,1.3/4,13,153.3,35.1,12-12,美浦牧,430(+4),0,1200,芝,晴,良
6.0,8,16,スカイダイバー,牝3,55.0,大野,1:10.0,3,7,16.5,36.7,3-3,美浦田中勝,452(-6),0,1200,芝,晴,良
7.0,1,2,ソレイケギンチャン,牝3,52.0,▲石神道,1:10.1,1/2,5,7.9,36.9,2-2,美浦天間,426(-10),0,1200,芝,晴,良
8.0,6,12,クリスタルテン,牝3,55.0,江田照,1:10.2,1/2,14,187.3,36.4,8-9,美浦水野,442(+8),0,1200,芝,晴,良
9.0,5,10,ランヴェルセ,牡3,56.0,☆横山琉,1:10.2,クビ,8,17.7,35.6,13-13,美浦武藤,478(+8),0,1200,芝,晴,良
10.0,5,9,キーベスト,牡3,57.0,原,1:10.3,3/4,11,70.9,36.2,10-11,美浦黒岩,504(+4),0,1200,芝,晴,良
11.0,3,5,タッチザシーリング,牝3,52.0,▲石田,1:10.4,1/2,9,34.5,36.9,6-7,美浦菊川,430(-2),0,1200,芝,晴,良
12.0,6,11,ベルシャイニー,牝3,55.0,吉田豊,1:11.0,3.1/2,10,35.5,37.0,10-10,美浦高橋文,406(+2),0,1200,芝,晴,良
13.0,3,6,ニットウアクシア,牝3,55.0,丸山,1:11.1,アタマ,6,8.0,37.8,3-5,美浦稲垣,448(0),0,1200,芝,晴,良
14.0,4,7,シャトーホークビル,牡3,54.0,▲土田,1:11.2,1,16,296.9,36.0,15-15,美浦加藤和,438(0),0,1200,芝,晴,良
15.0,7,13,ハイダウェイ,牡3,54.0,▲遠藤,1:11.2,クビ,12,83.7,36.5,13-14,美浦伊藤伸,476(+18),0,1200,芝,晴,良
16.0,2,3,ブルーラジカル,牡3,57.0,内田博,1:11.3,1/2,15,193.2,35.7,16-16,美浦菊川,480(+6),0,1200,芝,晴,良
1.0,1,1,レミージュ,牝5,56.0,石橋脩,2:01.3,,5,12.3,34.6,6-6-5-3,栗東井上,438(-2),1,2000,芝,晴,良
2.0,8,8,ユキワリザクラ,牝4,56.0,戸崎圭,2:01.3,アタマ,1,1.4,34.8,3-3-4-5,美浦田中剛,472(+2),1,2000,芝,晴,良
3.0,3,3,フォーザボーイズ,牝4,56.0,ルメー,2:01.3,アタマ,2,5.8,34.5,5-4-5-6,美浦加藤征,434(0),1,2000,芝,晴,良
4.0,2,2,ロムネヤ,牝6,56.0,三浦,2:01.4,3/4,4,10.6,35.1,3-4-1-1,美浦国枝,438(-2),0,2000,芝,晴,良
5.0,5,5,ミスティア,牝4,56.0,武藤,2:01.5,1/2,3,7.3,34.4,8-8-8-8,美浦戸田,476(-4),0,2000,芝,晴,良
6.0,6,6,ヴァイルマティ,牝5,56.0,津村,2:01.7,1.1/4,7,43.0,34.8,6-6-7-6,美浦鹿戸,508(+8),0,2000,芝,晴,良
7.0,4,4,ルーチェロッサ,牝5,56.0,横山琉,2:01.8,1/2,6,35.6,35.5,2-2-2-3,美浦相沢,470(+2),0,2000,芝,晴,良
8.0,7,7,ブーバー,牝5,56.0,菊沢,2:03.5,10,8,54.8,37.2,1-1-2-2,美浦新開,428(0),0,2000,芝,晴,良
1.0,8,13,ナルカミ,牡3,55.0,戸崎圭,1:44.2,,1,1.2,36.8,1-1-1-1,美浦田中博,496(0),1,1700,ダート,晴,良
2.0,4,6,クラウンシエンタ,牡4,58.0,三浦,1:45.0,5,3,9.0,37.1,7-7-3-2,美浦水野,492(-2),1,1700,ダート,晴,良
3.0,7,12,タナサンブラック,牡5,58.0,荻野極,1:46.3,8,5,38.4,38.0,9-10-6-6,美浦伊坂,508(+4),1,1700,ダート,晴,良
4.0,1,1,ライジンマル,牡4,58.0,津村,1:46.9,3.1/2,2,5.1,38.6,12-12-6-6,美浦竹内,526(0),0,1700,ダート,晴,良
5.0,8,14,トルーマンテソーロ,牡6,58.0,菅原明,1:46.9,ハナ,4,29.8,39.3,2-2-2-3,美浦菊川,530(0),0,1700,ダート,晴,良
6.0,2,2,フラッシング,牡4,58.0,国分恭,1:46.9,アタマ,7,46.4,38.6,4-5-6-6,栗東牧浦,480(-4),0,1700,ダート,晴,良
7.0,6,10,ミヤビクライ,牡6,58.0,菊沢,1:47.1,1.1/4,11,139.6,39.2,3-3-3-4,美浦小島,490(-16),0,1700,ダート,晴,良
8.0,5,8,アースイオス,牡4,58.0,小林凌,1:47.1,アタマ,8,47.5,37.7,14-14-14-13,美浦小西,530(0),0,1700,ダート,晴,良
9.0,3,3,アトラクティーボ,牡6,58.0,武藤,1:47.2,クビ,12,184.3,38.6,9-9-9-9,美浦武藤,526(-4),0,1700,ダート,晴,良
10.0,4,5,モナコブル,牡4,58.0,大野,1:47.2,ハナ,6,41.7,38.4,11-10-12-11,美浦岩戸,466(+2),0,1700,ダート,晴,良
11.0,7,11,セキテイオー,牡6,58.0,江田照,1:47.2,クビ,10,105.2,39.3,4-4-3-4,美浦田中剛,476(0),0,1700,ダート,晴,良
12.0,3,4,イデアユウシン,牡5,58.0,木幡育,1:47.5,1.3/4,9,54.8,38.9,7-7-9-10,美浦松永康,536(-6),0,1700,ダート,晴,良
13.0,6,9,アッティラ,牡5,58.0,横山琉,1:47.8,1.3/4,13,208.0,38.8,12-13-13-13,美浦相沢,448(-10),0,1700,ダート,晴,良
14.0,5,7,デルバイス,牡6,58.0,嶋田,1:47.8,クビ,14,395.8,39.2,6-6-9-11,美浦南田,450(-7),0,1700,ダート,晴,良
1.0,1,1,アンゴラブラック,牝4,56.0,戸崎圭,1:59.3,,1,2.6,35.9,3-5-4-3,美浦尾関,460(-6),1,2000,芝,晴,良
2.0,8,15,アスクナイスショー,牡4,58.0,田辺,1:59.3,ハナ,3,7.7,36.1,2-2-2-2,美浦中舘,500(+12),1,2000,芝,晴,良
3.0,5,10,サトノクローク,牡5,58.0,三浦,1:59.3,クビ,9,38.4,35.4,11-11-9-8,栗東橋口,480(0),1,2000,芝,晴,良
4.0,3,5,ワイドアラジン,牡5,58.0,西塚,1:59.4,1/2,4,7.8,35.8,7-6-7-6,栗東奥村豊,482(0),0,2000,芝,晴,良
5.0,2,4,キュクヌス,牝4,56.0,津村,1:59.5,クビ,2,5.4,36.1,3-3-4-3,栗東池江,448(-4),0,2000,芝,晴,良
6.0,1,2,バロネッサ,牝4,56.0,ルメー,1:59.5,クビ,5,7.9,35.7,8-8-8-8,美浦田中博,514(+2),0,2000,芝,晴,良
7.0,7,14,ウインオーディン,牡5,58.0,石川,1:59.7,1,12,58.5,35.3,13-13-12-12,美浦鹿戸,494(+8),0,2000,芝,晴,良
8.0,6,12,ドラゴンヘッド,牡5,58.0,横山琉,1:59.8,3/4,10,43.8,35.5,11-12-12-10,美浦武藤,448(0),0,2000,芝,晴,良
9.0,4,7,モズマーヴェリック,牡4,58.0,国分恭,1:59.9,1/2,7,16.0,35.8,10-10-11-10,栗東牧浦,478(0),0,2000,芝,晴,良
10.0,3,6,メジャークロニクル,牡6,58.0,柴田大,2:00.1,1.1/4,13,66.2,36.7,6-6-4-3,美浦栗田,542(+8),0,2000,芝,晴,良
11.0,2,3,ニューステソーロ,牝4,56.0,菊沢,2:00.2,クビ,8,27.7,37.1,1-1-1-1,美浦高木,484(-4),0,2000,芝,晴,良
12.0,8,16,ルカランフィースト,牡4,58.0,菅原明,2:00.2,アタマ,6,14.2,36.3,8-8-9-13,美浦鹿戸,484(+6),0,2000,芝,晴,良
13.0,4,8,エンドロール,牡6,58.0,原,2:00.2,アタマ,11,45.7,35.6,13-14-14-14,美浦青木,454(-14),0,2000,芝,晴,良
14.0,5,9,コスモサガルマータ,牡5,58.0,荻野極,2:00.2,アタマ,16,154.1,35.4,16-16-15-16,美浦嘉藤,508(+2),0,2000,芝,晴,良
15.0,7,13,レディベル,牝6,56.0,大野,2:00.3,3/4,15,87.3,35.5,15-15-15-14,美浦辻,536(+2),0,2000,芝,晴,良
16.0,6,11,ライラスター,セ6,58.0,丸山,2:01.0,4,14,66.5,37.7,3-3-3-6,美浦森一,478(-2),0,2000,芝,晴,良
1.0,6,11,オーケーバーディー,牝4,55.0,☆横山琉,1:44.7,,5,11.3,37.2,1-2-1-1,美浦相沢,458(+14),1,1700,ダート,晴,良
2.0,3,5,ヘリオトロープ,牡3,55.0,ルメー,1:45.8,7,1,3.3,37.8,3-3-4-3,美浦萩原,482(0),1,1700,ダート,晴,良
3.0,4,6,ブルータス,牡3,52.0,▲遠藤,1:46.0,3/4,3,4.4,37.8,8-8-6-3,美浦高柳瑞,466(+8),1,1700,ダート,晴,良
4.0,5,9,ミダース,牡4,58.0,津村,1:46.4,2.1/2,9,31.3,38.1,6-6-7-5,美浦栗田,524(+12),0,1700,ダート,晴,良
5.0,8,14,レッドベルダンス,牡3,55.0,嶋田,1:46.8,2.1/2,2,4.3,38.8,6-6-4-5,美浦手塚久,472(-4),0,1700,ダート,晴,良
6.0,7,13,ヴィーデ,牡3,55.0,三浦,1:46.9,1/2,4,10.7,38.4,10-10-9-8,美浦戸田,470(-2),0,1700,ダート,晴,良
7.0,2,2,ノーブルアクト,牝5,56.0,大野,1:47.0,3/4,8,20.5,38.5,10-10-9-9,美浦上原博,502(+4),0,1700,ダート,晴,良
8.0,6,10,タニセンドリーム,牡4,58.0,石橋脩,1:47.4,2.1/2,11,33.6,39.7,3-3-2-2,美浦加藤士,500(0),0,1700,ダート,晴,良
9.0,2,3,ロードソルスティス,牡3,55.0,田辺,1:48.1,4,7,16.3,39.0,14-14-13-11,美浦斎藤誠,520(+22),0,1700,ダート,晴,良
10.0,5,8,イノキ,牡3,55.0,菅原明,1:48.1,ハナ,12,54.3,39.7,5-5-7-10,美浦岩戸,488(0),0,1700,ダート,晴,良
11.0,8,15,クールシェルタ,牡6,55.0,▲石神道,1:48.3,1.1/2,10,33.5,39.0,12-12-14-15,美浦高橋文,504(-2),0,1700,ダート,晴,良
12.0,3,4,トモジャシャトー,牡4,58.0,武藤,1:48.3,ハナ,14,194.5,39.3,8-8-12-13,美浦小笠,478(-8),0,1700,ダート,晴,良
13.0,1,1,スクレイピング,牡3,55.0,戸崎圭,1:48.4,アタマ,6,14.6,39.6,14-14-11-11,美浦尾関,494(-2),0,1700,ダート,晴,良
14.0,7,12,アルマグラース,牝3,53.0,荻野極,1:49.0,4,15,227.6,39.7,13-13-14-13,美浦水野,442(+2),0,1700,ダート,晴,良
15.0,4,7,ジェイエルバース,牡3,55.0,小林凌,1:49.4,2,13,54.4,41.6,2-1-2-5,美浦小西,500(+2),0,1700,ダート,晴,良
1.0,5,5,フリーダムレイン,牡4,60.0,五十嵐,3:15.3,,3,4.5,13.7,1-1-1-1,栗東高橋一,476(-4),1,2860,芝,晴,良
2.0,6,8,ポリトナリティー,牝4,58.0,草野,3:16.0,4,11,70.4,13.7,8-8-5-6,美浦和田雄,422(+2),1,2860,芝,晴,良
3.0,8,12,レッドファーロ,牡6,60.0,西谷誠,3:16.1,クビ,6,23.2,13.7,8-8-5-4,栗東松永幹,526(+6),1,2860,芝,晴,良
4.0,6,7,スマラグドス,牡5,60.0,田村,3:16.3,1.1/4,8,44.0,13.7,5-4-4-3,栗東西園正,488(+8),0,2860,芝,晴,良
5.0,7,10,セファーラジエル,牡7,60.0,高田,3:16.6,2,1,2.4,13.7,2-2-2-2,栗東高柳大,528(-6),0,2860,芝,晴,良
6.0,5,6,カレンマックナイト,牡6,60.0,黒岩,3:17.5,5,10,49.5,13.8,12-12-11-8,栗東平田,454(0),0,2860,芝,晴,良
7.0,8,11,ミラクルジニア,牡4,60.0,上野,3:17.7,1.1/4,4,6.9,13.8,2-2-2-4,美浦粕谷,470(+2),0,2860,芝,晴,良
8.0,1,1,ソルトロング,牡4,60.0,小野寺,3:17.8,3/4,9,45.3,13.8,7-7-8-8,栗東荒川,500(+54),0,2860,芝,晴,良
9.0,7,9,サンライズウェーヴ,牡4,60.0,難波,3:18.6,5,12,74.4,13.9,10-10-11-10,栗東石坂,486(+2),0,2860,芝,晴,良
10.0,2,2,リオンエトワール,セ5,60.0,大江圭,3:18.9,1.3/4,5,17.6,13.9,2-4-9-11,美浦堀内,444(+4),0,2860,芝,晴,良
11.0,4,4,レッドラマンシュ,牡6,60.0,小牧加,3:19.4,3,2,4.0,13.9,5-4-5-6,栗東庄野,482(-2),0,2860,芝,晴,良
12.0,3,3,スピードパンサー,牡4,57.0,▲坂口,3:20.3,5,7,26.2,14.0,11-10-9-12,美浦尾形,504(0),0,2860,芝,晴,良
1.0,1,1,ユウファラオ,牡2,55.0,坂井,1:09.0,,5,19.1,35.8,1-1,栗東森秀,488(+8),1,1200,芝,晴,良
2.0,4,4,トライアンフパス,牝2,55.0,和田竜,1:09.1,クビ,2,2.2,35.6,3-3,栗東宮,458(+2),1,1200,芝,晴,良
3.0,3,3,エボニードール,牝2,55.0,松山,1:09.3,1.1/2,4,10.5,35.5,4-4,栗東寺島,416(-4),1,1200,芝,晴,良
4.0,2,2,ラブルラウザー,牝2,55.0,川田,1:10.0,4,1,1.9,36.7,2-2,栗東大久保,446(0),0,1200,芝,晴,良
5.0,6,6,トモジャプレジール,牡2,55.0,国分優,1:10.1,1/2,3,6.9,36.4,4-4,栗東大根田,418(-2),0,1200,芝,晴,良
6.0,5,5,メイワキラリ,牡2,54.0,☆吉村,1:10.9,5,6,94.6,37.0,6-6,栗東河嶋,456(-4),0,1200,芝,晴,良
1.0,2,4,カルドウェル,牝3,55.0,団野,1:46.3,,6,22.1,39.4,1-1-1-1,栗東中村,466(-12),1,1700,ダート,晴,良
