着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
1.0,8,10,オビドス,牡3,57.0,吉田豊,2:26.9,,2,4.7,35.3,1-1-1-1,美浦高橋文,478(-2),1,2400,芝,曇,良
2.0,1,1,イフルジャンス,牡3,57.0,レーン,2:27.8,5,1,1.5,35.4,8-8-8-7,美浦金成,450(+4),1,2400,芝,曇,良
3.0,7,9,タナハシ,牡3,57.0,菊沢,2:28.3,3,6,31.2,36.5,2-2-2-2,美浦伊坂,496(-16),1,2400,芝,曇,良
4.0,6,6,マイネルフィスキオ,牡3,54.0,▲石神道,2:28.4,1/2,4,12.9,36.2,11-11-5-5,美浦佐藤吉,418(0),0,2400,芝,曇,良
5.0,7,8,デルマジュテーム,牝3,55.0,的場,2:28.6,1,10,223.2,36.6,2-3-3-4,美浦的場,446(-4),0,2400,芝,曇,良
6.0,2,2,エバーグリーン,牡3,54.0,▲石田,2:29.0,2.1/2,9,193.9,36.6,6-6-8-7,美浦青木,432(-2),0,2400,芝,曇,良
7.0,3,3,クラレット,牡3,57.0,菅原明,2:29.4,2.1/2,3,5.2,37.2,5-5-5-5,美浦古賀,492(+2),0,2400,芝,曇,良
8.0,5,5,アレグランサ,牡3,57.0,原,2:29.6,3/4,7,31.6,37.7,4-3-3-2,美浦栗田,484(-4),0,2400,芝,曇,良
9.0,6,7,アイスフィールド,牡3,57.0,小林脩,2:29.9,2,11,463.5,37.5,6-6-7-7,美浦西田,444(-8),0,2400,芝,曇,良
10.0,4,4,レイデアンジェロ,牡3,57.0,三浦,2:30.0,3/4,5,26.5,37.3,10-10-10-10,美浦国枝,500(-4),0,2400,芝,曇,良
11.0,8,11,ドラゴンラック,牡3,57.0,津村,2:31.2,7,8,186.4,38.6,9-9-10-10,美浦相沢,440(+2),0,2400,芝,曇,良
1.0,4,7,ジェイエルバース,牡3,57.0,小林凌,1:24.9,,10,58.4,35.6,1-1,美浦小西,498(-4),1,1400,ダート,曇,良
2.0,3,6,トラストパイロ,牡3,57.0,三浦,1:25.0,クビ,3,5.0,35.6,2-2,美浦田村,494(-4),1,1400,ダート,曇,良
3.0,5,10,キタノライブリー,牝3,55.0,菅原明,1:25.0,ハナ,1,3.3,35.4,3-3,美浦本間,438(+4),1,1400,ダート,曇,良
4.0,4,8,リュトン,牡3,57.0,原,1:26.1,7,13,176.2,35.1,15-16,美浦蛯名正,470(+8),0,1400,ダート,曇,良
5.0,3,5,セラトーン,牡3,57.0,荻野極,1:26.2,3/4,6,14.1,36.1,8-9,美浦尾関,490(-6),0,1400,ダート,曇,良
6.0,6,12,タッカーバリアント,牡3,57.0,ディー,1:26.4,3/4,4,6.1,36.6,5-5,美浦田島,468(+2),0,1400,ダート,曇,良
7.0,2,4,テーオービースト,牡3,57.0,大野,1:26.5,1/2,7,17.5,36.7,5-5,美浦清水英,470(+6),0,1400,ダート,曇,良
8.0,8,16,ガストフロント,牡3,57.0,武藤,1:26.5,クビ,5,12.6,36.6,7-7,美浦水野,452(0),0,1400,ダート,曇,良
9.0,7,14,クルーンチャン,牡3,57.0,岩部,1:26.8,1.1/2,15,439.6,36.5,11-11,美浦萱野,464(+18),0,1400,ダート,曇,良
10.0,1,2,サイモングリット,牡3,57.0,石橋脩,1:26.9,1/2,9,23.9,36.3,16-14,美浦勢司,466(-6),0,1400,ダート,曇,良
11.0,7,13,レクエルド,牡3,57.0,津村,1:27.1,1.1/4,12,100.4,36.8,11-11,美浦奥平,478(-6),0,1400,ダート,曇,良
12.0,6,11,アルテボーイ,牡3,56.0,☆横山琉,1:27.3,3/4,2,4.3,37.0,11-11,美浦斎藤誠,500(-8),0,1400,ダート,曇,良
13.0,5,9,スムースオペレター,牡3,57.0,菊沢,1:27.8,3,11,71.4,37.7,8-9,美浦岩戸,442(+2),0,1400,ダート,曇,良
14.0,1,1,ミエノシリウス,牡3,57.0,丸田,1:27.8,ハナ,14,187.7,37.8,8-7,美浦田中勝,436(-6),0,1400,ダート,曇,良
15.0,8,15,ヘイケ,牡3,54.0,▲石神道,1:27.9,1/2,8,18.0,37.3,14-14,美浦尾形,514(+8),0,1400,ダート,曇,良
16.0,2,3,ミヤイグアス,牝3,55.0,小林脩,1:28.6,4,16,623.0,39.0,3-3,美浦青木,422(-2),0,1400,ダート,曇,良
1.0,3,3,ドリームコア,牝2,55.0,レーン,1:36.7,,1,1.5,34.5,1-1,美浦萩原,488(0),1,1600,芝,曇,良
2.0,1,1,シックスリングス,牝2,55.0,荻野極,1:37.1,2.1/2,4,11.2,34.6,3-4,栗東中内田,442(0),1,1600,芝,曇,良
3.0,7,8,オラヴィンリンナ,牝2,55.0,菅原明,1:37.2,1/2,2,3.3,34.9,2-2,栗東吉岡,490(0),1,1600,芝,曇,良
4.0,8,11,ルージュカルデア,牝2,55.0,津村,1:37.7,3.1/2,3,7.6,35.1,5-4,美浦加藤征,460(0),0,1600,芝,曇,良
5.0,2,2,セルリア,牝2,55.0,大野,1:38.0,1.1/2,6,63.3,34.7,10-10,美浦大和田,448(0),0,1600,芝,曇,良
6.0,7,9,コスモエーヴィヒ,牝2,54.0,☆横山琉,1:38.3,1.3/4,5,22.0,35.3,8-8,美浦伊藤大,450(0),0,1600,芝,曇,良
7.0,5,5,レースクイーン,牝2,55.0,北村宏,1:38.8,3,8,133.8,35.7,9-9,美浦蛯名利,424(0),0,1600,芝,曇,良
8.0,4,4,リオンアンサー,牝2,55.0,内田博,1:39.0,1.1/2,7,112.9,36.4,5-4,美浦佐藤吉,426(0),0,1600,芝,曇,良
9.0,6,6,ナタール,牝2,55.0,岩部,1:39.1,1/2,9,149.4,36.3,7-7,美浦杉浦,488(0),0,1600,芝,曇,良
10.0,6,7,トラストレガート,牝2,52.0,▲石神道,1:39.1,ハナ,10,198.5,35.9,10-10,美浦高橋文,444(0),0,1600,芝,曇,良
11.0,8,10,セニング,牝2,55.0,江田照,1:39.2,3/4,11,238.5,36.9,3-2,美浦深山,446(0),0,1600,芝,曇,良
1.0,8,9,サンアントワーヌ,牝2,55.0,レーン,1:22.6,,1,2.3,34.9,2-2,美浦鹿戸,452(0),1,1400,芝,曇,良
2.0,7,8,カレンデュラ,牝2,55.0,丸田,1:23.3,4,9,122.5,35.1,7-6,美浦南田,416(0),1,1400,芝,曇,良
3.0,5,5,エンヴィーミー,牝2,55.0,三浦,1:23.4,1/2,7,24.3,35.5,5-4,栗東森秀,452(0),1,1400,芝,曇,良
4.0,6,6,クリエープキー,牝2,55.0,木幡巧,1:23.5,1/2,4,6.8,35.9,1-1,美浦牧,434(0),0,1400,芝,曇,良
5.0,4,4,フクチャンショウ,牡2,55.0,ディー,1:23.8,1.3/4,5,6.8,35.9,3-4,美浦加藤征,430(0),0,1400,芝,曇,良
6.0,2,2,ミュージックレイン,牝2,55.0,江田照,1:24.0,1,2,4.5,35.6,9-8,美浦村田,436(0),0,1400,芝,曇,良
7.0,1,1,テンレディーゴー,牡2,55.0,津村,1:24.2,1.1/2,6,16.4,36.0,5-6,美浦菊川,474(0),0,1400,芝,曇,良
8.0,8,10,エンカウンターベイ,牝2,55.0,吉田豊,1:24.6,2.1/2,8,32.6,36.8,3-3,美浦田中剛,432(0),0,1400,芝,曇,良
9.0,7,7,ハミングディスト,牝2,55.0,菅原明,1:25.2,3.1/2,3,6.2,36.8,8-8,美浦嘉藤,472(0),0,1400,芝,曇,良
10.0,3,3,キタイノホシ,牡2,55.0,内田博,1:25.4,1.1/4,10,146.8,36.2,10-10,美浦蛯名利,446(0),0,1400,芝,曇,良
1.0,6,11,ブラーブデシジョン,牡3,57.0,石橋脩,1:37.8,,7,40.2,36.0,11-12,美浦牧,468(+12),1,1600,ダート,曇,良
2.0,5,9,フェアゴー,牡3,57.0,レーン,1:38.0,1.1/4,1,2.0,37.0,5-4,美浦西田,500(-8),1,1600,ダート,曇,良
3.0,8,16,ヴィジブルライト,牡3,57.0,ディー,1:38.0,クビ,2,3.3,37.2,3-3,美浦和田郎,484(-2),1,1600,ダート,曇,良
4.0,2,4,ユウオウマイシン,牡3,57.0,武藤,1:38.1,クビ,5,31.8,36.9,9-7,美浦松永康,462(-8),0,1600,ダート,曇,良
5.0,4,7,レヴァントリ,牡3,57.0,原,1:38.3,1.1/4,6,35.4,36.9,8-9,美浦大和田,474(-6),0,1600,ダート,曇,良
6.0,7,14,ルリモンハナバチ,牝3,52.0,▲佐藤,1:38.4,1/2,16,487.3,37.4,5-4,美浦小手川,450(-6),0,1600,ダート,曇,良
7.0,1,1,ヨドノタイヨウ,牡3,57.0,小林凌,1:38.4,ハナ,13,111.3,36.8,11-10,美浦小西,502(+12),0,1600,ダート,曇,良
8.0,3,6,ベイビーベリッシモ,牡3,57.0,木幡巧,1:38.4,ハナ,8,41.6,37.2,7-7,美浦大和田,486(-2),0,1600,ダート,曇,良
9.0,2,3,ハクサンリバーブ,牡3,57.0,菊沢,1:38.8,2,12,101.0,37.9,4-4,美浦松山,470(+2),0,1600,ダート,曇,良
10.0,6,12,デュピュイドローム,牡3,57.0,内田博,1:38.8,アタマ,3,3.9,38.1,1-1,美浦宮田,520(-8),0,1600,ダート,曇,良
11.0,8,15,イサチルカムカム,牡3,57.0,木幡初,1:39.1,2,9,55.0,38.4,2-2,美浦竹内,416(-8),0,1600,ダート,曇,良
12.0,5,10,ヴェルダリオ,牡3,57.0,菅原明,1:39.1,アタマ,4,26.4,37.5,9-10,美浦高木,510(-2),0,1600,ダート,曇,良
13.0,3,5,ブランクシート,牡3,56.0,☆横山琉,1:39.4,1.1/2,10,77.3,37.5,11-13,美浦小島,450(0),0,1600,ダート,曇,良
14.0,7,13,ロジアヴァンセ,牡3,57.0,野中,1:39.4,クビ,11,80.5,37.3,14-14,美浦新開,492(-8),0,1600,ダート,曇,良
15.0,1,2,ジーティーハッピー,牡3,54.0,▲遠藤,1:39.9,3,15,457.1,37.8,14-14,美浦青木,510(+8),0,1600,ダート,曇,良
16.0,4,8,ダウントゥアース,牡3,57.0,長岡,1:42.9,大,14,394.3,39.3,16-16,美浦尾関,480(-1),0,1600,ダート,曇,良
1.0,2,3,イブニングタイド,牝3,53.0,菅原明,1:21.9,,4,12.0,34.5,4-4,美浦林,448(+6),1,1400,芝,小雨,良
2.0,8,17,ボンヌソワレ,牝3,53.0,ディー,1:21.9,アタマ,1,1.9,34.6,4-4,美浦宮田,442(0),1,1400,芝,小雨,良
3.0,4,7,クリールスル,牝3,53.0,菊沢,1:22.0,クビ,10,49.9,34.1,11-12,美浦矢野,458(+2),1,1400,芝,小雨,良
4.0,6,12,アサクサヴィーナス,牝5,56.0,大野,1:22.0,ハナ,7,22.3,34.4,7-7,美浦高柳瑞,452(0),0,1400,芝,小雨,良
5.0,5,10,フロウアンドライム,牡3,55.0,田辺,1:22.2,1.1/4,3,8.9,34.1,14-16,美浦大和田,450(+6),0,1400,芝,小雨,良
6.0,7,13,チギリ,牝3,53.0,吉田豊,1:22.4,1.1/4,5,13.4,34.0,16-17,美浦鹿戸,460(+2),0,1400,芝,小雨,良
7.0,4,8,ハルオーブ,牡5,58.0,三浦,1:22.4,アタマ,8,33.4,34.6,12-11,美浦武井,462(+2),0,1400,芝,小雨,良
8.0,2,4,キングズブレス,牡4,58.0,レーン,1:22.5,1/2,2,4.5,35.6,1-1,美浦木村,490(-8),0,1400,芝,小雨,良
9.0,8,18,ジャグアール,牡4,58.0,原,1:22.5,アタマ,16,189.5,34.5,14-15,美浦矢野,454(-4),0,1400,芝,小雨,良
10.0,3,5,ラヴスコール,牝4,56.0,津村,1:22.6,1,6,18.9,34.9,7-8,美浦加藤征,424(+2),0,1400,芝,小雨,良
11.0,6,11,プリュノワール,牝4,56.0,荻野極,1:22.6,クビ,14,106.7,35.5,2-2,美浦浅利,444(-8),0,1400,芝,小雨,良
12.0,5,9,イコノスタシス,牝5,56.0,武藤雅,1:22.7,クビ,11,55.8,35.0,7-8,美浦古賀,488(0),0,1400,芝,小雨,良
13.0,7,14,ロンドンアームズ,牝4,56.0,丸山,1:22.7,クビ,13,71.1,34.4,18-17,美浦伊坂,456(0),0,1400,芝,小雨,良
14.0,7,15,アストラッド,牝4,56.0,石川,1:22.8,1/2,12,67.7,35.4,4-4,美浦和田郎,418(+12),0,1400,芝,小雨,良
15.0,1,2,キアニーナ,牝3,53.0,野中,1:23.0,1,15,124.2,35.9,2-2,美浦宮田,500(-2),0,1400,芝,小雨,良
16.0,3,6,ツィスカリーゼ,牡5,58.0,的場,1:23.1,3/4,18,530.2,35.4,7-8,美浦的場,454(-6),0,1400,芝,小雨,良
17.0,8,16,ミニマルデザイン,牝4,56.0,内田博,1:23.2,クビ,17,416.3,35.3,13-12,美浦岩戸,464(+6),0,1400,芝,小雨,良
18.0,1,1,ハッピーパンニャ,牡5,58.0,横山典,1:23.7,3.1/2,9,47.5,35.8,16-12,美浦鈴木伸,500(-12),0,1400,芝,小雨,良
1.0,5,10,ノットイナフ,牡4,58.0,石橋脩,2:10.8,,6,15.5,37.3,3-3-3-4,栗東浜田,474(-2),1,2100,ダート,小雨,良
2.0,5,9,ライジンマル,牡4,58.0,津村,2:10.9,1,2,5.2,37.9,1-1-1-1,美浦竹内,526(-6),1,2100,ダート,小雨,良
3.0,8,16,バナマンテソーロ,牡4,58.0,菊沢,2:11.0,1/2,9,45.3,37.2,6-7-5-5,美浦加藤士,498(-2),1,2100,ダート,小雨,良
4.0,6,11,ニューファウンド,セ3,55.0,石川,2:11.0,ハナ,4,8.4,36.1,15-13-14-14,美浦相沢,506(-4),0,2100,ダート,小雨,良
5.0,3,5,シゲルカミカゼ,牡5,58.0,大野,2:11.2,1.1/4,12,102.7,37.5,5-5-5-5,美浦松山,524(+2),0,2100,ダート,小雨,良
6.0,2,3,シグムンド,牡4,58.0,原,2:11.3,クビ,7,30.8,38.2,2-2-2-2,美浦岩戸,508(+6),0,2100,ダート,小雨,良
7.0,7,13,キャネル,牡4,58.0,武藤,2:11.5,1,10,49.0,36.5,14-15-14-14,美浦手塚久,494(+2),0,2100,ダート,小雨,良
8.0,7,14,レッドリベルタ,牡4,58.0,ディー,2:11.5,クビ,3,5.9,37.8,6-5-5-5,栗東庄野,452(+2),0,2100,ダート,小雨,良
9.0,1,1,タイセイアディクト,牡4,58.0,レーン,2:11.6,1/2,1,2.0,38.3,3-3-3-3,美浦池上,496(0),0,2100,ダート,小雨,良
10.0,3,6,タッチャブル,牡5,58.0,長岡,2:11.7,クビ,13,125.5,37.3,9-9-9-10,栗東中村,520(-2),0,2100,ダート,小雨,良
11.0,1,2,コルサファターレ,牡5,58.0,柴田大,2:11.8,3/4,14,163.4,37.7,8-8-8-8,美浦中川,516(-6),0,2100,ダート,小雨,良
12.0,4,7,セイウンガレオン,セ6,58.0,内田博,2:12.0,1,8,34.5,37.4,12-11-12-11,美浦奥平,528(-4),0,2100,ダート,小雨,良
13.0,4,8,サハラヴァンクール,牡7,58.0,田辺,2:12.3,2,16,291.1,37.2,16-16-16-16,美浦和田勇,488(+4),0,2100,ダート,小雨,良
14.0,8,15,クールブロン,牡5,58.0,荻野極,2:12.5,1.1/4,11,79.5,37.7,12-13-12-13,栗東井上,540(+4),0,2100,ダート,小雨,良
15.0,2,4,シャパリュ,セ4,58.0,菅原明,2:14.5,大,5,14.7,40.2,9-9-10-9,美浦菊沢,504(-4),0,2100,ダート,小雨,良
16.0,6,12,バックスクリーン,セ6,58.0,丸山,2:14.6,クビ,15,274.9,40.1,9-11-11-11,栗東緒方,498(-6),0,2100,ダート,小雨,良
1.0,8,15,アルムラトゥール,牡5,58.0,菊沢,1:35.6,,12,47.7,35.8,6-6,栗東西園翔,494(+4),1,1600,ダート,小雨,良
2.0,4,7,ジャスパーロブスト,セ4,58.0,丸山,1:35.9,1.1/2,3,6.8,37.5,1-1,栗東森秀,500(+8),1,1600,ダート,小雨,良
3.0,8,16,ガンウルフ,牡5,58.0,横山琉,1:35.9,クビ,4,9.4,36.9,4-4,栗東藤岡,488(-8),1,1600,ダート,小雨,良
4.0,3,5,ヴィヴァン,牡7,58.0,荻野極,1:35.9,ハナ,11,34.6,36.7,5-5,栗東池江,494(0),0,1600,ダート,小雨,良
5.0,1,1,フルオール,牡6,58.0,菅原明,1:36.0,クビ,8,15.3,35.5,11-11,美浦斎藤誠,482(0),0,1600,ダート,小雨,良
6.0,1,2,ヴァンドーム,牡4,58.0,レーン,1:36.0,クビ,2,3.8,35.7,8-9,栗東安田,502(-4),0,1600,ダート,小雨,良
7.0,5,10,レッドラパルマ,セ6,58.0,三浦,1:36.1,クビ,7,14.8,37.3,3-3,美浦加藤征,496(-4),0,1600,ダート,小雨,良
8.0,7,14,バルミュゼット,牡6,58.0,原優介,1:36.5,2.1/2,14,154.6,36.7,8-6,栗東藤野,522(-4),0,1600,ダート,小雨,良
9.0,2,4,ジョディーズマロン,牡7,58.0,横山典,1:36.5,クビ,5,13.2,34.3,16-16,栗東北出,478(0),0,1600,ダート,小雨,良
10.0,4,8,スターペスカオリ,牝5,56.0,丸田,1:36.5,ハナ,13,140.8,35.9,11-11,栗東石橋,460(-2),0,1600,ダート,小雨,良
10.0,7,13,グラスシフォン,牝5,56.0,大野,1:36.5,ハナ,16,204.5,36.1,8-10,美浦松山,438(+6),0,1600,ダート,小雨,良
12.0,3,6,ナイトアクアリウム,牡5,58.0,長岡,1:36.6,1/2,1,3.4,35.1,14-15,栗東杉山佳,496(0),0,1600,ダート,小雨,良
13.0,2,3,マイネルカーライル,牡5,58.0,津村,1:36.9,1.3/4,9,18.7,38.3,2-2,栗東西園正,524(-2),0,1600,ダート,小雨,良
14.0,6,11,ビートエモーション,セ6,58.0,石橋脩,1:38.1,7,15,159.6,36.8,14-14,美浦上原佑,502(+2),0,1600,ダート,小雨,良
15.0,6,12,シャンデルナゴル,牡5,58.0,石川,1:38.1,クビ,10,24.8,38.0,7-8,栗東石坂,494(+2),0,1600,ダート,小雨,良
16.0,5,9,バトルハーデン,牡5,58.0,田辺,1:38.2,1/2,6,14.0,37.1,13-13,栗東矢作,534(+4),0,1600,ダート,小雨,良
1.0,6,12,パラサイコロジー,牝3,53.0,大野,1:23.7,,1,2.8,36.1,1-1,美浦新開,476(+10),1,1400,ダート,小雨,良
2.0,8,16,モーニングマジック,牝3,53.0,三浦,1:24.3,4,2,3.7,35.8,10-9,美浦武藤,524(+2),1,1400,ダート,小雨,良
3.0,7,14,ルージュナリッシュ,牝3,53.0,ディー,1:24.8,2.1/2,3,3.9,36.6,8-5,美浦国枝,444(-4),1,1400,ダート,小雨,良
4.0,1,2,アトリウムチャペル,牝4,56.0,レーン,1:25.1,2,4,9.9,36.4,10-11,美浦浅利,426(+2),0,1400,ダート,小雨,良
5.0,4,8,シュレン,牝3,52.0,☆横山琉,1:25.1,ハナ,5,15.2,36.6,8-9,美浦千葉,390(+18),0,1400,ダート,小雨,良
6.0,2,4,アルプスオジョー,牝4,56.0,小林凌,1:25.3,1,14,200.1,35.8,16-15,美浦小西,500(-15),0,1400,ダート,小雨,良
7.0,4,7,エンプレスフレーム,牝3,53.0,原,1:25.3,クビ,7,26.2,37.1,5-5,美浦上原博,446(+2),0,1400,ダート,小雨,良
8.0,6,11,ミスヨシゼン,牝4,56.0,石橋脩,1:25.5,1.1/4,11,85.2,36.1,15-15,美浦本間,492(0),0,1400,ダート,小雨,良
9.0,3,6,サブアトミック,牝3,53.0,木幡巧,1:25.6,1/2,10,52.7,36.8,10-13,美浦伊藤圭,468(+2),0,1400,ダート,小雨,良
10.0,3,5,エスグラシア,牝6,53.0,▲水沼,1:25.7,3/4,15,227.0,36.8,14-13,美浦加藤和,474(+4),0,1400,ダート,小雨,良
11.0,8,15,ユニヴェールアン,牝4,53.0,▲石田,1:25.9,1,16,333.5,38.1,2-2,美浦中川,486(+6),0,1400,ダート,小雨,良
12.0,1,1,ビーコ,牝3,53.0,木幡初,1:26.1,1,9,35.6,37.7,6-7,美浦竹内,482(0),0,1400,ダート,小雨,良
13.0,5,9,アイアンソリッド,牝3,53.0,菅原明,1:26.1,アタマ,6,20.1,37.7,6-7,美浦本間,454(+14),0,1400,ダート,小雨,良
14.0,7,13,サードウインド,牝3,53.0,津村,1:26.5,2.1/2,8,27.1,38.5,4-3,美浦西田,444(-4),0,1400,ダート,小雨,良
15.0,2,3,エポカスピーガ,牝3,53.0,江田照,1:26.9,2.1/2,13,127.7,38.9,2-3,美浦田中剛,482(0),0,1400,ダート,小雨,良
16.0,5,10,ブルスケッタ,牝4,56.0,菊沢,1:27.0,クビ,12,109.9,38.4,10-11,美浦小手川,508(+2),0,1400,ダート,小雨,良
1.0,7,14,フクキタテーラー,牝3,55.0,菱田,1:55.8,,5,15.0,38.6,13-13-9-6,栗東緒方,422(0),1,1800,ダート,曇,稍
2.0,6,12,エスタンシア,牝3,54.0,☆吉村,1:55.9,1/2,1,1.5,39.6,3-3-2-2,栗東松下,456(0),1,1800,ダート,曇,稍
3.0,5,9,ヴァリオーサ,牝3,55.0,坂井,1:56.1,1.1/4,3,10.6,39.9,2-2-1-1,栗東武幸,472(-2),1,1800,ダート,曇,稍
4.0,6,11,コスモサンビタリア,牝3,55.0,小崎,1:56.3,3/4,7,57.3,39.8,4-5-4-3,栗東西園翔,448(+4),0,1800,ダート,曇,稍
5.0,7,13,エーデルワイス,牝3,55.0,幸,1:56.9,4,2,3.8,39.4,14-15-12-10,栗東渡辺,486(0),0,1800,ダート,曇,稍
6.0,4,7,スリーローズ,牝3,55.0,田口,1:57.3,2,9,82.1,39.7,14-14-12-12,栗東谷,486(-6),0,1800,ダート,曇,稍
7.0,1,2,ラグナトーレ,牝3,51.0,★河原田,1:57.7,2.1/2,4,13.7,40.6,7-8-8-9,栗東角田,460(+12),0,1800,ダート,曇,稍
8.0,3,6,ドナコルコバド,牝3,55.0,和田竜,1:57.8,3/4,11,171.3,41.2,4-3-4-3,栗東今野,488(+6),0,1800,ダート,曇,稍
9.0,1,1,スワローサプライズ,牝3,55.0,泉谷,1:58.4,3.1/2,8,63.6,41.6,7-6-6-7,栗東杉山晴,462(+8),0,1800,ダート,曇,稍
10.0,2,4,ヨドギミ,牝3,55.0,岩田望,1:59.9,9,6,20.1,43.1,10-10-6-7,栗東中村,470(+2),0,1800,ダート,曇,稍
11.0,8,15,ノワスティエ,牝3,53.0,◇今村,2:00.4,3,12,192.3,42.5,9-9-12-13,栗東飯田,434(-8),0,1800,ダート,曇,稍
12.0,2,3,メイショウオハコ,牝3,53.0,◇永島,2:00.6,1,13,248.0,43.3,10-11-9-10,栗東高橋亮,404(-2),0,1800,ダート,曇,稍
13.0,4,8,アルファベガ,牝3,55.0,団野,2:00.8,1.1/2,15,337.6,44.5,1-1-2-5,栗東須貝,428(-6),0,1800,ダート,曇,稍
14.0,3,5,メイショウイントロ,牝3,54.0,☆高杉,2:01.5,4,10,118.9,43.5,10-11-15-14,栗東飯田,464(-6),0,1800,ダート,曇,稍
15.0,5,10,エスタトゥイル,牝3,55.0,藤懸,2:03.2,10,14,295.9,45.0,16-16-15-15,栗東石坂,482(+8),0,1800,ダート,曇,稍
16.0,8,16,コイスルシャチョウ,牝3,52.0,▲田山,2:04.1,5,16,582.1,46.2,6-6-9-15,栗東佐藤悠,484(-1),0,1800,ダート,曇,稍
1.0,5,9,ケイアイブイスリー,牡3,57.0,和田竜,1:25.3,,7,23.9,37.9,2-2,栗東平田,444(0),1,1400,ダート,曇,稍
2.0,8,15,モズフラッシュ,牝3,55.0,幸,1:25.6,2,1,3.0,37.9,5-3,栗東畑端,516(-4),1,1400,ダート,曇,稍
3.0,7,13,バルミラクル,牡3,57.0,鮫島良,1:25.7,1/2,3,6.3,38.1,2-3,栗東河嶋,446(+2),1,1400,ダート,曇,稍
4.0,2,4,ボーヌロマネ,牡3,57.0,坂井,1:25.8,1/2,5,9.8,37.6,12-11,栗東橋口,440(+2),0,1400,ダート,曇,稍
5.0,5,10,ハッコウイチウ,牡3,56.0,☆吉村,1:26.1,1.3/4,2,3.2,38.4,5-5,栗東杉山晴,494(0),0,1400,ダート,曇,稍
6.0,8,16,キタサンライザー,牡3,57.0,岩田望,1:26.1,ハナ,4,6.4,38.2,9-7,栗東清水久,468(-2),0,1400,ダート,曇,稍
7.0,6,11,アカオー,牡3,56.0,☆高杉,1:26.7,3.1/2,10,59.5,38.8,5-9,栗東浜田,452(+2),0,1400,ダート,曇,稍
8.0,4,8,ザイル,牡3,57.0,松山,1:26.7,アタマ,6,15.1,39.5,1-1,栗東小栗,498(+6),0,1400,ダート,曇,稍
9.0,7,14,エイシンヤタガラス,牡3,57.0,田口,1:26.7,ハナ,8,24.5,38.7,9-10,栗東渡辺,474(-6),0,1400,ダート,曇,稍
10.0,3,6,メイショウアイク,牡3,57.0,角田和,1:27.3,3.1/2,9,54.6,39.5,8-7,栗東石橋,504(-8),0,1400,ダート,曇,稍
