着順,枠番,馬番,馬名,年齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重（増減）,is_top3,距離,種類,天候,馬場
9.0,5,10,セイスイミリオン,牡3,54.0,▲遠藤,2:15.6,3,10,64.1,39.1,12-14-11-13,美浦堀内,488(0),0,2100,ダート,晴,良
10.0,4,7,アイスフィールド,牡3,54.0,▲水沼,2:15.9,1.1/2,15,299.0,39.1,16-14-15-14,美浦西田,442(-2),0,2100,ダート,晴,良
11.0,7,14,レイネイル,牝3,55.0,木幡巧,2:16.6,4,14,254.6,40.7,10-11-9-9,美浦稲垣,442(+2),0,2100,ダート,晴,良
12.0,1,2,ユースフルネス,牡3,54.0,▲佐藤,2:16.6,ハナ,16,427.6,40.5,12-12-11-11,美浦小野,458(+6),0,2100,ダート,晴,良
13.0,5,9,ロジピエルフ,牡3,57.0,野中,2:18.8,大,9,29.6,41.2,10-10-16-16,美浦稲垣,480(-10),0,2100,ダート,晴,良
14.0,6,12,クリスティテソーロ,牡3,57.0,大野,2:19.3,3.1/2,12,235.2,43.2,8-9-11-11,美浦畠山,544(+14),0,2100,ダート,晴,良
15.0,8,16,ミヤビバエル,牡3,54.0,▲石神道,2:20.4,7,11,219.1,43.4,15-14-11-15,美浦高橋文,464(+2),0,2100,ダート,晴,良
,2,4,ファイアーワークス,牡3,57.0,杉原,,,13,252.3,,5-3-4-6,美浦加藤征,582(+8),0,2100,ダート,晴,良
1.0,2,3,サクラファレル,牡3,57.0,レーン,1:46.3,,2,2.1,34.7,1-1-1,美浦堀,508(-2),1,1800,芝,晴,良
2.0,1,2,マイネルアズーロ,牡3,57.0,津村,1:47.0,4,5,24.4,35.1,5-4-4,美浦鹿戸,460(0),1,1800,芝,晴,良
3.0,1,1,オルグジェシダ,牝3,55.0,戸崎圭,1:47.3,2,1,2.0,35.2,8-7-6,美浦宮田,476(-4),1,1800,芝,晴,良
4.0,3,5,ネポティズムベビー,牝3,55.0,岩田望,1:47.7,2,3,10.5,35.5,6-8-8,美浦嘉藤,492(-10),0,1800,芝,晴,良
5.0,2,4,ウインバーテックス,牡3,57.0,ディー,1:47.9,1.1/4,8,59.7,35.8,2-5-6,美浦清水英,460(0),0,1800,芝,晴,良
6.0,7,13,ウーバーストロング,牡3,54.0,▲佐藤,1:48.1,1.1/4,6,41.3,36.4,2-2-2,美浦杉浦,454(-4),0,1800,芝,晴,良
7.0,4,7,メイショウヒンカク,セ3,57.0,江田照,1:48.1,クビ,4,24.2,35.8,9-9-8,美浦蛯名正,476(-4),0,1800,芝,晴,良
8.0,5,10,アクデニズ,牡3,56.0,☆横山琉,1:48.1,ハナ,16,380.5,36.1,6-5-4,美浦小笠,472(+6),0,1800,芝,晴,良
9.0,7,14,ラッキーダンス,牝3,52.0,▲石田,1:48.4,1.1/2,14,188.1,35.7,9-12-12,美浦新開,442(-6),0,1800,芝,晴,良
10.0,5,9,ブライトゲイザー,牡3,57.0,丸山,1:48.6,1,10,115.9,36.1,11-11-10,美浦田中勝,496(-8),0,1800,芝,晴,良
11.0,4,8,サンタアナウインド,牝3,52.0,▲石神道,1:48.8,1.1/2,12,153.2,36.3,11-9-10,美浦古賀,450(+14),0,1800,芝,晴,良
12.0,8,16,サマーツアー,牡3,57.0,嶋田,1:48.9,クビ,7,43.6,36.1,11-13-12,美浦矢嶋,476(-4),0,1800,芝,晴,良
13.0,3,6,ムーンレイデオ,牝3,55.0,石橋脩,1:49.1,1.1/2,9,109.0,37.4,2-2-2,美浦小野,440(+8),0,1800,芝,晴,良
14.0,6,11,トキノカンピオーネ,牡3,57.0,原,1:50.4,8,11,116.9,37.1,14-14-14,美浦矢野,488(-10),0,1800,芝,晴,良
15.0,6,12,ブレイントゥルー,牡3,57.0,吉田豊,1:51.1,4,13,183.9,37.8,15-14-14,美浦久保田,494(+8),0,1800,芝,晴,良
16.0,8,15,フォルスマジック,牡3,57.0,内田博,1:53.1,大,15,349.7,39.7,15-14-16,美浦菊川,484(-2),0,1800,芝,晴,良
1.0,4,7,サノノグレーター,牡2,54.0,☆横山琉,1:34.6,,5,23.3,33.9,12-11,美浦尾形,466(0),1,1600,芝,晴,良
2.0,1,1,マゲバスピード,牡2,55.0,ディー,1:34.8,3/4,4,6.5,35.3,1-1,栗東藤原,496(0),1,1600,芝,晴,良
3.0,8,15,ダーリングハースト,牝2,55.0,レーン,1:35.3,3,1,2.6,35.1,8-7,美浦国枝,448(0),1,1600,芝,晴,良
4.0,4,8,ウィングブルー,牝2,55.0,戸崎圭,1:35.3,クビ,2,3.3,35.4,3-3,美浦斎藤誠,506(0),0,1600,芝,晴,良
5.0,6,12,シャルトル,牡2,55.0,三浦,1:35.8,3,3,5.5,35.8,5-5,美浦栗田,440(0),0,1600,芝,晴,良
6.0,3,5,トルネードアイル,牡2,55.0,荻野極,1:35.8,ハナ,6,26.4,35.6,8-7,美浦鹿戸,482(0),0,1600,芝,晴,良
7.0,8,16,セイウンリメンバー,牡2,55.0,津村,1:35.8,クビ,7,29.0,36.0,3-3,美浦千葉,474(0),0,1600,芝,晴,良
8.0,5,9,ゴットタレント,牡2,55.0,杉原,1:35.9,1/2,14,120.8,35.7,6-7,美浦田村,450(0),0,1600,芝,晴,良
9.0,2,4,ロンドンプライド,牝2,55.0,吉田豊,1:36.0,1/2,12,110.7,35.5,10-10,美浦竹内,456(0),0,1600,芝,晴,良
10.0,7,14,ハッピーラッキー,牡2,55.0,丸田,1:36.8,5,8,36.8,36.7,6-5,美浦武市,468(0),0,1600,芝,晴,良
11.0,6,11,マーゴットブロー,牡2,55.0,野中,1:36.9,3/4,15,125.0,35.8,13-13,美浦伊坂,496(0),0,1600,芝,晴,良
12.0,1,2,ナフセッド,牡2,55.0,岩田望,1:37.2,1.3/4,13,120.6,36.0,14-14,美浦中川,460(0),0,1600,芝,晴,良
13.0,2,3,カズノダイジョウ,牝2,55.0,団野,1:37.5,1.1/2,11,90.2,38.0,2-2,美浦浅利,506(0),0,1600,芝,晴,良
14.0,7,13,ティナンヴァランタ,牝2,55.0,丸山,1:38.4,5,9,38.4,36.7,15-15,美浦森一,428(0),0,1600,芝,晴,良
15.0,3,6,ヘラクレステソーロ,牡2,55.0,木幡巧,1:38.4,アタマ,10,41.0,36.5,16-16,美浦高木,444(0),0,1600,芝,晴,良
16.0,5,10,マランドロ,牡2,55.0,原,1:38.5,1/2,16,230.5,37.8,11-11,美浦奥平,456(0),0,1600,芝,晴,良
1.0,7,14,ランドスター,牡2,55.0,丸田,1:23.1,,9,23.8,35.5,2-2,美浦柄崎,506(0),1,1400,芝,晴,良
2.0,1,2,エコールナヴァール,牝2,55.0,戸崎圭,1:23.5,2.1/2,1,3.8,35.4,5-4,美浦森一,474(0),1,1400,芝,晴,良
3.0,2,3,コパノトーマス,牡2,55.0,原,1:23.6,3/4,7,19.4,35.3,9-7,美浦青木,464(0),1,1400,芝,晴,良
4.0,4,7,ホットゥトロット,牡2,55.0,大野,1:24.1,2.1/2,12,51.9,36.3,3-3,美浦堀内,446(0),0,1400,芝,晴,良
5.0,5,10,トワニ,牝2,55.0,団野大,1:24.2,3/4,4,6.3,35.0,13-13,美浦蛯名正,406(0),0,1400,芝,晴,良
6.0,4,8,ニシノスフィンクス,牝2,55.0,内田博,1:24.4,1.1/2,13,72.8,36.3,4-4,美浦深山,430(0),0,1400,芝,晴,良
7.0,7,13,ノブステップ,牡2,52.0,▲石田,1:24.4,ハナ,16,186.8,35.8,7-9,美浦田中勝,412(0),0,1400,芝,晴,良
8.0,2,4,アイファーアイドル,牡2,55.0,野中,1:24.9,3,11,50.7,36.5,7-7,美浦蛯名利,474(0),0,1400,芝,晴,良
9.0,5,9,アーガイルショア,牝2,55.0,レーン,1:24.9,クビ,2,4.0,36.1,10-10,栗東安田,494(0),0,1400,芝,晴,良
10.0,3,6,カンレイスター,牝2,55.0,荻野極,1:25.0,1/2,3,5.4,36.8,5-6,美浦矢野,446(0),0,1400,芝,晴,良
11.0,3,5,リアアーテシアン,牝2,53.0,◇今村,1:25.9,5,5,12.6,36.9,12-12,美浦武井,396(0),0,1400,芝,晴,良
12.0,8,15,エコログロウ,牡2,55.0,三浦,1:26.0,クビ,6,12.9,37.2,10-10,栗東牧浦,546(0),0,1400,芝,晴,良
13.0,6,12,イトハマー,牡2,55.0,木幡巧,1:28.1,大,14,102.4,40.7,1-1,美浦牧,510(0),0,1400,芝,晴,良
14.0,8,16,ビレッジルイーザ,牝2,55.0,岩田望,1:28.4,2,8,21.7,38.6,13-14,美浦伊藤圭,436(0),0,1400,芝,晴,良
15.0,6,11,トコトコリズム,牝2,55.0,柴田大,1:32.2,大,15,127.3,41.7,16-16,美浦粕谷,384(0),0,1400,芝,晴,良
,1,1,アングレット,牝2,55.0,岩部,,,10,30.9,,15-15,美浦浅利,474(0),0,1400,芝,晴,良
1.0,1,1,リュウノタブーク,牝4,56.0,嶋田,1:36.5,,9,34.0,37.9,1-1,美浦伊坂,440(-17),1,1600,ダート,晴,良
2.0,7,14,タマモカンパネラ,牝3,50.0,★谷原,1:36.6,クビ,8,22.4,37.4,4-4,美浦伊藤圭,504(+6),1,1600,ダート,晴,良
3.0,3,6,ラヴアンドライク,牝3,53.0,原,1:36.6,アタマ,5,15.5,37.7,2-2,美浦稲垣,480(0),1,1600,ダート,晴,良
4.0,8,16,ミランカ,牝4,56.0,木幡巧,1:36.9,2,14,270.1,38.0,2-2,美浦岩戸,466(-4),0,1600,ダート,晴,良
5.0,1,2,ホシニネガイヲ,牝3,53.0,三浦,1:37.1,1.1/4,6,16.2,37.3,10-10,美浦竹内,434(+2),0,1600,ダート,晴,良
6.0,2,3,クラリネットソナタ,牝3,53.0,ディー,1:37.3,3/4,1,1.7,36.7,12-12,美浦田中博,488(-2),0,1600,ダート,晴,良
7.0,4,7,ヴァズレーヌ,牝4,56.0,レーン,1:37.5,1.1/4,2,5.5,37.9,7-7,美浦嘉藤,470(+2),0,1600,ダート,晴,良
8.0,2,4,カポレイラ,牝3,52.0,☆横山琉,1:37.6,クビ,11,44.1,37.9,7-9,美浦中舘,432(-10),0,1600,ダート,晴,良
9.0,4,8,キョウエイフロイデ,牝4,56.0,江田照,1:37.8,1.1/4,4,13.1,36.4,14-14,美浦中川,488(+10),0,1600,ダート,晴,良
10.0,3,5,セリオーソ,牝5,56.0,荻野極,1:38.0,1.1/2,10,38.4,38.4,7-7,美浦高柳瑞,450(-2),0,1600,ダート,晴,良
11.0,5,10,イラーナ,牝4,56.0,津村,1:38.4,2,3,11.4,39.0,4-6,美浦林,448(+2),0,1600,ダート,晴,良
12.0,5,9,カーリングホリデー,牝4,53.0,▲石田,1:38.8,2.1/2,15,276.6,38.6,10-11,美浦田中勝,470(+4),0,1600,ダート,晴,良
13.0,8,15,シュテルンロット,牝5,54.0,◇今村,1:39.1,1.3/4,16,312.1,37.9,13-13,栗東高橋康,448(+8),0,1600,ダート,晴,良
14.0,6,11,シルヴァティカ,牝5,56.0,石橋脩,1:39.1,ハナ,12,170.1,37.4,14-15,美浦古賀,472(+2),0,1600,ダート,晴,良
15.0,7,13,マルコタージュ,牝4,56.0,内田博,1:39.1,ハナ,13,221.9,37.1,16-16,美浦小島,464(+4),0,1600,ダート,晴,良
16.0,6,12,シュヴァルム,牝3,53.0,丸田,1:41.5,大,7,17.2,42.3,4-4,美浦尾関,458(-6),0,1600,ダート,晴,良
1.0,1,1,マイネルフォルツァ,牡5,58.0,ディー,1:33.9,,7,33.1,35.6,3-3,美浦金成,514(-12),1,1600,芝,晴,良
2.0,7,13,ギフテッド,牝3,51.0,◇今村,1:34.0,1/2,11,47.3,35.5,5-5,美浦武井,450(+8),1,1600,芝,晴,良
3.0,8,14,アルメントフーベル,牝3,53.0,戸崎圭,1:34.0,クビ,1,2.9,35.1,9-9,美浦宮田,462(-2),1,1600,芝,晴,良
4.0,7,12,ゴールドシーン,セ5,58.0,津村,1:34.1,クビ,5,14.8,35.0,13-12,美浦林,454(-2),0,1600,芝,晴,良
5.0,2,3,エンペラーズソード,セ3,55.0,木幡巧,1:34.2,3/4,2,4.0,36.0,2-2,美浦高木,490(+4),0,1600,芝,晴,良
6.0,6,10,バンブルビー,牡3,55.0,田辺,1:34.2,アタマ,6,16.9,36.4,1-1,美浦小西,464(0),0,1600,芝,晴,良
7.0,5,9,ディバイングレース,牝5,56.0,内田博,1:34.3,クビ,12,89.8,35.3,14-12,美浦蛯名正,448(+12),0,1600,芝,晴,良
8.0,6,11,ヴァンガーズハート,セ6,58.0,荻野極,1:34.3,ハナ,8,39.0,36.0,3-3,美浦鹿戸,526(-4),0,1600,芝,晴,良
9.0,3,4,レイククレセント,牝4,56.0,レーン,1:34.5,1,3,4.7,36.0,7-5,美浦大竹,416(0),0,1600,芝,晴,良
10.0,3,5,リヤンドゥミラクル,牝4,56.0,団野,1:34.7,1.1/4,14,201.1,36.2,5-5,美浦和田勇,432(-14),0,1600,芝,晴,良
11.0,4,6,ブルーベリーフィズ,牝3,53.0,三浦,1:34.8,1,4,5.5,36.1,7-8,美浦木村,482(+2),0,1600,芝,晴,良
12.0,8,15,エルマーゴ,牡3,55.0,岩田望,1:34.9,クビ,10,47.1,36.1,10-9,美浦加藤征,470(-2),0,1600,芝,晴,良
13.0,4,7,ラインアルテミス,牝3,53.0,江田照,1:35.0,3/4,9,46.0,35.8,14-15,美浦武藤,512(-3),0,1600,芝,晴,良
14.0,5,8,エコロライジン,牡4,58.0,石橋脩,1:35.5,3,13,131.3,36.7,10-9,美浦矢野,468(+4),0,1600,芝,晴,良
15.0,2,2,アルヴィエンヌ,牝5,56.0,野中,1:37.6,大,15,337.2,38.5,10-12,美浦浅利,476(-4),0,1600,芝,晴,良
1.0,8,16,トクシーカイザー,牡5,58.0,横山琉,1:23.4,,6,9.3,36.5,4-4,美浦小島,486(+10),1,1400,ダート,晴,良
2.0,6,12,スズカコーズ,牡5,58.0,三浦,1:23.9,3,3,6.8,36.7,4-5,美浦伊藤圭,502(+4),1,1400,ダート,晴,良
3.0,2,3,ミライテーラー,牝4,56.0,中井,1:24.0,3/4,7,17.6,36.2,11-10,栗東緒方,476(-6),1,1400,ダート,晴,良
4.0,1,2,クインズデネブ,牝4,56.0,団野大,1:24.1,3/4,4,7.0,36.1,11-11,美浦小島,430(+12),0,1400,ダート,晴,良
5.0,4,8,セントラルヴァレー,セ4,58.0,荻野極,1:24.2,クビ,5,7.2,37.6,2-2,美浦栗田,472(-12),0,1400,ダート,晴,良
6.0,7,14,バロン,牝4,56.0,内田博,1:24.2,クビ,14,95.3,37.0,7-5,美浦手塚久,478(0),0,1400,ダート,晴,良
7.0,6,11,トリリオンボーイ,牡3,55.0,吉田豊,1:24.3,クビ,2,4.9,35.9,13-13,美浦武井,480(+4),0,1400,ダート,晴,良
8.0,2,4,バイファーザベスト,牡6,58.0,石橋脩,1:24.4,3/4,12,68.4,36.9,7-8,栗東清水久,528(-4),0,1400,ダート,晴,良
9.0,7,13,クレイヴィンオナー,牡4,58.0,岩田望,1:24.9,3,8,23.3,37.0,10-11,美浦嘉藤,528(+4),0,1400,ダート,晴,良
10.0,1,1,トロピカルヒーロー,牡5,58.0,野中,1:25.4,3,16,141.3,36.7,15-15,美浦根本,528(-10),0,1400,ダート,晴,良
11.0,8,15,ゴールデンエール,牡5,58.0,大野,1:25.8,2,11,59.3,38.2,9-8,美浦杉浦,514(-2),0,1400,ダート,晴,良
12.0,4,7,ウィップスティッチ,牝4,56.0,戸崎圭,1:26.0,1.1/4,1,3.2,38.8,4-5,栗東庄野,494(-6),0,1400,ダート,晴,良
13.0,3,6,レッドセニョール,牡4,58.0,石川,1:26.1,1/2,13,91.3,37.3,15-15,美浦矢嶋,486(-4),0,1400,ダート,晴,良
14.0,5,10,マイネルディレクト,牡4,58.0,津村,1:26.2,1/2,10,46.0,39.8,1-1,美浦伊藤大,502(+2),0,1400,ダート,晴,良
15.0,5,9,シュバルツガイスト,牡5,58.0,原,1:27.1,5,15,130.9,40.4,2-3,美浦国枝,506(+2),0,1400,ダート,晴,良
16.0,3,5,メラーキ,牡8,58.0,丸田,1:27.6,3,9,45.5,39.3,13-13,美浦稲垣,486(-4),0,1400,ダート,晴,良
1.0,7,13,セフィロ,牝5,56.0,岩田望,1:21.2,,7,26.6,33.5,11-10,美浦菊沢,464(-8),1,1400,芝,晴,良
2.0,8,16,スマートワイス,牡4,58.0,田辺,1:21.2,アタマ,4,14.9,33.7,9-7,栗東大久保,494(+14),1,1400,芝,晴,良
3.0,5,10,ユキマル,牡5,58.0,木幡巧,1:21.3,クビ,9,30.1,33.4,15-14,美浦尾形,494(-6),1,1400,芝,晴,良
4.0,4,7,シンバーシア,牝4,56.0,レーン,1:21.4,3/4,2,4.6,34.4,2-2,美浦萩原,450(-6),0,1400,芝,晴,良
5.0,5,9,アクートゥス,牡5,58.0,内田博,1:21.7,2,15,122.6,34.6,3-2,栗東藤原,462(-4),0,1400,芝,晴,良
6.0,6,12,ヴェサリウス,牡4,58.0,三浦,1:21.7,アタマ,10,40.2,34.1,10-10,美浦菊沢,480(+2),0,1400,芝,晴,良
7.0,2,3,ピックアチェリー,牝4,56.0,大野,1:21.8,クビ,5,22.1,33.5,16-16,美浦和田郎,434(-6),0,1400,芝,晴,良
8.0,6,11,コスモアディラート,牡7,58.0,石川,1:21.8,ハナ,8,29.5,34.9,1-1,美浦和田郎,514(-2),0,1400,芝,晴,良
9.0,4,8,テーオーグランビル,牡5,58.0,津村明,1:21.9,3/4,11,47.2,34.4,6-7,栗東上村,496(0),0,1400,芝,晴,良
10.0,7,14,サクセスアイ,牝5,56.0,亀田,1:22.0,1/2,6,26.6,34.6,6-6,栗東北出,438(-2),0,1400,芝,晴,良
11.0,3,6,スプレモフレイバー,牡5,58.0,吉田豊,1:22.0,クビ,16,184.0,34.1,13-14,美浦久保田,488(+12),0,1400,芝,晴,良
12.0,2,4,オメガウインク,牝4,56.0,ディー,1:22.2,1.1/4,3,10.3,34.4,11-12,美浦大和田,472(-2),0,1400,芝,晴,良
13.0,1,2,ウインアイオライト,牝5,56.0,横山琉,1:22.3,アタマ,12,60.9,35.1,3-4,美浦矢嶋,480(-2),0,1400,芝,晴,良
14.0,8,15,ジュノー,セ7,58.0,江田照,1:22.3,クビ,14,93.2,34.5,13-12,美浦田中勝,528(-8),0,1400,芝,晴,良
15.0,1,1,モンドデラモーレ,牡3,55.0,戸崎圭,1:22.7,2,1,1.7,35.2,6-7,美浦千葉,480(-4),0,1400,芝,晴,良
16.0,3,5,フライングブレード,牡5,58.0,団野,1:23.3,3.1/2,13,69.5,36.0,3-4,栗東飯田,482(-10),0,1400,芝,晴,良
1.0,3,6,フウセツ,牡3,55.0,大野,1:23.8,,4,6.5,36.5,5-5,美浦鈴木慎,484(+6),1,1400,ダート,晴,良
2.0,8,16,スプランドゥール,牡4,58.0,柴田大,1:23.9,1/2,6,9.1,35.5,13-13,美浦和田雄,466(-4),1,1400,ダート,晴,良
3.0,4,8,リプレゼント,牡5,58.0,荻野極,1:24.2,1.1/2,7,17.6,35.6,14-15,美浦高柳瑞,496(0),1,1400,ダート,晴,良
4.0,6,12,キョウエイスレーヴ,牡3,55.0,原,1:24.3,1/2,5,8.7,36.9,6-6,美浦萱野,438(-6),0,1400,ダート,晴,良
5.0,7,13,トニケンサンバ,牡3,55.0,石橋脩,1:24.4,3/4,1,2.8,36.7,9-8,美浦西田,500(-2),0,1400,ダート,晴,良
6.0,8,15,メッエフアパラ,牡4,58.0,吉田豊,1:24.5,1/2,8,18.5,36.6,11-10,美浦辻,452(-6),0,1400,ダート,晴,良
7.0,4,7,エコロヴァルム,牡4,58.0,田辺,1:24.9,2.1/2,11,81.2,37.0,12-10,美浦小西,432(-6),0,1400,ダート,晴,良
8.0,2,4,ドントゥザムーン,牡3,55.0,岩田望,1:25.0,1,2,5.9,38.3,2-2,美浦高木,460(0),0,1400,ダート,晴,良
9.0,1,1,パッセアジル,牡4,58.0,丸山,1:25.9,5,10,72.8,38.4,8-6,美浦千葉,472(+11),0,1400,ダート,晴,良
10.0,2,3,リアルショット,牡3,55.0,杉原,1:25.9,アタマ,15,200.3,37.6,10-12,美浦加藤征,466(-2),0,1400,ダート,晴,良
11.0,5,10,ニシノヴィヴィ,牝4,54.0,◇今村,1:26.0,1/2,13,108.7,37.1,15-16,美浦矢野,452(0),0,1400,ダート,晴,良
12.0,6,11,ウォーハンマー,牡5,58.0,津村,1:26.6,3.1/2,9,32.9,38.9,6-8,美浦矢嶋,500(-2),0,1400,ダート,晴,良
13.0,1,2,アルーリングタイム,牝4,56.0,戸崎圭,1:26.8,3/4,3,6.5,40.1,1-1,美浦中舘,526(+8),0,1400,ダート,晴,良
14.0,7,14,サンマルリアン,牝5,56.0,小林凌,1:26.9,1/2,16,288.1,39.9,4-4,美浦土田,448(-14),0,1400,ダート,晴,良
15.0,5,9,シークレットロゴ,牡5,58.0,石川,1:27.5,3.1/2,14,137.1,39.1,15-13,美浦和田郎,502(-14),0,1400,ダート,晴,良
16.0,3,5,ノーブルニードル,牡4,58.0,木幡初,1:27.5,クビ,12,98.7,40.7,2-3,美浦粕谷,524(-9),0,1400,ダート,晴,良
1.0,8,15,リメンバーヒム,牡3,56.0,☆高杉,1:25.7,,1,1.2,38.2,7-4,栗東浜田,454(+4),1,1400,ダート,曇,良
2.0,5,9,ヨリナスウィート,牝3,55.0,川須,1:26.2,3,12,74.6,39.3,2-2,栗東河嶋,492(+2),1,1400,ダート,曇,良
3.0,6,11,ストラーダレアーレ,牡3,55.0,◇永島,1:26.5,2,2,7.3,38.8,10-9,栗東大久保,494(+4),1,1400,ダート,曇,良
4.0,2,4,コヒロ,牝3,51.0,★河原田,1:26.6,3/4,16,308.8,39.5,4-4,栗東羽月,388(+12),0,1400,ダート,曇,良
